,MTU,Biomass[MW],FossilGas[MW],FossilHardcoal[MW],FossilOil[MW],FossilPeat[MW],HydroRun-of-riverandpoundage[MW],HydroWaterReservoir[MW],Nuclear[MW],Other[MW],Otherrenewable[MW],Solar[MW],Waste[MW],WindOffshore[MW],WindOnshore[MW]
0,2018-01-01 00:00:00,1463.0,1164.0,930.0,36.0,435.0,2348.0,17037.0,11333.0,1270.0,43.0,0.0,147.0,891.0,5432.0
1,2018-01-01 01:00:00,1443.0,1156.0,918.0,35.0,445.0,2250.0,16602.0,11333.0,1272.0,43.0,0.0,148.0,917.0,5405.0
2,2018-01-01 02:00:00,1360.0,1186.0,937.0,43.0,440.0,2169.0,15581.0,11331.0,1279.0,43.0,0.0,151.0,815.0,5337.0
3,2018-01-01 03:00:00,1362.0,1204.0,914.0,39.0,445.0,2146.0,14287.0,11333.0,1193.0,43.0,0.0,148.0,854.0,5323.0
4,2018-01-01 04:00:00,1352.0,1204.0,919.0,40.0,453.0,2171.0,14278.0,11334.0,1190.0,43.0,0.0,150.0,937.0,5101.0
5,2018-01-01 05:00:00,1251.0,1149.0,907.0,42.0,458.0,2207.0,14519.0,11332.0,1190.0,43.0,0.0,150.0,917.0,5110.0
6,2018-01-01 06:00:00,1235.0,1149.0,877.0,39.0,455.0,2299.0,15262.0,11333.0,1198.0,43.0,0.0,149.0,960.0,5197.0
7,2018-01-01 07:00:00,1280.0,1164.0,926.0,43.0,444.0,2369.0,16339.0,11331.0,1202.0,43.0,0.0,150.0,966.0,5202.0
8,2018-01-01 08:00:00,1317.0,1164.0,887.0,36.0,447.0,2361.0,16328.0,11334.0,1207.0,43.0,1.0,145.0,1020.0,5305.0
9,2018-01-01 09:00:00,1353.0,1170.0,879.0,35.0,449.0,2291.0,17008.0,11331.0,1237.0,43.0,11.0,134.0,1088.0,5388.0
10,2018-01-01 10:00:00,1456.0,1169.0,904.0,33.0,449.0,2353.0,18788.0,11332.0,1246.0,43.0,36.0,142.0,1140.0,5726.0
11,2018-01-01 11:00:00,1443.0,1201.0,952.0,41.0,449.0,2412.0,19679.0,11331.0,1256.0,43.0,54.0,135.0,1122.0,5611.0
12,2018-01-01 12:00:00,1459.0,1202.0,931.0,40.0,455.0,2437.0,20197.0,11329.0,1264.0,43.0,59.0,137.0,1137.0,5665.0
13,2018-01-01 13:00:00,1528.0,1194.0,882.0,34.0,461.0,2552.0,20305.0,11330.0,1254.0,43.0,60.0,135.0,1138.0,5811.0
14,2018-01-01 14:00:00,1509.0,1213.0,892.0,35.0,469.0,2706.0,20809.0,11331.0,1264.0,43.0,48.0,136.0,1130.0,5652.0
15,2018-01-01 15:00:00,1491.0,1228.0,940.0,40.0,469.0,2779.0,22206.0,11330.0,1261.0,43.0,19.0,143.0,1124.0,5552.0
16,2018-01-01 16:00:00,1518.0,1282.0,1128.0,43.0,473.0,2899.0,23411.0,11330.0,1267.0,43.0,1.0,150.0,1096.0,5224.0
17,2018-01-01 17:00:00,1518.0,1294.0,1363.0,44.0,461.0,2962.0,24346.0,11328.0,1273.0,43.0,0.0,158.0,1100.0,4963.0
18,2018-01-01 18:00:00,1578.0,1304.0,1395.0,39.0,458.0,2981.0,24022.0,11327.0,1273.0,43.0,0.0,159.0,1062.0,4847.0
19,2018-01-01 19:00:00,1585.0,1336.0,1264.0,47.0,455.0,2884.0,23148.0,11326.0,1269.0,43.0,0.0,160.0,1039.0,4793.0
20,2018-01-01 20:00:00,1556.0,1312.0,1023.0,41.0,453.0,2687.0,22064.0,11327.0,1283.0,43.0,0.0,148.0,966.0,4720.0
21,2018-01-01 21:00:00,1518.0,1299.0,954.0,39.0,451.0,2702.0,21516.0,11330.0,1246.0,43.0,0.0,148.0,1003.0,4605.0
22,2018-01-01 22:00:00,1456.0,1325.0,951.0,44.0,438.0,2537.0,19870.0,11328.0,1239.0,43.0,0.0,147.0,904.0,4411.0
23,2018-01-01 23:00:00,1402.0,1307.0,1009.0,40.0,423.0,2250.0,17563.0,11329.0,1233.0,43.0,0.0,152.0,830.0,4221.0
24,2018-01-02 00:00:00,1687.0,1610.0,1631.0,22.0,655.0,2710.0,17333.0,11453.0,1694.0,44.0,0.0,168.0,1087.0,6600.0
25,2018-01-02 01:00:00,1643.0,1600.0,1685.0,25.0,648.0,2565.0,16844.0,11449.0,1691.0,44.0,0.0,169.0,1096.0,6714.0
26,2018-01-02 02:00:00,1663.0,1572.0,1641.0,22.0,654.0,2531.0,16202.0,11447.0,1694.0,44.0,0.0,169.0,1136.0,6900.0
27,2018-01-02 03:00:00,1504.0,1529.0,1469.0,20.0,656.0,2621.0,15838.0,11450.0,1674.0,43.0,0.0,178.0,1134.0,6922.0
28,2018-01-02 04:00:00,1649.0,1555.0,1562.0,28.0,662.0,2833.0,16802.0,11446.0,1677.0,42.0,0.0,181.0,1134.0,6962.0
29,2018-01-02 05:00:00,1737.0,1598.0,1755.0,23.0,672.0,3057.0,20098.0,11446.0,1705.0,37.0,0.0,179.0,1132.0,6973.0
30,2018-01-02 06:00:00,1722.0,1671.0,1754.0,23.0,707.0,3247.0,26712.0,11444.0,1730.0,34.0,0.0,185.0,1139.0,6770.0
31,2018-01-02 07:00:00,1749.0,1728.0,1698.0,21.0,737.0,3410.0,31135.0,11442.0,1749.0,34.0,0.0,175.0,1111.0,6790.0
32,2018-01-02 08:00:00,1740.0,1824.0,1711.0,42.0,755.0,3385.0,31967.0,11444.0,1759.0,33.0,11.0,169.0,1070.0,6667.0
33,2018-01-02 09:00:00,1760.0,1816.0,1710.0,68.0,781.0,3430.0,31544.0,11445.0,1789.0,33.0,55.0,169.0,1142.0,6697.0
34,2018-01-02 10:00:00,1763.0,1875.0,1858.0,33.0,838.0,3466.0,31582.0,11447.0,1771.0,34.0,106.0,174.0,1122.0,6707.0
35,2018-01-02 11:00:00,1764.0,1873.0,1848.0,47.0,796.0,3303.0,30756.0,11446.0,1802.0,34.0,148.0,172.0,1117.0,6775.0
36,2018-01-02 12:00:00,1768.0,1827.0,1865.0,28.0,708.0,3237.0,30064.0,11444.0,1797.0,34.0,149.0,167.0,1098.0,6970.0
37,2018-01-02 13:00:00,1658.0,1819.0,1573.0,26.0,713.0,3282.0,30076.0,11446.0,1767.0,34.0,124.0,158.0,1083.0,6986.0
38,2018-01-02 14:00:00,1642.0,1851.0,1637.0,26.0,762.0,3512.0,30520.0,11443.0,1765.0,34.0,88.0,169.0,1079.0,6907.0
39,2018-01-02 15:00:00,1680.0,1902.0,1648.0,27.0,798.0,3549.0,30817.0,11441.0,1755.0,34.0,43.0,174.0,1123.0,6852.0
40,2018-01-02 16:00:00,1782.0,1939.0,1823.0,29.0,831.0,3552.0,31711.0,11399.0,1723.0,34.0,8.0,175.0,1132.0,6815.0
41,2018-01-02 17:00:00,1786.0,1915.0,1879.0,23.0,814.0,3550.0,33019.0,11408.0,1743.0,34.0,0.0,172.0,1127.0,6683.0
42,2018-01-02 18:00:00,1741.0,1903.0,1780.0,22.0,789.0,3415.0,33168.0,11420.0,1777.0,36.0,0.0,170.0,1102.0,6601.0
43,2018-01-02 19:00:00,1691.0,1720.0,1644.0,20.0,749.0,3215.0,32165.0,11417.0,1785.0,40.0,0.0,157.0,1111.0,6334.0
44,2018-01-02 20:00:00,1653.0,1648.0,1558.0,19.0,691.0,3065.0,30323.0,11423.0,1727.0,33.0,0.0,154.0,1037.0,5990.0
45,2018-01-02 21:00:00,1651.0,1663.0,1563.0,19.0,693.0,3046.0,28952.0,11427.0,1750.0,42.0,0.0,147.0,1030.0,5733.0
46,2018-01-02 22:00:00,1627.0,1707.0,1519.0,24.0,687.0,2864.0,26929.0,11431.0,1753.0,42.0,0.0,133.0,968.0,5571.0
47,2018-01-02 23:00:00,1668.0,1728.0,1662.0,23.0,695.0,2750.0,22675.0,11432.0,1734.0,42.0,0.0,163.0,1038.0,5702.0
48,2018-01-03 00:00:00,1812.0,1738.0,2564.0,35.0,648.0,2538.0,26119.0,11463.0,2322.0,34.0,0.0,126.0,1049.0,6013.0
49,2018-01-03 01:00:00,1785.0,1697.0,2619.0,36.0,665.0,2577.0,25926.0,11465.0,2318.0,34.0,0.0,125.0,937.0,5843.0
50,2018-01-03 02:00:00,1772.0,1686.0,2535.0,28.0,673.0,2585.0,25427.0,11465.0,2312.0,32.0,0.0,123.0,836.0,5628.0
51,2018-01-03 03:00:00,1758.0,1681.0,2609.0,28.0,675.0,2617.0,25294.0,11464.0,2316.0,32.0,0.0,123.0,809.0,5651.0
52,2018-01-03 04:00:00,1716.0,1734.0,2807.0,29.0,677.0,2668.0,26199.0,11462.0,2409.0,36.0,0.0,134.0,815.0,5666.0
53,2018-01-03 05:00:00,1742.0,1911.0,3022.0,30.0,700.0,3027.0,28895.0,11460.0,2444.0,38.0,0.0,153.0,811.0,5560.0
54,2018-01-03 06:00:00,1767.0,1967.0,3057.0,30.0,708.0,3186.0,32228.0,11463.0,2490.0,38.0,0.0,160.0,831.0,5538.0
55,2018-01-03 07:00:00,1951.0,1994.0,3308.0,30.0,719.0,3200.0,34883.0,11462.0,2600.0,39.0,4.0,168.0,823.0,5546.0
56,2018-01-03 08:00:00,1982.0,2008.0,3610.0,54.0,724.0,3241.0,35870.0,11452.0,2578.0,38.0,32.0,170.0,846.0,5241.0
57,2018-01-03 09:00:00,1968.0,2022.0,3419.0,36.0,707.0,3296.0,35750.0,11451.0,2576.0,36.0,88.0,168.0,861.0,5175.0
58,2018-01-03 10:00:00,1927.0,2017.0,3051.0,35.0,708.0,3190.0,35090.0,11447.0,2571.0,36.0,160.0,164.0,865.0,5061.0
59,2018-01-03 11:00:00,1859.0,1999.0,2975.0,40.0,710.0,3154.0,34999.0,11446.0,2512.0,36.0,212.0,157.0,821.0,4851.0
60,2018-01-03 12:00:00,1844.0,1907.0,3057.0,36.0,710.0,3144.0,34645.0,11449.0,2385.0,36.0,237.0,157.0,803.0,4567.0
61,2018-01-03 13:00:00,1816.0,1825.0,3021.0,21.0,713.0,3043.0,34056.0,11448.0,2398.0,36.0,216.0,158.0,803.0,4559.0
62,2018-01-03 14:00:00,1793.0,1826.0,2828.0,18.0,714.0,3004.0,33425.0,11450.0,2423.0,36.0,168.0,161.0,841.0,4604.0
63,2018-01-03 15:00:00,1789.0,1847.0,2809.0,25.0,725.0,2987.0,33024.0,11449.0,2429.0,35.0,118.0,154.0,842.0,4519.0
64,2018-01-03 16:00:00,1761.0,1888.0,2873.0,29.0,739.0,2941.0,32973.0,11453.0,2440.0,34.0,63.0,163.0,861.0,4602.0
65,2018-01-03 17:00:00,1825.0,1976.0,3044.0,30.0,732.0,2982.0,33702.0,11459.0,2448.0,36.0,12.0,169.0,1002.0,4633.0
66,2018-01-03 18:00:00,1824.0,1954.0,2969.0,31.0,722.0,3010.0,34675.0,11459.0,2470.0,36.0,0.0,161.0,1113.0,4633.0
67,2018-01-03 19:00:00,1811.0,1919.0,3113.0,47.0,714.0,2934.0,34359.0,11461.0,2484.0,36.0,0.0,163.0,1061.0,4655.0
68,2018-01-03 20:00:00,1803.0,1855.0,3009.0,27.0,686.0,2778.0,33264.0,11462.0,2439.0,36.0,0.0,149.0,922.0,4601.0
69,2018-01-03 21:00:00,1815.0,1847.0,2864.0,27.0,639.0,2550.0,31532.0,11465.0,2415.0,38.0,0.0,128.0,952.0,4556.0
70,2018-01-03 22:00:00,1725.0,1750.0,2775.0,28.0,611.0,2421.0,29548.0,11468.0,2293.0,42.0,0.0,129.0,1013.0,4311.0
71,2018-01-03 23:00:00,1645.0,1737.0,2892.0,28.0,611.0,2373.0,27154.0,11465.0,2187.0,42.0,0.0,129.0,1086.0,4146.0
72,2018-01-04 00:00:00,1801.0,1535.0,2359.0,31.0,634.0,2114.0,17048.0,11454.0,1729.0,40.0,0.0,175.0,275.0,1644.0
73,2018-01-04 01:00:00,1816.0,1523.0,2258.0,32.0,633.0,2011.0,16630.0,11456.0,1749.0,40.0,0.0,177.0,274.0,1562.0
74,2018-01-04 02:00:00,1827.0,1497.0,2200.0,28.0,638.0,2013.0,16223.0,11455.0,1751.0,40.0,0.0,173.0,309.0,1587.0
75,2018-01-04 03:00:00,1814.0,1534.0,2093.0,32.0,639.0,2022.0,16360.0,11454.0,1761.0,40.0,0.0,176.0,317.0,1673.0
76,2018-01-04 04:00:00,1774.0,1549.0,2214.0,27.0,626.0,2063.0,16499.0,11456.0,1783.0,40.0,0.0,175.0,319.0,1723.0
77,2018-01-04 05:00:00,1775.0,1609.0,2363.0,27.0,626.0,2024.0,16681.0,11457.0,1792.0,40.0,0.0,175.0,269.0,1825.0
78,2018-01-04 06:00:00,1777.0,1585.0,2390.0,26.0,627.0,2017.0,17354.0,11455.0,1758.0,40.0,0.0,163.0,274.0,2003.0
79,2018-01-04 07:00:00,1759.0,1626.0,2368.0,26.0,627.0,2059.0,18708.0,11457.0,1706.0,40.0,10.0,163.0,329.0,2152.0
80,2018-01-04 08:00:00,1735.0,1702.0,2401.0,31.0,605.0,2104.0,20404.0,11459.0,1673.0,40.0,50.0,165.0,298.0,2202.0
81,2018-01-04 09:00:00,1845.0,1787.0,2510.0,32.0,566.0,2166.0,20673.0,11456.0,1650.0,40.0,120.0,165.0,310.0,2224.0
82,2018-01-04 10:00:00,1820.0,1837.0,2613.0,33.0,564.0,2176.0,20500.0,11455.0,1644.0,40.0,214.0,163.0,341.0,2444.0
83,2018-01-04 11:00:00,1739.0,1737.0,2490.0,28.0,545.0,2141.0,19844.0,11456.0,1644.0,40.0,301.0,158.0,385.0,2770.0
84,2018-01-04 12:00:00,1719.0,1688.0,2327.0,27.0,546.0,2144.0,18998.0,11457.0,1647.0,40.0,354.0,156.0,434.0,2856.0
85,2018-01-04 13:00:00,1722.0,1670.0,2220.0,27.0,539.0,2160.0,18197.0,11453.0,1636.0,40.0,393.0,150.0,493.0,2978.0
86,2018-01-04 14:00:00,1751.0,1664.0,2215.0,26.0,539.0,2125.0,17548.0,11302.0,1625.0,40.0,397.0,156.0,580.0,3026.0
87,2018-01-04 15:00:00,1680.0,1647.0,1914.0,27.0,520.0,2028.0,16997.0,11223.0,1626.0,40.0,364.0,167.0,644.0,2980.0
88,2018-01-04 16:00:00,1691.0,1643.0,1950.0,26.0,519.0,1999.0,17237.0,11217.0,1617.0,40.0,310.0,168.0,660.0,2875.0
89,2018-01-04 17:00:00,1748.0,1673.0,2186.0,31.0,533.0,2009.0,17931.0,11215.0,1621.0,40.0,215.0,170.0,668.0,2742.0
90,2018-01-04 18:00:00,1759.0,1685.0,2375.0,36.0,554.0,1975.0,18984.0,11336.0,1630.0,40.0,103.0,174.0,633.0,2618.0
91,2018-01-04 19:00:00,1768.0,1671.0,2399.0,38.0,594.0,2055.0,19987.0,11430.0,1642.0,40.0,21.0,169.0,585.0,2385.0
92,2018-01-04 20:00:00,1782.0,1642.0,2334.0,34.0,621.0,2084.0,20924.0,11438.0,1676.0,40.0,0.0,168.0,540.0,2215.0
93,2018-01-04 21:00:00,1771.0,1608.0,2232.0,27.0,605.0,2139.0,20666.0,11442.0,1695.0,40.0,0.0,166.0,508.0,2194.0
94,2018-01-04 22:00:00,1751.0,1592.0,2284.0,27.0,614.0,2172.0,19093.0,11444.0,1711.0,40.0,0.0,167.0,482.0,2167.0
95,2018-01-04 23:00:00,1769.0,1536.0,2168.0,30.0,621.0,2056.0,17733.0,11451.0,1703.0,40.0,0.0,170.0,473.0,2102.0
96,2018-01-05 00:00:00,1031.0,833.0,741.0,22.0,392.0,3494.0,14366.0,9272.0,954.0,42.0,0.0,150.0,520.0,3805.0
97,2018-01-05 01:00:00,1014.0,837.0,759.0,26.0,377.0,3464.0,13611.0,9269.0,932.0,42.0,0.0,164.0,379.0,3611.0
98,2018-01-05 02:00:00,1054.0,815.0,710.0,17.0,381.0,3411.0,12684.0,9271.0,956.0,42.0,0.0,159.0,335.0,3608.0
99,2018-01-05 03:00:00,1063.0,802.0,711.0,14.0,387.0,3344.0,12331.0,9270.0,972.0,42.0,0.0,149.0,335.0,3701.0
100,2018-01-05 04:00:00,1063.0,798.0,702.0,15.0,390.0,3253.0,12365.0,9270.0,980.0,42.0,0.0,147.0,478.0,3863.0
101,2018-01-05 05:00:00,1026.0,806.0,721.0,17.0,384.0,3252.0,12817.0,9272.0,978.0,42.0,1.0,141.0,462.0,3984.0
102,2018-01-05 06:00:00,1018.0,830.0,757.0,18.0,379.0,3416.0,14269.0,9275.0,1015.0,42.0,14.0,150.0,515.0,3886.0
103,2018-01-05 07:00:00,1029.0,866.0,844.0,25.0,371.0,3723.0,16264.0,9275.0,1004.0,42.0,47.0,164.0,646.0,3660.0
104,2018-01-05 08:00:00,1029.0,870.0,934.0,28.0,357.0,3828.0,17385.0,9276.0,1033.0,42.0,69.0,160.0,540.0,3654.0
105,2018-01-05 09:00:00,1098.0,878.0,976.0,21.0,346.0,3907.0,18721.0,9272.0,1034.0,42.0,112.0,152.0,510.0,3755.0
106,2018-01-05 10:00:00,1017.0,921.0,1112.0,24.0,345.0,3951.0,19092.0,9270.0,1048.0,42.0,163.0,151.0,608.0,3942.0
107,2018-01-05 11:00:00,982.0,939.0,1222.0,27.0,348.0,3900.0,18962.0,9269.0,1058.0,42.0,194.0,150.0,653.0,4169.0
108,2018-01-05 12:00:00,985.0,945.0,1289.0,21.0,349.0,3764.0,18947.0,9268.0,1063.0,42.0,198.0,154.0,632.0,4390.0
109,2018-01-05 13:00:00,990.0,920.0,1312.0,24.0,352.0,3701.0,18339.0,9268.0,1074.0,42.0,195.0,152.0,606.0,4545.0
110,2018-01-05 14:00:00,985.0,906.0,1241.0,19.0,357.0,3710.0,17708.0,9270.0,1073.0,42.0,180.0,149.0,710.0,4672.0
111,2018-01-05 15:00:00,981.0,915.0,1287.0,26.0,359.0,3854.0,17399.0,9269.0,1081.0,41.0,152.0,147.0,635.0,4856.0
112,2018-01-05 16:00:00,984.0,915.0,1379.0,25.0,368.0,3834.0,17417.0,9258.0,1097.0,37.0,138.0,146.0,656.0,5115.0
113,2018-01-05 17:00:00,1051.0,912.0,1352.0,23.0,371.0,3854.0,17661.0,9252.0,1086.0,38.0,102.0,139.0,739.0,5184.0
114,2018-01-05 18:00:00,1187.0,909.0,1338.0,22.0,376.0,3864.0,17556.0,9250.0,1052.0,39.0,57.0,138.0,772.0,5203.0
115,2018-01-05 19:00:00,1270.0,939.0,1335.0,26.0,383.0,3832.0,17436.0,9249.0,1034.0,39.0,23.0,140.0,809.0,5066.0
116,2018-01-05 20:00:00,1179.0,904.0,1270.0,20.0,384.0,3853.0,17037.0,9253.0,1023.0,39.0,4.0,135.0,962.0,5107.0
117,2018-01-05 21:00:00,1111.0,860.0,1257.0,20.0,376.0,3882.0,16857.0,9256.0,1014.0,39.0,0.0,134.0,933.0,5267.0
118,2018-01-05 22:00:00,1074.0,839.0,1215.0,20.0,372.0,3814.0,16543.0,9259.0,1008.0,39.0,0.0,134.0,859.0,5465.0
119,2018-01-05 23:00:00,1022.0,786.0,1204.0,19.0,367.0,3755.0,15379.0,9259.0,1004.0,39.0,0.0,132.0,833.0,5483.0
120,2018-01-06 00:00:00,565.0,608.0,601.0,19.0,275.0,2702.0,13262.0,8882.0,899.0,23.0,0.0,138.0,578.0,4227.0
121,2018-01-06 01:00:00,562.0,587.0,559.0,16.0,264.0,2637.0,11715.0,8889.0,899.0,22.0,0.0,128.0,568.0,4449.0
122,2018-01-06 02:00:00,569.0,602.0,556.0,15.0,249.0,2627.0,11282.0,8889.0,898.0,23.0,0.0,120.0,549.0,4372.0
123,2018-01-06 03:00:00,567.0,611.0,564.0,15.0,248.0,2682.0,11119.0,8896.0,902.0,27.0,0.0,119.0,499.0,4286.0
124,2018-01-06 04:00:00,568.0,638.0,586.0,16.0,265.0,2709.0,11621.0,8897.0,892.0,28.0,1.0,119.0,460.0,4080.0
125,2018-01-06 05:00:00,563.0,632.0,606.0,16.0,287.0,2771.0,13580.0,8896.0,887.0,29.0,17.0,118.0,404.0,3490.0
126,2018-01-06 06:00:00,565.0,640.0,717.0,20.0,313.0,3121.0,18908.0,8891.0,889.0,29.0,65.0,121.0,328.0,3098.0
127,2018-01-06 07:00:00,564.0,640.0,775.0,25.0,328.0,3451.0,21353.0,8891.0,905.0,29.0,151.0,132.0,301.0,2627.0
128,2018-01-06 08:00:00,558.0,611.0,737.0,19.0,338.0,3877.0,22317.0,8893.0,914.0,27.0,279.0,134.0,315.0,2413.0
129,2018-01-06 09:00:00,561.0,656.0,757.0,20.0,328.0,3874.0,22561.0,8899.0,911.0,24.0,428.0,133.0,303.0,2089.0
130,2018-01-06 10:00:00,562.0,724.0,861.0,26.0,329.0,3871.0,22728.0,8901.0,926.0,25.0,549.0,133.0,291.0,1862.0
131,2018-01-06 11:00:00,568.0,705.0,808.0,20.0,322.0,3764.0,22423.0,8900.0,936.0,26.0,637.0,132.0,246.0,1932.0
132,2018-01-06 12:00:00,564.0,765.0,812.0,18.0,323.0,3757.0,22048.0,8898.0,936.0,27.0,675.0,129.0,207.0,2155.0
133,2018-01-06 13:00:00,565.0,750.0,807.0,18.0,319.0,3668.0,21712.0,8894.0,933.0,27.0,680.0,128.0,184.0,2268.0
134,2018-01-06 14:00:00,570.0,724.0,817.0,16.0,324.0,3674.0,21346.0,8887.0,929.0,18.0,656.0,125.0,207.0,2105.0
135,2018-01-06 15:00:00,565.0,741.0,828.0,24.0,325.0,3460.0,20623.0,8881.0,916.0,18.0,613.0,122.0,161.0,2042.0
136,2018-01-06 16:00:00,566.0,721.0,804.0,22.0,320.0,3233.0,20277.0,8878.0,912.0,18.0,525.0,125.0,156.0,1885.0
137,2018-01-06 17:00:00,562.0,700.0,755.0,20.0,319.0,3342.0,20229.0,8877.0,893.0,18.0,396.0,124.0,209.0,1789.0
138,2018-01-06 18:00:00,565.0,681.0,776.0,22.0,321.0,3631.0,21529.0,8880.0,883.0,16.0,249.0,126.0,256.0,1786.0
139,2018-01-06 19:00:00,561.0,686.0,773.0,20.0,326.0,3640.0,21754.0,8885.0,868.0,17.0,119.0,123.0,213.0,1669.0
140,2018-01-06 20:00:00,554.0,647.0,736.0,17.0,320.0,3301.0,21074.0,8888.0,853.0,16.0,40.0,118.0,155.0,1651.0
141,2018-01-06 21:00:00,546.0,639.0,710.0,17.0,320.0,3200.0,20063.0,8894.0,812.0,17.0,6.0,119.0,142.0,1731.0
142,2018-01-06 22:00:00,549.0,652.0,702.0,18.0,317.0,3075.0,19255.0,8900.0,825.0,17.0,0.0,118.0,103.0,1903.0
143,2018-01-06 23:00:00,552.0,645.0,569.0,16.0,307.0,2887.0,17442.0,7214.0,676.0,17.0,0.0,120.0,157.0,2048.0
144,2018-01-07 00:00:00,620.0,672.0,444.0,15.0,224.0,1459.0,9780.0,10867.0,734.0,42.0,0.0,207.0,510.0,2178.0
145,2018-01-07 01:00:00,612.0,687.0,475.0,20.0,224.0,1406.0,8673.0,10868.0,742.0,42.0,0.0,217.0,291.0,2140.0
146,2018-01-07 02:00:00,616.0,675.0,456.0,15.0,232.0,1434.0,8005.0,10868.0,746.0,42.0,0.0,216.0,298.0,2141.0
147,2018-01-07 03:00:00,614.0,688.0,448.0,14.0,242.0,1370.0,7884.0,10872.0,559.0,42.0,0.0,218.0,228.0,2155.0
148,2018-01-07 04:00:00,612.0,678.0,435.0,15.0,238.0,1305.0,7724.0,10879.0,549.0,42.0,1.0,216.0,172.0,2102.0
149,2018-01-07 05:00:00,613.0,679.0,421.0,14.0,233.0,1393.0,7688.0,10886.0,546.0,42.0,17.0,219.0,150.0,1922.0
150,2018-01-07 06:00:00,613.0,692.0,451.0,20.0,218.0,1491.0,8878.0,10766.0,729.0,42.0,64.0,220.0,113.0,1629.0
151,2018-01-07 07:00:00,615.0,691.0,480.0,22.0,231.0,1572.0,10261.0,10699.0,764.0,42.0,164.0,220.0,58.0,1445.0
152,2018-01-07 08:00:00,620.0,649.0,451.0,16.0,233.0,1576.0,11020.0,10696.0,788.0,42.0,308.0,220.0,19.0,1531.0
153,2018-01-07 09:00:00,621.0,626.0,440.0,17.0,224.0,1598.0,11697.0,10623.0,805.0,42.0,452.0,224.0,11.0,1799.0
154,2018-01-07 10:00:00,619.0,628.0,440.0,18.0,222.0,1553.0,12416.0,10480.0,818.0,42.0,555.0,222.0,12.0,1972.0
155,2018-01-07 11:00:00,621.0,650.0,445.0,23.0,235.0,1533.0,12647.0,10417.0,828.0,42.0,612.0,224.0,7.0,1999.0
156,2018-01-07 12:00:00,620.0,641.0,435.0,22.0,220.0,1518.0,12669.0,10319.0,833.0,42.0,645.0,224.0,4.0,2032.0
157,2018-01-07 13:00:00,615.0,628.0,403.0,19.0,209.0,1557.0,12517.0,10267.0,815.0,42.0,652.0,214.0,7.0,2091.0
158,2018-01-07 14:00:00,614.0,621.0,416.0,17.0,209.0,1536.0,12375.0,10208.0,813.0,42.0,657.0,209.0,26.0,2065.0
159,2018-01-07 15:00:00,610.0,630.0,413.0,15.0,209.0,1485.0,12551.0,10165.0,804.0,42.0,616.0,211.0,67.0,2058.0
160,2018-01-07 16:00:00,611.0,676.0,421.0,16.0,213.0,1461.0,12905.0,10077.0,783.0,42.0,536.0,211.0,94.0,1981.0
161,2018-01-07 17:00:00,611.0,663.0,426.0,17.0,269.0,1437.0,13415.0,10074.0,775.0,39.0,440.0,210.0,148.0,1858.0
162,2018-01-07 18:00:00,616.0,674.0,402.0,17.0,287.0,1537.0,14234.0,10077.0,761.0,38.0,303.0,210.0,193.0,1749.0
163,2018-01-07 19:00:00,617.0,668.0,393.0,15.0,289.0,1552.0,15659.0,10078.0,742.0,41.0,153.0,210.0,227.0,1681.0
164,2018-01-07 20:00:00,621.0,675.0,412.0,19.0,293.0,1606.0,16111.0,10079.0,725.0,43.0,54.0,212.0,224.0,1560.0
165,2018-01-07 21:00:00,617.0,676.0,400.0,16.0,293.0,1667.0,15248.0,10087.0,703.0,43.0,12.0,209.0,266.0,1612.0
166,2018-01-07 22:00:00,607.0,671.0,391.0,15.0,293.0,1471.0,15005.0,10092.0,699.0,43.0,1.0,208.0,312.0,1837.0
167,2018-01-07 23:00:00,615.0,681.0,390.0,15.0,297.0,1424.0,13711.0,10094.0,694.0,43.0,0.0,208.0,307.0,1929.0
168,2018-01-08 00:00:00,585.0,851.0,983.0,19.0,234.0,1272.0,10490.0,8910.0,603.0,39.0,0.0,176.0,149.0,2094.0
169,2018-01-08 01:00:00,585.0,868.0,957.0,25.0,222.0,1291.0,10024.0,8910.0,609.0,39.0,0.0,171.0,171.0,1883.0
170,2018-01-08 02:00:00,580.0,862.0,855.0,21.0,220.0,1304.0,9641.0,8910.0,611.0,39.0,0.0,172.0,193.0,1651.0
171,2018-01-08 03:00:00,595.0,833.0,776.0,19.0,220.0,1303.0,9490.0,8912.0,608.0,39.0,0.0,173.0,175.0,1523.0
172,2018-01-08 04:00:00,593.0,834.0,772.0,19.0,223.0,1318.0,9691.0,8915.0,607.0,39.0,0.0,172.0,143.0,1396.0
173,2018-01-08 05:00:00,583.0,840.0,817.0,19.0,248.0,1286.0,10434.0,8916.0,601.0,39.0,2.0,172.0,175.0,1255.0
174,2018-01-08 06:00:00,589.0,858.0,982.0,20.0,302.0,1333.0,14568.0,8917.0,650.0,39.0,22.0,175.0,151.0,1031.0
175,2018-01-08 07:00:00,593.0,897.0,1321.0,24.0,319.0,1659.0,18725.0,8915.0,829.0,40.0,74.0,198.0,138.0,823.0
176,2018-01-08 08:00:00,594.0,912.0,1407.0,28.0,335.0,1947.0,20409.0,8916.0,875.0,42.0,174.0,181.0,71.0,780.0
177,2018-01-08 09:00:00,593.0,934.0,1385.0,23.0,334.0,2235.0,20703.0,8918.0,881.0,42.0,285.0,179.0,74.0,779.0
