,MTU,Biomass[MW],FossilGas[MW],FossilHardcoal[MW],FossilOil[MW],FossilPeat[MW],HydroRun-of-riverandpoundage[MW],HydroWaterReservoir[MW],Nuclear[MW],Other[MW],Otherrenewable[MW],Solar[MW],Waste[MW],WindOffshore[MW],WindOnshore[MW]
4352,2018-07-01 09:00:00,1651.0,1545.0,1342.0,26.0,513.0,2915.0,23909.0,11440.0,1708.0,44.0,42.0,146.0,81.0,5286.0
4353,2018-07-01 10:00:00,1748.0,1557.0,1474.0,28.0,516.0,2950.0,25128.0,11438.0,1702.0,44.0,124.0,145.0,132.0,5596.0
4354,2018-07-01 11:00:00,1749.0,1575.0,1611.0,30.0,517.0,2940.0,25777.0,11439.0,1697.0,44.0,200.0,146.0,123.0,5662.0
4355,2018-07-01 12:00:00,1746.0,1605.0,1615.0,29.0,525.0,2966.0,25624.0,11441.0,1715.0,44.0,229.0,147.0,188.0,5906.0
4356,2018-07-01 13:00:00,1735.0,1607.0,1601.0,28.0,533.0,2905.0,24195.0,11441.0,1653.0,44.0,202.0,149.0,250.0,6122.0
4357,2018-07-01 14:00:00,1730.0,1618.0,1567.0,30.0,545.0,2867.0,23984.0,11443.0,1613.0,44.0,128.0,149.0,224.0,6178.0
4358,2018-07-01 15:00:00,1725.0,1640.0,1510.0,30.0,547.0,2871.0,25502.0,11443.0,1626.0,44.0,42.0,147.0,163.0,6333.0
4359,2018-07-01 16:00:00,1709.0,1668.0,1559.0,29.0,554.0,2996.0,27646.0,11442.0,1666.0,44.0,2.0,146.0,151.0,6450.0
4360,2018-07-01 17:00:00,1714.0,1693.0,1723.0,36.0,556.0,3163.0,30047.0,11439.0,1708.0,44.0,0.0,149.0,128.0,6472.0
4361,2018-07-01 18:00:00,1709.0,1699.0,1839.0,34.0,548.0,3175.0,30679.0,11437.0,1745.0,44.0,0.0,148.0,169.0,6644.0
4362,2018-07-01 19:00:00,1713.0,1679.0,1740.0,30.0,546.0,3084.0,30055.0,11439.0,1775.0,44.0,0.0,148.0,241.0,6614.0
4363,2018-07-01 20:00:00,1697.0,1663.0,1620.0,27.0,540.0,3018.0,28497.0,11441.0,1743.0,44.0,0.0,148.0,257.0,6556.0
4364,2018-07-01 21:00:00,1674.0,1627.0,1589.0,25.0,528.0,2877.0,25792.0,11440.0,1765.0,44.0,0.0,147.0,271.0,6440.0
4365,2018-07-01 22:00:00,1629.0,1557.0,1573.0,27.0,526.0,2836.0,24501.0,11443.0,1769.0,44.0,0.0,147.0,237.0,6253.0
4366,2018-07-01 23:00:00,1620.0,1579.0,1512.0,24.0,518.0,2386.0,20563.0,11444.0,1762.0,44.0,0.0,145.0,294.0,6120.0
4367,2018-07-02 00:00:00,1771.0,1912.0,2653.0,41.0,572.0,2866.0,28759.0,11442.0,2040.0,39.0,0.0,152.0,113.0,1896.0
4368,2018-07-02 01:00:00,1690.0,1897.0,2597.0,38.0,571.0,2837.0,28230.0,11439.0,2001.0,42.0,0.0,151.0,142.0,1921.0
4369,2018-07-02 02:00:00,1658.0,1889.0,2555.0,33.0,574.0,2776.0,28043.0,11439.0,2074.0,44.0,0.0,150.0,133.0,2087.0
4370,2018-07-02 03:00:00,1695.0,1905.0,2574.0,33.0,587.0,2803.0,28267.0,11438.0,2024.0,44.0,0.0,152.0,116.0,2164.0
4371,2018-07-02 04:00:00,1713.0,1897.0,2567.0,32.0,614.0,2943.0,29371.0,11435.0,2037.0,49.0,0.0,153.0,125.0,2175.0
4372,2018-07-02 05:00:00,1779.0,1968.0,2768.0,33.0,659.0,3035.0,31136.0,11434.0,2091.0,38.0,0.0,161.0,163.0,2134.0
4373,2018-07-02 06:00:00,1928.0,2115.0,3294.0,41.0,763.0,3276.0,35235.0,11428.0,2212.0,38.0,0.0,164.0,144.0,2042.0
4374,2018-07-02 07:00:00,1985.0,2324.0,3689.0,41.0,795.0,3473.0,36663.0,11431.0,2410.0,38.0,1.0,186.0,162.0,2006.0
4375,2018-07-02 08:00:00,1952.0,2320.0,3640.0,48.0,797.0,3581.0,36885.0,11431.0,2470.0,36.0,22.0,187.0,243.0,2108.0
4376,2018-07-02 09:00:00,1960.0,2322.0,3569.0,47.0,791.0,3628.0,37396.0,11426.0,2497.0,38.0,76.0,184.0,342.0,1970.0
4377,2018-07-02 10:00:00,1995.0,2328.0,3636.0,38.0,795.0,3543.0,37372.0,11427.0,2443.0,35.0,124.0,187.0,369.0,1771.0
4378,2018-07-02 11:00:00,2020.0,2294.0,3696.0,37.0,808.0,3473.0,37028.0,11305.0,2417.0,35.0,166.0,190.0,336.0,1640.0
4379,2018-07-02 12:00:00,1993.0,2308.0,3621.0,46.0,806.0,3255.0,36213.0,11436.0,2432.0,35.0,208.0,191.0,300.0,1701.0
4380,2018-07-02 13:00:00,1976.0,2250.0,3455.0,44.0,792.0,3288.0,36409.0,11437.0,2452.0,35.0,229.0,174.0,248.0,1886.0
4381,2018-07-02 14:00:00,1976.0,2266.0,3292.0,41.0,786.0,3379.0,36225.0,11438.0,2468.0,35.0,190.0,167.0,276.0,2149.0
4382,2018-07-02 15:00:00,1976.0,2229.0,3270.0,37.0,793.0,3308.0,36274.0,11437.0,2521.0,35.0,122.0,165.0,319.0,2348.0
4383,2018-07-02 16:00:00,1965.0,2224.0,3353.0,36.0,800.0,3530.0,36485.0,11436.0,2508.0,37.0,42.0,187.0,306.0,2571.0
4384,2018-07-02 17:00:00,1980.0,2320.0,3648.0,39.0,792.0,3604.0,36798.0,11439.0,2493.0,36.0,2.0,194.0,345.0,2787.0
4385,2018-07-02 18:00:00,2000.0,2326.0,3584.0,39.0,812.0,3518.0,36774.0,11443.0,2485.0,35.0,0.0,193.0,368.0,2929.0
4386,2018-07-02 19:00:00,2005.0,2328.0,3438.0,39.0,806.0,3372.0,36464.0,11442.0,2389.0,34.0,0.0,193.0,441.0,2805.0
4387,2018-07-02 20:00:00,2013.0,2185.0,3209.0,38.0,782.0,3212.0,35964.0,11444.0,2202.0,31.0,0.0,180.0,484.0,2811.0
4388,2018-07-02 21:00:00,1862.0,2060.0,2967.0,33.0,720.0,3387.0,35347.0,11445.0,2161.0,33.0,0.0,162.0,506.0,2694.0
4389,2018-07-02 22:00:00,1754.0,1906.0,2629.0,34.0,668.0,3049.0,33517.0,11445.0,2077.0,33.0,0.0,161.0,507.0,2566.0
4390,2018-07-02 23:00:00,1736.0,1880.0,2312.0,38.0,588.0,2843.0,30871.0,11441.0,2056.0,33.0,0.0,161.0,447.0,2500.0
4391,2018-07-03 00:00:00,1831.0,1841.0,2967.0,32.0,657.0,2174.0,24206.0,11460.0,1916.0,33.0,0.0,144.0,561.0,3399.0
4392,2018-07-03 01:00:00,1858.0,1823.0,2917.0,33.0,654.0,2196.0,23304.0,11461.0,1913.0,32.0,0.0,141.0,506.0,3384.0
4393,2018-07-03 02:00:00,1839.0,1808.0,2918.0,27.0,647.0,2148.0,22254.0,11461.0,1918.0,33.0,0.0,138.0,488.0,3446.0
4394,2018-07-03 03:00:00,1839.0,1826.0,3068.0,27.0,655.0,2145.0,21785.0,11461.0,1935.0,33.0,0.0,138.0,462.0,3634.0
4395,2018-07-03 04:00:00,1838.0,1823.0,3078.0,27.0,668.0,2215.0,23692.0,11463.0,1953.0,33.0,0.0,141.0,471.0,3784.0
4396,2018-07-03 05:00:00,1834.0,1845.0,3278.0,29.0,744.0,2379.0,27629.0,11460.0,2066.0,32.0,0.0,144.0,528.0,3986.0
4397,2018-07-03 06:00:00,1870.0,1901.0,3443.0,33.0,839.0,2760.0,32363.0,11458.0,2165.0,32.0,0.0,167.0,608.0,4093.0
4398,2018-07-03 07:00:00,1884.0,2050.0,3495.0,39.0,863.0,3133.0,34838.0,11457.0,2228.0,31.0,11.0,183.0,562.0,4023.0
4399,2018-07-03 08:00:00,1930.0,2106.0,3551.0,60.0,849.0,3265.0,35416.0,11457.0,2241.0,32.0,52.0,179.0,520.0,3619.0
4400,2018-07-03 09:00:00,1871.0,2133.0,3474.0,33.0,846.0,3254.0,35236.0,11459.0,2212.0,33.0,103.0,177.0,494.0,3106.0
4401,2018-07-03 10:00:00,1884.0,2102.0,3510.0,48.0,830.0,3289.0,35143.0,11457.0,2144.0,35.0,145.0,180.0,434.0,2919.0
4402,2018-07-03 11:00:00,1881.0,2097.0,3521.0,49.0,809.0,3145.0,34926.0,11457.0,1996.0,39.0,162.0,174.0,365.0,2718.0
4403,2018-07-03 12:00:00,1872.0,2048.0,3511.0,53.0,796.0,2989.0,34339.0,11460.0,1976.0,39.0,157.0,150.0,354.0,2544.0
4404,2018-07-03 13:00:00,1887.0,2016.0,3490.0,47.0,800.0,2853.0,34096.0,11458.0,1960.0,39.0,140.0,143.0,284.0,2478.0
4405,2018-07-03 14:00:00,1909.0,2021.0,3533.0,52.0,789.0,2885.0,34239.0,11461.0,1964.0,39.0,105.0,142.0,282.0,2444.0
4406,2018-07-03 15:00:00,1908.0,2056.0,3506.0,47.0,793.0,2913.0,34378.0,11460.0,1954.0,39.0,67.0,141.0,223.0,2454.0
4407,2018-07-03 16:00:00,1914.0,2120.0,3520.0,50.0,798.0,2961.0,34696.0,11459.0,1958.0,39.0,32.0,144.0,142.0,2598.0
4408,2018-07-03 17:00:00,2049.0,2172.0,3529.0,46.0,814.0,3066.0,35180.0,11459.0,2021.0,39.0,7.0,152.0,128.0,2959.0
4409,2018-07-03 18:00:00,2172.0,2180.0,3530.0,46.0,835.0,3093.0,34657.0,11458.0,2116.0,39.0,2.0,153.0,128.0,3286.0
4410,2018-07-03 19:00:00,2085.0,2224.0,3513.0,51.0,839.0,2982.0,34750.0,11460.0,2100.0,39.0,2.0,156.0,135.0,3396.0
4411,2018-07-03 20:00:00,2106.0,2053.0,3465.0,41.0,819.0,2693.0,33201.0,11464.0,2185.0,39.0,2.0,143.0,109.0,3290.0
4412,2018-07-03 21:00:00,1992.0,1937.0,3415.0,43.0,770.0,2478.0,31726.0,11463.0,2119.0,39.0,2.0,142.0,92.0,3118.0
4413,2018-07-03 22:00:00,1965.0,1853.0,3179.0,35.0,690.0,2386.0,28919.0,11465.0,2045.0,36.0,2.0,139.0,130.0,2823.0
4414,2018-07-03 23:00:00,1951.0,1743.0,2751.0,34.0,693.0,2207.0,24948.0,11468.0,1980.0,38.0,2.0,138.0,126.0,2577.0
4415,2018-07-04 00:00:00,1213.0,1242.0,1143.0,25.0,667.0,1980.0,14727.0,10516.0,1261.0,44.0,0.0,199.0,891.0,5375.0
4416,2018-07-04 01:00:00,1220.0,1203.0,1135.0,22.0,560.0,1921.0,13841.0,10526.0,1260.0,44.0,0.0,196.0,1040.0,5575.0
4417,2018-07-04 02:00:00,1176.0,1212.0,1116.0,21.0,568.0,1930.0,13600.0,10537.0,1258.0,44.0,0.0,185.0,983.0,5708.0
4418,2018-07-04 03:00:00,1153.0,1205.0,1123.0,21.0,571.0,1926.0,13583.0,10557.0,1264.0,44.0,0.0,185.0,984.0,5868.0
4419,2018-07-04 04:00:00,1203.0,1230.0,1129.0,24.0,587.0,1941.0,13808.0,10576.0,1270.0,44.0,0.0,186.0,1077.0,6256.0
4420,2018-07-04 05:00:00,1238.0,1203.0,1084.0,22.0,598.0,1876.0,14163.0,10593.0,1274.0,44.0,0.0,185.0,1143.0,6270.0
4421,2018-07-04 06:00:00,1262.0,1202.0,1076.0,21.0,589.0,1800.0,14453.0,10613.0,1262.0,44.0,1.0,183.0,1131.0,6239.0
4422,2018-07-04 07:00:00,1256.0,1212.0,1078.0,22.0,570.0,1998.0,16272.0,10629.0,1265.0,44.0,44.0,176.0,1132.0,6068.0
4423,2018-07-04 08:00:00,1275.0,1226.0,1090.0,22.0,562.0,2247.0,19031.0,10646.0,1276.0,44.0,144.0,156.0,1118.0,5635.0
4424,2018-07-04 09:00:00,1264.0,1227.0,1058.0,22.0,552.0,2489.0,20030.0,10669.0,1288.0,44.0,289.0,154.0,1103.0,5362.0
4425,2018-07-04 10:00:00,1272.0,1221.0,1042.0,13.0,539.0,2433.0,20097.0,10798.0,1281.0,44.0,414.0,156.0,952.0,5315.0
4426,2018-07-04 11:00:00,1269.0,1244.0,1067.0,19.0,525.0,2379.0,19713.0,10852.0,1285.0,44.0,503.0,149.0,889.0,5200.0
4427,2018-07-04 12:00:00,1267.0,1240.0,1022.0,17.0,510.0,2251.0,18788.0,10871.0,1299.0,44.0,581.0,140.0,892.0,5271.0
4428,2018-07-04 13:00:00,1248.0,1220.0,1024.0,16.0,494.0,2274.0,18060.0,10888.0,1252.0,44.0,572.0,148.0,898.0,5191.0
4429,2018-07-04 14:00:00,1254.0,1257.0,1029.0,15.0,477.0,2236.0,16959.0,10903.0,1216.0,44.0,529.0,145.0,915.0,4713.0
4430,2018-07-04 15:00:00,1280.0,1348.0,1160.0,26.0,480.0,2247.0,16643.0,10915.0,1203.0,44.0,441.0,149.0,847.0,4383.0
4431,2018-07-04 16:00:00,1256.0,1353.0,1242.0,21.0,481.0,2277.0,17052.0,10931.0,1202.0,44.0,343.0,151.0,745.0,4064.0
4432,2018-07-04 17:00:00,1312.0,1453.0,1668.0,26.0,498.0,2355.0,17915.0,10922.0,1171.0,44.0,220.0,169.0,604.0,3936.0
4433,2018-07-04 18:00:00,1347.0,1436.0,1788.0,29.0,512.0,2275.0,18784.0,10935.0,1173.0,44.0,105.0,171.0,579.0,3871.0
4434,2018-07-04 19:00:00,1358.0,1451.0,1815.0,32.0,534.0,2384.0,19847.0,10982.0,1159.0,44.0,27.0,171.0,520.0,3932.0
4435,2018-07-04 20:00:00,1375.0,1452.0,1811.0,28.0,551.0,2224.0,19825.0,11005.0,1160.0,44.0,0.0,169.0,482.0,4019.0
4436,2018-07-04 21:00:00,1341.0,1429.0,1770.0,28.0,554.0,2025.0,17652.0,11016.0,1173.0,44.0,0.0,171.0,477.0,4091.0
4437,2018-07-04 22:00:00,1352.0,1406.0,1579.0,36.0,560.0,1910.0,16113.0,11019.0,1175.0,44.0,0.0,172.0,450.0,4000.0
4438,2018-07-04 23:00:00,1385.0,1273.0,1434.0,33.0,560.0,1908.0,15022.0,11029.0,1169.0,44.0,0.0,171.0,461.0,3746.0
4439,2018-07-05 00:00:00,984.0,735.0,737.0,15.0,320.0,3782.0,13530.0,9907.0,832.0,41.0,0.0,149.0,496.0,2999.0
4440,2018-07-05 01:00:00,923.0,757.0,746.0,16.0,335.0,3719.0,13262.0,9913.0,831.0,41.0,0.0,148.0,507.0,3212.0
4441,2018-07-05 02:00:00,899.0,727.0,744.0,14.0,344.0,3747.0,13221.0,9936.0,838.0,39.0,0.0,147.0,483.0,3280.0
4442,2018-07-05 03:00:00,893.0,738.0,767.0,14.0,353.0,3725.0,13148.0,9955.0,841.0,39.0,0.0,139.0,492.0,3539.0
4443,2018-07-05 04:00:00,905.0,738.0,795.0,15.0,365.0,3729.0,13777.0,9974.0,828.0,39.0,0.0,140.0,523.0,3786.0
4444,2018-07-05 05:00:00,904.0,734.0,894.0,17.0,361.0,3867.0,14710.0,9978.0,823.0,39.0,4.0,148.0,561.0,4103.0
4445,2018-07-05 06:00:00,912.0,800.0,1216.0,20.0,360.0,4026.0,19585.0,9969.0,971.0,41.0,41.0,151.0,466.0,4087.0
4446,2018-07-05 07:00:00,1068.0,929.0,1313.0,22.0,362.0,4110.0,22927.0,9968.0,1006.0,40.0,137.0,152.0,335.0,3586.0
4447,2018-07-05 08:00:00,1223.0,1004.0,1409.0,42.0,356.0,4231.0,24205.0,9983.0,1026.0,39.0,291.0,149.0,212.0,3148.0
4448,2018-07-05 09:00:00,1207.0,966.0,1322.0,37.0,341.0,4241.0,23684.0,10002.0,1011.0,40.0,451.0,158.0,149.0,2993.0
4449,2018-07-05 10:00:00,1185.0,911.0,1285.0,24.0,333.0,4188.0,23017.0,9999.0,1022.0,40.0,574.0,162.0,148.0,2987.0
4450,2018-07-05 11:00:00,966.0,872.0,952.0,26.0,336.0,4245.0,21720.0,9998.0,1022.0,42.0,649.0,167.0,172.0,3147.0
4451,2018-07-05 12:00:00,906.0,855.0,890.0,25.0,314.0,4194.0,20638.0,10000.0,1023.0,42.0,696.0,153.0,174.0,3472.0
4452,2018-07-05 13:00:00,886.0,875.0,886.0,30.0,293.0,4119.0,20254.0,9996.0,856.0,42.0,708.0,155.0,158.0,3867.0
4453,2018-07-05 14:00:00,898.0,833.0,856.0,30.0,275.0,4072.0,19085.0,9999.0,855.0,42.0,687.0,158.0,130.0,4056.0
4454,2018-07-05 15:00:00,855.0,824.0,852.0,32.0,269.0,3999.0,18671.0,9995.0,1013.0,42.0,628.0,157.0,128.0,4062.0
4455,2018-07-05 16:00:00,837.0,758.0,901.0,37.0,269.0,3946.0,19089.0,9993.0,1021.0,41.0,532.0,162.0,155.0,3998.0
4456,2018-07-05 17:00:00,892.0,794.0,1085.0,39.0,272.0,4040.0,20596.0,9996.0,1018.0,40.0,386.0,159.0,147.0,3566.0
4457,2018-07-05 18:00:00,1179.0,811.0,1256.0,44.0,281.0,4080.0,20968.0,9997.0,1011.0,40.0,223.0,162.0,152.0,3303.0
4458,2018-07-05 19:00:00,1231.0,836.0,1334.0,45.0,297.0,4082.0,20816.0,10001.0,1004.0,40.0,89.0,173.0,158.0,3146.0
4459,2018-07-05 20:00:00,1204.0,797.0,1257.0,38.0,298.0,4014.0,19702.0,10005.0,1002.0,40.0,19.0,172.0,162.0,3081.0
4460,2018-07-05 21:00:00,1014.0,779.0,1083.0,26.0,296.0,4000.0,19552.0,10005.0,1000.0,40.0,1.0,170.0,149.0,3161.0
4461,2018-07-05 22:00:00,920.0,712.0,850.0,20.0,294.0,3904.0,18171.0,10006.0,965.0,40.0,0.0,169.0,230.0,3229.0
4462,2018-07-05 23:00:00,843.0,677.0,741.0,18.0,312.0,3837.0,16283.0,9930.0,826.0,40.0,0.0,167.0,373.0,3180.0
4463,2018-07-06 00:00:00,575.0,654.0,823.0,23.0,418.0,2271.0,12915.0,9022.0,934.0,26.0,0.0,142.0,310.0,2865.0
4464,2018-07-06 01:00:00,572.0,645.0,763.0,21.0,414.0,2192.0,11347.0,9022.0,911.0,26.0,0.0,138.0,343.0,3189.0
4465,2018-07-06 02:00:00,564.0,632.0,749.0,19.0,398.0,2194.0,10830.0,9029.0,866.0,26.0,0.0,135.0,312.0,3487.0
4466,2018-07-06 03:00:00,564.0,630.0,752.0,18.0,395.0,2222.0,10546.0,9042.0,862.0,26.0,0.0,145.0,234.0,3660.0
4467,2018-07-06 04:00:00,552.0,667.0,816.0,18.0,403.0,2315.0,11024.0,9053.0,745.0,27.0,1.0,153.0,215.0,3693.0
4468,2018-07-06 05:00:00,549.0,678.0,879.0,18.0,402.0,2542.0,12135.0,9061.0,909.0,28.0,18.0,154.0,179.0,3639.0
4469,2018-07-06 06:00:00,547.0,688.0,1000.0,22.0,413.0,3135.0,17917.0,9066.0,941.0,27.0,69.0,157.0,146.0,3395.0
4470,2018-07-06 07:00:00,551.0,744.0,1256.0,31.0,410.0,3526.0,22688.0,9077.0,961.0,26.0,173.0,160.0,156.0,3175.0
4471,2018-07-06 08:00:00,553.0,741.0,1293.0,29.0,381.0,3423.0,23522.0,9083.0,977.0,28.0,317.0,157.0,149.0,3118.0
4472,2018-07-06 09:00:00,547.0,704.0,1293.0,28.0,379.0,3403.0,23269.0,9090.0,833.0,28.0,473.0,157.0,146.0,3160.0
4473,2018-07-06 10:00:00,542.0,681.0,1270.0,52.0,374.0,3465.0,23178.0,9089.0,1041.0,28.0,590.0,153.0,159.0,3510.0
4474,2018-07-06 11:00:00,546.0,650.0,1203.0,17.0,375.0,3442.0,22794.0,9094.0,1047.0,28.0,667.0,153.0,184.0,3889.0
4475,2018-07-06 12:00:00,532.0,657.0,1126.0,16.0,373.0,3384.0,21555.0,9089.0,1050.0,28.0,705.0,153.0,145.0,4159.0
4476,2018-07-06 13:00:00,526.0,685.0,1178.0,32.0,374.0,3339.0,21266.0,9090.0,1050.0,28.0,715.0,149.0,103.0,4225.0
4477,2018-07-06 14:00:00,527.0,689.0,1163.0,21.0,374.0,3391.0,21551.0,9083.0,1061.0,29.0,692.0,152.0,66.0,4220.0
4478,2018-07-06 15:00:00,532.0,688.0,1060.0,24.0,383.0,3212.0,22505.0,9075.0,1068.0,29.0,644.0,155.0,85.0,4148.0
4479,2018-07-06 16:00:00,540.0,684.0,1025.0,23.0,378.0,3118.0,22429.0,9072.0,1050.0,29.0,557.0,158.0,83.0,4026.0
4480,2018-07-06 17:00:00,567.0,693.0,1138.0,27.0,377.0,3165.0,22610.0,9074.0,1034.0,29.0,431.0,155.0,103.0,3709.0
4481,2018-07-06 18:00:00,580.0,689.0,1194.0,23.0,398.0,3314.0,22275.0,9073.0,1033.0,28.0,283.0,154.0,108.0,3322.0
4482,2018-07-06 19:00:00,583.0,680.0,1180.0,24.0,401.0,3456.0,22333.0,9073.0,1028.0,27.0,137.0,152.0,102.0,2898.0
4483,2018-07-06 20:00:00,587.0,644.0,1121.0,18.0,399.0,3103.0,22329.0,9076.0,1019.0,27.0,47.0,154.0,110.0,2604.0
4484,2018-07-06 21:00:00,571.0,642.0,1043.0,17.0,402.0,2823.0,21875.0,9079.0,1024.0,27.0,9.0,155.0,123.0,2485.0
4485,2018-07-06 22:00:00,579.0,653.0,948.0,17.0,406.0,2632.0,21093.0,9080.0,1021.0,27.0,0.0,153.0,115.0,2410.0
4486,2018-07-06 23:00:00,581.0,669.0,908.0,17.0,402.0,2353.0,17129.0,9077.0,1010.0,27.0,0.0,155.0,94.0,2377.0
4487,2018-07-07 00:00:00,608.0,711.0,448.0,15.0,295.0,1329.0,9734.0,8742.0,673.0,42.0,0.0,163.0,992.0,5311.0
4488,2018-07-07 01:00:00,601.0,696.0,387.0,15.0,285.0,1283.0,8379.0,8748.0,605.0,42.0,0.0,168.0,1023.0,5555.0
4489,2018-07-07 02:00:00,603.0,728.0,408.0,18.0,225.0,1288.0,7861.0,8751.0,608.0,42.0,0.0,170.0,1048.0,5624.0
4490,2018-07-07 03:00:00,602.0,714.0,349.0,15.0,199.0,1305.0,7622.0,8756.0,566.0,42.0,0.0,169.0,1073.0,5646.0
4491,2018-07-07 04:00:00,601.0,698.0,365.0,15.0,198.0,1345.0,7576.0,8760.0,589.0,42.0,0.0,169.0,1109.0,5317.0
4492,2018-07-07 05:00:00,601.0,701.0,363.0,16.0,234.0,1391.0,7649.0,8764.0,542.0,42.0,14.0,161.0,1118.0,5050.0
4493,2018-07-07 06:00:00,600.0,688.0,369.0,16.0,278.0,1440.0,8748.0,8766.0,595.0,42.0,56.0,161.0,1128.0,4876.0
4494,2018-07-07 07:00:00,607.0,698.0,406.0,17.0,280.0,1397.0,9657.0,8765.0,599.0,42.0,157.0,172.0,1130.0,5001.0
4495,2018-07-07 08:00:00,608.0,706.0,406.0,17.0,283.0,1627.0,11921.0,8764.0,608.0,42.0,308.0,176.0,1106.0,5123.0
4496,2018-07-07 09:00:00,603.0,717.0,368.0,17.0,278.0,1586.0,13699.0,8766.0,622.0,42.0,463.0,184.0,1019.0,5094.0
4497,2018-07-07 10:00:00,599.0,713.0,359.0,15.0,280.0,1552.0,14219.0,8769.0,636.0,42.0,585.0,187.0,971.0,5044.0
4498,2018-07-07 11:00:00,596.0,764.0,429.0,22.0,280.0,1551.0,14045.0,8770.0,641.0,42.0,668.0,190.0,848.0,4869.0
4499,2018-07-07 12:00:00,602.0,767.0,478.0,25.0,280.0,1533.0,13837.0,8773.0,647.0,42.0,713.0,190.0,765.0,4847.0
4500,2018-07-07 13:00:00,601.0,723.0,437.0,21.0,288.0,1553.0,13450.0,8775.0,658.0,42.0,721.0,187.0,729.0,4810.0
4501,2018-07-07 14:00:00,598.0,716.0,405.0,15.0,301.0,1550.0,12763.0,8771.0,665.0,42.0,703.0,185.0,717.0,4800.0
4502,2018-07-07 15:00:00,587.0,724.0,430.0,15.0,299.0,1551.0,12410.0,8766.0,663.0,42.0,640.0,185.0,762.0,4706.0
4503,2018-07-07 16:00:00,591.0,738.0,455.0,20.0,300.0,1525.0,12095.0,8799.0,653.0,42.0,541.0,185.0,779.0,4615.0
4504,2018-07-07 17:00:00,592.0,720.0,453.0,22.0,289.0,1496.0,12512.0,8978.0,638.0,39.0,422.0,189.0,842.0,4566.0
4505,2018-07-07 18:00:00,593.0,742.0,423.0,21.0,281.0,1428.0,13168.0,9101.0,612.0,38.0,276.0,185.0,852.0,4433.0
4506,2018-07-07 19:00:00,597.0,739.0,421.0,20.0,279.0,1415.0,12842.0,9283.0,601.0,38.0,142.0,186.0,820.0,4299.0
4507,2018-07-07 20:00:00,598.0,736.0,419.0,22.0,280.0,1426.0,12253.0,9398.0,589.0,40.0,51.0,188.0,824.0,4076.0
4508,2018-07-07 21:00:00,598.0,696.0,372.0,16.0,283.0,1405.0,11926.0,9485.0,590.0,40.0,12.0,185.0,919.0,3913.0
4509,2018-07-07 22:00:00,594.0,664.0,393.0,15.0,277.0,1350.0,11366.0,9519.0,590.0,40.0,0.0,185.0,946.0,3917.0
4510,2018-07-07 23:00:00,594.0,659.0,360.0,15.0,276.0,1339.0,10198.0,9498.0,580.0,40.0,0.0,185.0,996.0,3923.0
4511,2018-07-08 00:00:00,964.0,893.0,505.0,15.0,351.0,1598.0,14370.0,9398.0,611.0,40.0,0.0,182.0,90.0,1726.0
4512,2018-07-08 01:00:00,827.0,904.0,505.0,19.0,316.0,1612.0,12958.0,9387.0,588.0,40.0,0.0,180.0,38.0,1719.0
4513,2018-07-08 02:00:00,663.0,872.0,435.0,18.0,276.0,1645.0,11772.0,9377.0,601.0,38.0,0.0,181.0,29.0,1552.0
4514,2018-07-08 03:00:00,667.0,875.0,583.0,16.0,285.0,1592.0,10725.0,9383.0,758.0,33.0,0.0,182.0,31.0,1321.0
4515,2018-07-08 04:00:00,671.0,892.0,639.0,15.0,288.0,1581.0,11179.0,9389.0,806.0,33.0,0.0,182.0,25.0,1119.0
4516,2018-07-08 05:00:00,819.0,897.0,691.0,20.0,305.0,1700.0,13308.0,9394.0,808.0,33.0,1.0,186.0,11.0,917.0
4517,2018-07-08 06:00:00,826.0,911.0,702.0,22.0,369.0,1774.0,18094.0,9395.0,776.0,33.0,27.0,189.0,16.0,696.0
4518,2018-07-08 07:00:00,808.0,946.0,782.0,21.0,386.0,2161.0,20199.0,9391.0,795.0,33.0,83.0,191.0,22.0,546.0
4519,2018-07-08 08:00:00,810.0,991.0,790.0,22.0,400.0,2244.0,21543.0,9398.0,808.0,33.0,190.0,190.0,19.0,479.0
4520,2018-07-08 09:00:00,820.0,949.0,776.0,68.0,404.0,2309.0,21878.0,9407.0,821.0,33.0,328.0,184.0,16.0,520.0
4521,2018-07-08 10:00:00,821.0,931.0,736.0,18.0,404.0,2387.0,21910.0,9402.0,841.0,33.0,464.0,185.0,39.0,585.0
4522,2018-07-08 11:00:00,821.0,926.0,700.0,13.0,405.0,2260.0,21968.0,9397.0,847.0,33.0,567.0,185.0,62.0,707.0
4523,2018-07-08 12:00:00,820.0,926.0,744.0,20.0,405.0,2186.0,22081.0,9391.0,855.0,33.0,637.0,179.0,63.0,913.0
4524,2018-07-08 13:00:00,816.0,903.0,730.0,17.0,398.0,2105.0,21830.0,9386.0,853.0,33.0,652.0,180.0,78.0,1083.0
4525,2018-07-08 14:00:00,809.0,890.0,708.0,13.0,394.0,2043.0,21893.0,9374.0,853.0,33.0,632.0,179.0,124.0,1269.0
4526,2018-07-08 15:00:00,818.0,887.0,708.0,13.0,392.0,1972.0,21482.0,9369.0,849.0,33.0,578.0,177.0,169.0,1426.0
4527,2018-07-08 16:00:00,811.0,858.0,697.0,12.0,387.0,1954.0,21198.0,9341.0,834.0,33.0,469.0,177.0,231.0,1484.0
