,Autocorrelation
1206,-0.22279703591121297
1207,-0.2298831349761274
1208,-0.2450637983786107
1209,-0.2592269030225034
1210,-0.262569544701365
1211,-0.2655597288102382
1212,-0.2794000838680087
1213,-0.2892032795520122
1214,-0.2966270008470132
1215,-0.30580605514018483
1216,-0.3151396008307643
1217,-0.31195048979764894
1218,-0.3124660128551509
1219,-0.3209944126163351
1220,-0.32716338961935093
1221,-0.3322920766140554
1222,-0.3407678871062982
1223,-0.34571959206279895
1224,-0.34617167228490464
1225,-0.34769576890582743
1226,-0.36379481193021185
1227,-0.3719050568120827
1228,-0.3766451366972276
1229,-0.385117232237043
1230,-0.3899907276604436
1231,-0.3910439187004018
1232,-0.3926296032577661
1233,-0.4070710275701726
1234,-0.41699028752480166
1235,-0.42223925710604726
1236,-0.4315831284314176
1237,-0.4368239785898271
1238,-0.4403880622273751
1239,-0.44465305693334817
1240,-0.45464734658670164
1241,-0.4620177792690821
1242,-0.474042351920387
1243,-0.4875491094563902
1244,-0.49281050947534616
1245,-0.4889765868171119
1246,-0.4911954892207661
1247,-0.5051964936249526
1248,-0.5141884251684649
1249,-0.5197835457446581
1250,-0.5288865434693035
1251,-0.5348000166512353
1252,-0.5358193555518439
1253,-0.5373915909661949
1254,-0.5452448506981997
1255,-0.5516418401251981
1256,-0.5531513011366936
1257,-0.5570925471188873
1258,-0.5606304805457167
1259,-0.5615826501620682
1260,-0.5645968923955965
1261,-0.5767296034913976
1262,-0.5831306772767821
1263,-0.5872242647693878
1264,-0.5923770787693075
1265,-0.5946824159641686
1266,-0.5924758641818729
1267,-0.5941768614123207
1268,-0.6064053989718634
1269,-0.6118337103677743
1270,-0.6088134539358544
1271,-0.6082853814667452
1272,-0.6074195771339624
1273,-0.6073169503787438
1274,-0.608833101190208
1275,-0.6136884296825839
1276,-0.616953644016705
1277,-0.6188465712928936
1278,-0.6169990033841389
1279,-0.6157424486499705
1280,-0.618367889052274
1281,-0.6199449733252794
1282,-0.621776404160834
1283,-0.6228502967334435
1284,-0.6258508132039708
1285,-0.6267466172812993
1286,-0.6246670082409832
1287,-0.6236684136709605
1288,-0.6209780284826105
1289,-0.6221251203612519
1290,-0.6198546007639928
1291,-0.6136681980699386
1292,-0.6067149134411159
1293,-0.59742009917896
1294,-0.5888403926713925
1295,-0.5840557559041779
1296,-0.5825096728159167
1297,-0.5782228398804973
1298,-0.5715867166678861
1299,-0.5688237018786767
1300,-0.5686007492500029
1301,-0.5610813458061124
1302,-0.5562446634603889
1303,-0.5525498018216961
1304,-0.5441158634498846
1305,-0.5383629667042155
1306,-0.5384501870941258
1307,-0.5380671750519296
1308,-0.5312417947842683
1309,-0.5230866669978714
1310,-0.5242532569400568
1311,-0.5212070375164485
1312,-0.5062401594065965
1313,-0.49601159887401775
1314,-0.48699604428000465
1315,-0.48404535308996993
1316,-0.4810845782763284
1317,-0.48322013945094133
1318,-0.4733705028620366
1319,-0.4600803979022736
1320,-0.4561861476699857
1321,-0.44684474571676414
1322,-0.43794060315423095
1323,-0.43099468067499147
1324,-0.4299230504123816
1325,-0.42271643048692725
1326,-0.4070493432248181
1327,-0.3946278010184978
1328,-0.38487917726793297
1329,-0.3808697905510567
1330,-0.3707019974724381
1331,-0.36532307945116044
1332,-0.3560925145790597
1333,-0.3436896160896819
1334,-0.3326099843900069
1335,-0.32081896843306745
1336,-0.31226502890765756
1337,-0.3087028993705299
1338,-0.30935272318536366
1339,-0.30115339298711874
1340,-0.2845434108878091
1341,-0.27173188418768485
1342,-0.2637988478176885
1343,-0.25623631981187084
1344,-0.24837051536311416
1345,-0.2440973454878918
1346,-0.2337936046861091
1347,-0.2163356673233394
1348,-0.20255388928308343
1349,-0.19155400212287269
1350,-0.18459475995499605
1351,-0.1836343187436058
1352,-0.17652496740004822
1353,-0.16028422567205702
1354,-0.1412049314220276
1355,-0.12931471649527357
1356,-0.12052309346135746
1357,-0.12025430651619355
1358,-0.12343488760344978
1359,-0.11812958684894934
1360,-0.10471731827883252
1361,-0.084585590444202
1362,-0.07610747698320135
1363,-0.07044679194647176
1364,-0.06466692649252112
1365,-0.06011329517613523
1366,-0.05227671634642761
1367,-0.03920837076510391
1368,-0.019540059902557003
1369,-0.006992837926586298
1370,1.9431821696701838e-05
1371,0.0007497678444584826
1372,0.005951670399796622
1373,0.009228432095213608
1374,0.021763783090024323
1375,0.04075259869658584
1376,0.053904036826960836
1377,0.06504373012736732
1378,0.07255951127514575
1379,0.07479525228642828
1380,0.07497730347331634
1381,0.08756831467036075
1382,0.10223406777855706
1383,0.11270842908876788
1384,0.11744130485641328
1385,0.11871040143308804
1386,0.12245731588757831
1387,0.12565045775243686
1388,0.134882266034899
1389,0.1465565198086715
1390,0.15456078726966352
1391,0.16093558429160748
1392,0.1661892352681675
1393,0.17350804170140186
1394,0.1773529831704621
1395,0.19216426129113576
1396,0.2094699241493676
1397,0.22203888785367895
1398,0.23120686411904476
1399,0.232207789250333
1400,0.23160737157535263
1401,0.24206561499707213
1402,0.2557089959537061
1403,0.272716287319462
1404,0.2919716510192842
1405,0.3032232064496464
1406,0.30146217187522767
1407,0.3049939122409746
1408,0.31071223264721676
1409,0.3188669747806368
1410,0.3282504480542437
1411,0.3383457380945891
1412,0.33992740559574963
1413,0.336826002569108
1414,0.337104329532627
1415,0.3332555403691853
1416,0.33744315919276147
1417,0.3481770992327412
1418,0.3606896392453264
1419,0.37015562857491935
1420,0.37222141061590713
1421,0.37165712254483474
1422,0.3739733304341366
1423,0.3863156576909433
1424,0.3932916117672292
1425,0.3994813264992348
1426,0.4136243584340787
1427,0.41770024423735774
1428,0.4161891159526596
1429,0.41707689532046327
1430,0.4275643003085386
1431,0.4313549963994416
1432,0.43761987065083474
1433,0.44218098882818674
1434,0.44467906325414613
1435,0.448865433901165
1436,0.4607266808536957
1437,0.4738033700183981
1438,0.4876068959357187
1439,0.4941607048853305
1440,0.49342555399481763
1441,0.486467440788396
1442,0.48534924082304015
1443,0.4955442936590573
1444,0.509715671171148
1445,0.5197584718460608
1446,0.5245297758531795
1447,0.5275643692866768
1448,0.5224656366136152
1449,0.5274279442288783
1450,0.5264323982051681
1451,0.5314482325699267
1452,0.537015375290159
1453,0.5360590642303963
1454,0.5309257035969193
1455,0.5248775202836656
1456,0.5276372511574278
1457,0.5314588244582702
1458,0.5400390428821755
1459,0.5482458272248718
1460,0.5447103452925575
1461,0.5377461350002727
1462,0.5284601618630668
1463,0.5254261127115304
1464,0.5225425615031923
1465,0.5315948614093606
1466,0.5324864824873861
1467,0.5275921067914895
1468,0.518949306981015
1469,0.5052309845329064
1470,0.4982472709345826
1471,0.49279388346641584
1472,0.49805390898419843
1473,0.502120530396012
1474,0.5031152639725227
1475,0.4934814218198204
1476,0.48424841623348097
1477,0.48104058809349115
1478,0.48028034210507536
1479,0.48415929284074394
1480,0.48008055540408157
1481,0.4754133865866462
1482,0.470461574891749
1483,0.46056408567527607
1484,0.4581686445072046
1485,0.46093436767328166
1486,0.4647519838337104
1487,0.46781911055927394
1488,0.4554119067086708
1489,0.43903600984375574
1490,0.4317882038267614
1491,0.42828706309186965
1492,0.4210482617032481
1493,0.41296062695000285
1494,0.4024656907163812
1495,0.3906497005421764
1496,0.3715215621258642
1497,0.35985683149188175
1498,0.3653702394005554
1499,0.37074019749653786
1500,0.37828992206903017
1501,0.37561616013021903
1502,0.3654961203804183
1503,0.3555151637774638
1504,0.3423206206003114
1505,0.33282977195846386
1506,0.3300822862082724
1507,0.3284485309831149
1508,0.32594893322635016
1509,0.3141322678587657
1510,0.2998438106179673
1511,0.28748768693123095
1512,0.2864200630381028
1513,0.2898540573586827
1514,0.2891137381667166
1515,0.28112346369427654
1516,0.2723288890733159
1517,0.25857988645553315
1518,0.2387646778761694
1519,0.2307118210714833
1520,0.2292381037841847
1521,0.2284823538455199
1522,0.22294128337677116
1523,0.21437738871034803
1524,0.20114303673209913
1525,0.18620676286092264
1526,0.17738063049046635
1527,0.17348095461764443
1528,0.17992854796153177
1529,0.17831024525075373
1530,0.16757572814527905
1531,0.15400203667403164
1532,0.14049995342329302
1533,0.1352565690948024
1534,0.13322448133545237
1535,0.1296030055562154
1536,0.12285014444991368
1537,0.11467430849660071
1538,0.10638223720379417
1539,0.09258774168322685
1540,0.08227232972791787
1541,0.07868363832497516
1542,0.07394317215698806
1543,0.05542293784221128
1544,0.036093905917283724
1545,0.01927589706819635
1546,-0.0033875871160078588
1547,-0.005637801266496181
1548,0.003456892941007727
1549,0.007692910599309483
1550,0.0009844881254359996
1551,-0.013105400580388222
1552,-0.027675563434589986
1553,-0.050858681418077326
1554,-0.06159710875034376
1555,-0.057560910511385587
1556,-0.057322430635678656
1557,-0.07077926299626257
1558,-0.08253217648231063
1559,-0.09261436195248857
1560,-0.11231158875440234
1561,-0.12302407308342184
1562,-0.12397062799938427
1563,-0.1253625602292294
1564,-0.13409983828274732
1565,-0.1427634947771562
1566,-0.15331242009276702
1567,-0.16952273432707424
1568,-0.17123451959360503
1569,-0.164909495377206
1570,-0.16347309223896825
1571,-0.17509901192228008
1572,-0.1889749004022304
1573,-0.20008784635635965
1574,-0.21501296856107485
1575,-0.21784273135501978
1576,-0.2109187823882662
1577,-0.21148840747083475
1578,-0.22596025041561393
1579,-0.24880473469061645
1580,-0.26603431941492406
1581,-0.28346998554376346
1582,-0.2916880596592355
1583,-0.29656365380979227
1584,-0.3016406350821941
1585,-0.30841608120840475
1586,-0.31920680322652994
1587,-0.33183216912525826
1588,-0.34827934244507885
1589,-0.3500884888898123
1590,-0.3473483652155521
1591,-0.34735311439715055
1592,-0.35757691434011357
1593,-0.36936174578384995
1594,-0.3828822763085373
1595,-0.39786307354019196
1596,-0.3982170014876932
1597,-0.39485862743959654
1598,-0.40019385069209185
1599,-0.41139723680254353
1600,-0.4233157412521552
1601,-0.4365602643394074
1602,-0.45496454457416696
1603,-0.45881444160127094
1604,-0.45809992960943696
1605,-0.45967411966065796
1606,-0.4648772822761504
1607,-0.4668994524174331
1608,-0.47980274840081616
1609,-0.4922344301590837
1610,-0.4917776681809661
1611,-0.4862263737051041
1612,-0.4780959224201416
1613,-0.48332979101691337
1614,-0.4908067825828839
1615,-0.5023660217216166
1616,-0.5188232128490528
1617,-0.5209856069927642
1618,-0.5158244761093241
1619,-0.5208684089086525
1620,-0.5307572759278095
1621,-0.536786955608423
1622,-0.5428360734347494
1623,-0.5562393752257784
1624,-0.5516061228864217
1625,-0.5452041675381792
1626,-0.5442146531709076
1627,-0.5486600746853744
1628,-0.5565272801343499
1629,-0.5704863148029873
1630,-0.587627840613538
1631,-0.582907701098593
1632,-0.5677439968286492
1633,-0.5615689576744229
1634,-0.5661017872505333
1635,-0.5743669244662535
1636,-0.5821550164642053
1637,-0.5903069142778655
1638,-0.5824445858635595
1639,-0.5672672207582378
1640,-0.5577947183889741
1641,-0.5536748990992524
1642,-0.5553968832731708
1643,-0.5649616283989222
1644,-0.5700404180966617
1645,-0.5595859097109133
1646,-0.5517496117277758
1647,-0.5493623359629782
1648,-0.5558132837039393
1649,-0.5654862272594459
1650,-0.5709649690136324
1651,-0.5791376092012646
1652,-0.5691142710363012
1653,-0.5610853264915268
1654,-0.5555438551069422
1655,-0.5568431454943603
1656,-0.5630335707262705
1657,-0.570791674008143
1658,-0.5704953260245157
1659,-0.5576795639011742
1660,-0.5446532015356182
1661,-0.5357700566860246
1662,-0.5354560637290128
1663,-0.5324547008613228
1664,-0.5294430336927338
1665,-0.5295985286099025
1666,-0.5203253120584923
1667,-0.5111622730913421
1668,-0.5099324423684676
1669,-0.5189338747926563
1670,-0.5212709391254176
1671,-0.5186676459077282
1672,-0.517400217787643
1673,-0.4981768619581547
1674,-0.4796803959089986
1675,-0.4668922048815037
1676,-0.4643381233671189
1677,-0.46291527898714935
1678,-0.4601715738061768
1679,-0.4596575497689735
1680,-0.4366632508649537
1681,-0.41326071923836116
1682,-0.4050172199066053
1683,-0.40956758964273055
1684,-0.4098257333119801
1685,-0.4143980809091809
1686,-0.41686508020028124
1687,-0.40249423859348493
1688,-0.3811162479855067
1689,-0.36867367154410197
1690,-0.370929795961612
1691,-0.371482649021343
1692,-0.36960312671907175
1693,-0.37211127317519155
1694,-0.3557948676050673
1695,-0.33469908870649634
1696,-0.31739600405389945
1697,-0.31428128541022365
1698,-0.3125216403049145
1699,-0.3048304050517901
1700,-0.29943629076867023
1701,-0.276352470385361
1702,-0.25581621109264585
1703,-0.24919595522775495
1704,-0.24654275657367616
1705,-0.24121619369265015
1706,-0.24004245150044057
1707,-0.237387613225531
1708,-0.21959954377003615
1709,-0.20370683720363073
1710,-0.1967158596053598
1711,-0.19048545860912428
1712,-0.1843863126524345
1713,-0.17721187963874024
1714,-0.17897947670871445
1715,-0.16519288526800535
1716,-0.14819061251377055
1717,-0.14594871277694754
1718,-0.14505815179702847
1719,-0.13536321512288596
1720,-0.12230061971357944
1721,-0.11423253466957825
1722,-0.09179705799945624
1723,-0.07580432457126268
1724,-0.07193669136861885
1725,-0.07123317357629098
1726,-0.06777815392925858
1727,-0.06261068112887923
1728,-0.054868602737666805
1729,-0.03593896735028921
1730,-0.021805613379329042
1731,-0.0168508040138717
1732,-0.017011365603239646
1733,-0.01142929959690282
1734,-0.001824274655106186
1735,0.01195084406342217
1736,0.04021592848641758
1737,0.06456377981604405
1738,0.06851677137791962
1739,0.0608710053871974
1740,0.062039736420633144
1741,0.06844467130334085
1742,0.07491170696178019
1743,0.09908553248564374
1744,0.1214735664802553
1745,0.12300990366262683
1746,0.11730048317922004
1747,0.11430400850139899
1748,0.11566943750696844
1749,0.12271853741656012
1750,0.14832727144515936
1751,0.16980684556392275
1752,0.16820414503377823
1753,0.15956274232384854
1754,0.1556039922570006
1755,0.15554868520716933
1756,0.16552618830927318
1757,0.19044698986652056
1758,0.20647523806027307
1759,0.1984158022785783
1760,0.1795752293378289
1761,0.1726588452843061
1762,0.1756447550404614
1763,0.19043290257380818
1764,0.2187484296950646
1765,0.23603382539197598
1766,0.2314724854634816
1767,0.22603537012176128
1768,0.22816639257409857
1769,0.23541230962655815
1770,0.25248609914835646
1771,0.2799519088186713
1772,0.29463191302740926
1773,0.29016856858842277
1774,0.2812620975981366
1775,0.2805775496645731
1776,0.2848713572029154
1777,0.2990360652150617
1778,0.3317120537767707
1779,0.34682276948176366
1780,0.3408253681505647
1781,0.3344713984284688
1782,0.32645017685208805
1783,0.3178804439076214
1784,0.3262651302691586
1785,0.3572476687693411
1786,0.3766268539889725
1787,0.3686414628848736
1788,0.3554919110701367
1789,0.3466240415667734
1790,0.3471749848474844
1791,0.3638505317287552
1792,0.3980736319362437
1793,0.4055473293908296
1794,0.3928543052138508
1795,0.38450185291626987
1796,0.3821847533463524
1797,0.37360069989302724
1798,0.37780630101340357
1799,0.3937430705355672
1800,0.4002099417248923
1801,0.3915361543876702
1802,0.38544928720666755
1803,0.38727361423014395
1804,0.388647565203078
1805,0.4045856540113689
1806,0.4325581772935168
1807,0.4510303147851981
1808,0.4491498071466746
1809,0.44496991244101647
1810,0.445792379691211
1811,0.44198534986256305
1812,0.45015294615487383
1813,0.4756303463898712
1814,0.49182033191458624
1815,0.49188236795580603
1816,0.48107580928237703
1817,0.4701087080054347
1818,0.46512293766225155
1819,0.4677816600632962
1820,0.48776636595204753
1821,0.4952059294199915
1822,0.47946565255526097
1823,0.4562372340083938
1824,0.43599513890680275
