Time,Biomass[MW],FossilGas[MW],FossilHardcoal[MW],FossilOil[MW],FossilPeat[MW],HydroPumpedStorage[MW],HydroRun-of-riverandpoundage[MW],HydroWaterReservoir[MW],Nuclear[MW],Other[MW],Otherrenewable[MW],Solar[MW],Waste[MW],WindOffshore[MW],WindOnshore[MW],Inertia[GW],Total_production,Share_Wind,Share_Conv
2022-01-01 00:00:00,1316.0,586.0,965.0,48.0,584.0,112.0,2916.0,18097.0,8640.0,1421.0,74.0,1.0,238.0,1866.0,7801.0,188.0,44665.0,0.2164334490092914,0.7818873838576066
2022-01-01 01:00:00,1130.0,576.0,961.0,47.0,582.0,106.0,2807.0,17393.0,8641.0,1386.0,75.0,1.0,239.0,1875.0,7858.0,184.0,43677.0,0.2228403965473819,0.7754195572040204
2022-01-01 02:00:00,1179.0,577.0,959.0,47.0,581.0,109.0,2862.0,18070.0,8639.0,1397.0,72.0,1.0,238.0,1904.0,7616.0,181.0,44251.0,0.21513638109873223,0.7832139386680527
2022-01-01 03:00:00,1196.0,574.0,963.0,47.0,584.0,111.0,2859.0,17272.0,8639.0,1404.0,75.0,1.0,237.0,1738.0,7454.0,180.0,43154.0,0.21300458821893684,0.7852342772396533
2022-01-01 04:00:00,1243.0,546.0,961.0,47.0,590.0,100.0,2841.0,16623.0,8640.0,1407.0,70.0,1.0,237.0,1436.0,7278.0,180.0,42020.0,0.20737743931461208,0.7909328891004284
2022-01-01 05:00:00,1158.0,546.0,962.0,47.0,614.0,104.0,2906.0,17651.0,8639.0,1436.0,73.0,1.0,236.0,1505.0,7036.0,177.0,42914.0,0.19902595889453326,0.7992496621149275
2022-01-01 06:00:00,1203.0,533.0,961.0,47.0,648.0,127.0,2928.0,17793.0,8639.0,1475.0,70.0,1.0,235.0,1391.0,6915.0,176.0,42966.0,0.19331564492854816,0.805031885677047
2022-01-01 07:00:00,1253.0,563.0,962.0,47.0,691.0,135.0,3029.0,18366.0,8641.0,1569.0,62.0,1.0,228.0,1407.0,6643.0,176.0,43597.0,0.18464573250453012,0.8139092139367388
2022-01-01 08:00:00,1420.0,604.0,1058.0,50.0,710.0,140.0,3093.0,19737.0,8641.0,1619.0,56.0,1.0,236.0,1098.0,6533.0,179.0,44996.0,0.1695928526980176,0.8291403680327141
2022-01-01 09:00:00,1404.0,621.0,1194.0,58.0,723.0,143.0,3275.0,20401.0,8641.0,1632.0,58.0,12.0,240.0,734.0,6614.0,182.0,45750.0,0.1606120218579235,0.8378579234972677
2022-01-01 10:00:00,1396.0,609.0,1230.0,59.0,720.0,142.0,3438.0,20944.0,8641.0,1660.0,58.0,45.0,222.0,703.0,6693.0,186.0,46560.0,0.1588487972508591,0.8389390034364261
2022-01-01 11:00:00,1404.0,604.0,1240.0,58.0,719.0,141.0,3526.0,20448.0,8685.0,1678.0,60.0,67.0,218.0,610.0,6557.0,190.0,46015.0,0.15575355862218843,0.841486471802673
2022-01-01 12:00:00,1463.0,602.0,1430.0,59.0,712.0,141.0,3529.0,20448.0,8863.0,1680.0,61.0,62.0,218.0,653.0,6725.0,193.0,46646.0,0.15817004673498264,0.8391930712172534
2022-01-01 13:00:00,1362.0,602.0,1463.0,60.0,709.0,140.0,3488.0,20361.0,9009.0,1701.0,63.0,40.0,219.0,714.0,6983.0,197.0,46914.0,0.16406616361853604,0.8337383297096815
2022-01-01 14:00:00,1473.0,610.0,1480.0,61.0,713.0,143.0,3584.0,21470.0,9076.0,1719.0,63.0,20.0,226.0,763.0,6974.0,197.0,48375.0,0.15993798449612404,0.8383462532299741
2022-01-01 15:00:00,1530.0,632.0,1510.0,62.0,732.0,141.0,3715.0,21801.0,9076.0,1724.0,62.0,3.0,230.0,893.0,7264.0,198.0,49375.0,0.16520506329113924,0.8334784810126582
2022-01-01 16:00:00,1579.0,746.0,1571.0,61.0,761.0,140.0,4012.0,22731.0,9130.0,1731.0,63.0,1.0,228.0,1034.0,7918.0,201.0,51706.0,0.17313271187096274,0.8256295207519437
2022-01-01 17:00:00,1597.0,779.0,1737.0,61.0,776.0,150.0,4145.0,23868.0,9145.0,1747.0,61.0,1.0,224.0,1102.0,8629.0,205.0,54022.0,0.18013031727814593,0.8187220021472733
2022-01-01 18:00:00,1572.0,775.0,1785.0,60.0,759.0,149.0,4198.0,24253.0,9145.0,1748.0,60.0,1.0,227.0,1415.0,9254.0,207.0,55401.0,0.19257775130412808,0.8063211855381672
2022-01-01 19:00:00,1559.0,777.0,1705.0,61.0,730.0,141.0,4010.0,22389.0,9150.0,1749.0,58.0,1.0,225.0,1748.0,9391.0,211.0,53694.0,0.2074533467426528,0.7914478340224234
2022-01-01 20:00:00,1406.0,719.0,1563.0,60.0,734.0,138.0,3660.0,21038.0,9153.0,1759.0,59.0,1.0,221.0,1962.0,9926.0,208.0,52399.0,0.22687455867478387,0.7719803813049867
2022-01-01 21:00:00,1266.0,684.0,1423.0,59.0,741.0,127.0,3753.0,20398.0,9155.0,1766.0,58.0,1.0,223.0,2075.0,10454.0,201.0,52183.0,0.24009734971159188,0.7587720138742502
2022-01-01 22:00:00,1192.0,687.0,1315.0,59.0,739.0,127.0,3996.0,19226.0,9155.0,1753.0,58.0,1.0,233.0,2048.0,10646.0,196.0,51235.0,0.24776032009368595,0.7510881233531765
2022-01-01 23:00:00,1140.0,582.0,1162.0,59.0,723.0,128.0,3561.0,18418.0,9157.0,1661.0,61.0,1.0,228.0,2056.0,10812.0,194.0,49749.0,0.2586584654967939,0.7400952782970512
2022-01-02 00:00:00,1067.0,549.0,1116.0,58.0,661.0,104.0,3089.0,15671.0,9161.0,1551.0,63.0,1.0,234.0,1950.0,10885.0,191.0,46160.0,0.27805459272097055,0.7205589254766032
2022-01-02 01:00:00,1039.0,548.0,1080.0,56.0,628.0,104.0,2798.0,15238.0,9158.0,1489.0,78.0,1.0,230.0,1838.0,11027.0,186.0,45312.0,0.2839203742937853,0.7143361581920904
2022-01-02 02:00:00,997.0,555.0,1038.0,56.0,630.0,102.0,2731.0,14720.0,9159.0,1442.0,61.0,1.0,219.0,1861.0,11175.0,184.0,44747.0,0.29132679285762175,0.7072876393948198
2022-01-02 03:00:00,1025.0,536.0,1028.0,55.0,636.0,101.0,2683.0,13546.0,9157.0,1440.0,60.0,1.0,220.0,1853.0,10907.0,181.0,43248.0,0.2950425453200148,0.7035469848316686
2022-01-02 04:00:00,1083.0,551.0,1038.0,56.0,640.0,95.0,2864.0,12866.0,9159.0,1468.0,60.0,1.0,211.0,1826.0,10790.0,179.0,42708.0,0.2954013299615997,0.7031703662077362
2022-01-02 05:00:00,1003.0,576.0,1029.0,56.0,660.0,102.0,2960.0,12739.0,9161.0,1470.0,60.0,1.0,210.0,1831.0,10571.0,178.0,42429.0,0.29230007777699213,0.7062622263074784
2022-01-02 06:00:00,1048.0,574.0,1032.0,56.0,680.0,104.0,2905.0,13218.0,9162.0,1459.0,56.0,1.0,218.0,1680.0,10117.0,176.0,42310.0,0.2788229732923659,0.7198298274639565
2022-01-02 07:00:00,1079.0,583.0,1027.0,56.0,698.0,102.0,2837.0,15104.0,9161.0,1515.0,51.0,1.0,223.0,1660.0,9946.0,176.0,44043.0,0.2635152010535159,0.735304134595736
2022-01-02 08:00:00,1208.0,516.0,1068.0,57.0,705.0,108.0,2839.0,16301.0,9161.0,1549.0,56.0,1.0,231.0,1579.0,9669.0,178.0,45048.0,0.2496892203871426,0.7490454626176523
2022-01-02 09:00:00,1239.0,500.0,1088.0,58.0,705.0,108.0,2964.0,17768.0,9160.0,1624.0,50.0,3.0,231.0,1534.0,9248.0,182.0,46280.0,0.23297320656871218,0.7658815903197925
2022-01-02 10:00:00,1315.0,495.0,1118.0,58.0,707.0,109.0,3097.0,19036.0,9159.0,1633.0,56.0,16.0,227.0,1386.0,8823.0,184.0,47235.0,0.21613210543029532,0.7823436011432201
2022-01-02 11:00:00,1380.0,504.0,1128.0,57.0,703.0,108.0,3135.0,20072.0,9159.0,1654.0,57.0,24.0,230.0,1197.0,8091.0,189.0,47499.0,0.19554095875702646,0.8027537421840459
2022-01-02 12:00:00,1385.0,536.0,1129.0,57.0,703.0,108.0,3158.0,20035.0,9159.0,1658.0,58.0,30.0,228.0,1052.0,7563.0,194.0,46859.0,0.18384942060223222,0.8142726050491901
2022-01-02 13:00:00,1347.0,533.0,1151.0,57.0,707.0,109.0,3188.0,20444.0,9160.0,1656.0,57.0,26.0,230.0,736.0,7225.0,196.0,46626.0,0.17074164629176855,0.8274782310298975
2022-01-02 14:00:00,1434.0,551.0,1242.0,59.0,705.0,109.0,3386.0,21213.0,9187.0,1661.0,59.0,14.0,240.0,709.0,7001.0,196.0,47570.0,0.16207693924742483,0.8363884801345386
2022-01-02 15:00:00,1465.0,527.0,1318.0,58.0,716.0,142.0,3728.0,21382.0,9213.0,1619.0,57.0,2.0,240.0,976.0,6882.0,198.0,48325.0,0.16260734609415417,0.8361717537506467
2022-01-02 16:00:00,1583.0,539.0,1282.0,59.0,708.0,144.0,3907.0,21586.0,9214.0,1664.0,56.0,1.0,244.0,1289.0,7042.0,202.0,49318.0,0.16892412506589885,0.8299201103045541
2022-01-02 17:00:00,1592.0,612.0,1412.0,59.0,727.0,144.0,4036.0,21796.0,9213.0,1682.0,57.0,1.0,247.0,1436.0,7467.0,202.0,50481.0,0.17636338424357678,0.8224876686278005
2022-01-02 18:00:00,1546.0,578.0,1216.0,59.0,717.0,143.0,3881.0,21684.0,9215.0,1668.0,55.0,1.0,236.0,1747.0,8105.0,203.0,50851.0,0.19374250260565182,0.8051562407818922
2022-01-02 19:00:00,1502.0,591.0,1109.0,52.0,703.0,119.0,3663.0,20567.0,9215.0,1674.0,53.0,1.0,233.0,1908.0,8794.0,204.0,50184.0,0.213255220787502,0.7856687390403316
2022-01-02 20:00:00,1238.0,571.0,1099.0,49.0,694.0,112.0,3280.0,18589.0,9213.0,1612.0,53.0,1.0,227.0,1997.0,9248.0,203.0,47983.0,0.2343538336494175,0.7645207677719192
2022-01-02 21:00:00,1152.0,575.0,1121.0,48.0,682.0,105.0,3090.0,17580.0,9214.0,1580.0,57.0,1.0,227.0,1970.0,9238.0,196.0,46640.0,0.24030874785591766,0.7584476843910806
2022-01-02 22:00:00,1188.0,551.0,1091.0,48.0,671.0,109.0,2924.0,17668.0,9213.0,1582.0,55.0,1.0,237.0,1839.0,9023.0,192.0,46200.0,0.2351082251082251,0.7636796536796536
2022-01-02 23:00:00,1124.0,563.0,1074.0,49.0,648.0,102.0,2790.0,15009.0,9214.0,1551.0,59.0,1.0,235.0,1747.0,8623.0,190.0,42789.0,0.24235200635677392,0.7562457640982495
2022-01-03 00:00:00,1118.0,561.0,1067.0,49.0,612.0,102.0,2659.0,12705.0,9211.0,1529.0,61.0,1.0,227.0,1585.0,8361.0,187.0,39848.0,0.24959847420196749,0.7488456133306565
2022-01-03 01:00:00,1083.0,550.0,1059.0,49.0,610.0,101.0,2726.0,12303.0,9211.0,1519.0,61.0,1.0,226.0,1395.0,8264.0,180.0,39158.0,0.24666734766842024,0.7517493232545074
2022-01-03 02:00:00,1060.0,555.0,1046.0,49.0,610.0,102.0,2779.0,12208.0,9211.0,1538.0,65.0,1.0,217.0,1284.0,7794.0,175.0,38519.0,0.2356759002050936,0.7626106596744464
2022-01-03 03:00:00,1040.0,535.0,1006.0,49.0,609.0,102.0,2787.0,12437.0,9213.0,1541.0,64.0,1.0,217.0,1132.0,7901.0,174.0,38634.0,0.2338095977636279,0.7645079463684837
2022-01-03 04:00:00,1023.0,523.0,1008.0,49.0,627.0,101.0,2814.0,12960.0,9212.0,1561.0,64.0,1.0,211.0,1396.0,8147.0,173.0,39697.0,0.24039599969771017,0.7579665969720634
2022-01-03 05:00:00,1170.0,524.0,1038.0,48.0,675.0,101.0,3259.0,14272.0,9211.0,1591.0,60.0,1.0,211.0,1725.0,8422.0,174.0,42308.0,0.23983643755318143,0.7587217547508746
2022-01-03 06:00:00,1269.0,558.0,1112.0,48.0,740.0,130.0,3605.0,17882.0,9211.0,1642.0,59.0,1.0,215.0,1852.0,9083.0,177.0,47407.0,0.23066213850275274,0.7680722256206889
2022-01-03 07:00:00,1470.0,549.0,1152.0,60.0,784.0,134.0,4095.0,20994.0,9211.0,1768.0,58.0,1.0,233.0,1846.0,9280.0,190.0,51635.0,0.21547400019366708,0.7833833639972887
2022-01-03 08:00:00,1547.0,530.0,1231.0,52.0,810.0,132.0,4317.0,22348.0,9211.0,1758.0,59.0,1.0,241.0,1970.0,9211.0,202.0,53418.0,0.2093114680444794,0.7895653150623385
2022-01-03 09:00:00,1559.0,553.0,1315.0,54.0,806.0,131.0,4350.0,22858.0,9209.0,1748.0,65.0,12.0,234.0,2032.0,9659.0,208.0,54585.0,0.21417971970321517,0.7844096363469818
2022-01-03 10:00:00,1600.0,554.0,1205.0,58.0,800.0,132.0,4368.0,22253.0,9208.0,1730.0,64.0,38.0,238.0,2071.0,10041.0,211.0,54360.0,0.22281089036055923,0.7753127299484915
2022-01-03 11:00:00,1602.0,543.0,1161.0,56.0,796.0,133.0,4437.0,22944.0,9210.0,1740.0,60.0,65.0,239.0,2086.0,10270.0,211.0,55342.0,0.22326623540891186,0.7744750822160384
2022-01-03 12:00:00,1614.0,537.0,1160.0,55.0,805.0,136.0,4344.0,23399.0,9210.0,1740.0,62.0,83.0,240.0,2091.0,10233.0,210.0,55709.0,0.22122098763215997,0.7761762013319212
2022-01-03 13:00:00,1558.0,594.0,1180.0,53.0,820.0,137.0,4343.0,23454.0,9209.0,1728.0,61.0,84.0,234.0,2088.0,10514.0,213.0,56057.0,0.2248068929839271,0.7726064541448883
2022-01-03 14:00:00,1510.0,614.0,1182.0,52.0,818.0,139.0,4438.0,23791.0,9211.0,1734.0,60.0,59.0,238.0,2060.0,10536.0,213.0,56442.0,0.22316714503384005,0.7747244959427376
2022-01-03 15:00:00,1559.0,616.0,1319.0,49.0,825.0,150.0,4600.0,23920.0,9209.0,1755.0,63.0,14.0,233.0,2081.0,10811.0,214.0,57204.0,0.22536885532480247,0.7732850849590938
2022-01-03 16:00:00,1566.0,652.0,1415.0,55.0,838.0,150.0,4905.0,24317.0,9209.0,1772.0,67.0,1.0,235.0,2035.0,10767.0,215.0,57984.0,0.22078504415011038,0.7780422185430463
2022-01-03 17:00:00,1577.0,706.0,1591.0,59.0,831.0,150.0,4906.0,25093.0,9207.0,1781.0,66.0,1.0,238.0,2070.0,10917.0,215.0,59193.0,0.21940094267903298,0.7794671667257953
2022-01-03 18:00:00,1456.0,741.0,1507.0,59.0,826.0,149.0,4747.0,24989.0,9210.0,1775.0,68.0,1.0,239.0,2000.0,10875.0,216.0,58642.0,0.219552539135773,0.7792708297807033
2022-01-03 19:00:00,1477.0,723.0,1336.0,58.0,787.0,150.0,4464.0,24950.0,9208.0,1781.0,66.0,1.0,241.0,2013.0,10301.0,218.0,57556.0,0.21394815484050317,0.7848877614844673
2022-01-03 20:00:00,1424.0,692.0,1387.0,53.0,736.0,150.0,4132.0,24275.0,9210.0,1750.0,68.0,1.0,238.0,1955.0,9778.0,217.0,55849.0,0.21008433454493367,0.7886801912299235
2022-01-03 21:00:00,1527.0,692.0,1448.0,51.0,727.0,148.0,4264.0,22878.0,9211.0,1676.0,66.0,1.0,231.0,1650.0,9551.0,216.0,54121.0,0.20696217734336025,0.7917998558784944
2022-01-03 22:00:00,1572.0,707.0,1460.0,51.0,740.0,112.0,4048.0,21812.0,9211.0,1630.0,66.0,1.0,231.0,1527.0,9399.0,214.0,52567.0,0.20784903076074343,0.7908764053493637
2022-01-03 23:00:00,1413.0,704.0,1433.0,51.0,710.0,111.0,3568.0,19814.0,9211.0,1565.0,67.0,1.0,223.0,1481.0,9508.0,210.0,49860.0,0.2203971119133574,0.7782390693943041
2022-01-04 00:00:00,1289.0,657.0,1430.0,49.0,667.0,113.0,3333.0,18807.0,9205.0,1492.0,65.0,1.0,226.0,1401.0,9531.0,206.0,48266.0,0.2264948410889653,0.7721377367090706
2022-01-04 01:00:00,1301.0,668.0,1428.0,48.0,592.0,112.0,3185.0,18449.0,9205.0,1469.0,68.0,1.0,238.0,1293.0,9210.0,200.0,47267.0,0.2222057672371845,0.7763344405187551
2022-01-04 02:00:00,1355.0,647.0,1444.0,48.0,577.0,113.0,3158.0,17997.0,9205.0,1454.0,66.0,1.0,232.0,1191.0,9157.0,199.0,46645.0,0.22184585700503806,0.7767177618179869
2022-01-04 03:00:00,1435.0,648.0,1442.0,49.0,578.0,112.0,3244.0,17267.0,9219.0,1459.0,73.0,1.0,219.0,1176.0,9109.0,198.0,46031.0,0.22343637983098347,0.7749560079077144
2022-01-04 04:00:00,1534.0,732.0,1417.0,49.0,595.0,113.0,3436.0,17951.0,9302.0,1505.0,63.0,1.0,220.0,1073.0,9157.0,198.0,47148.0,0.2169763298549249,0.7816662424705184
2022-01-04 05:00:00,1632.0,832.0,1488.0,57.0,703.0,112.0,3803.0,20091.0,9396.0,1596.0,66.0,1.0,224.0,772.0,9079.0,200.0,49852.0,0.19760491053518414,0.8010511112894166
2022-01-04 06:00:00,1674.0,902.0,1578.0,65.0,801.0,185.0,4278.0,24135.0,9524.0,1694.0,65.0,1.0,225.0,705.0,9055.0,204.0,54887.0,0.1778198844899521,0.8209776449796855
2022-01-04 07:00:00,1653.0,956.0,1634.0,74.0,824.0,490.0,4480.0,27106.0,9608.0,1801.0,63.0,1.0,219.0,858.0,9108.0,214.0,58875.0,0.16927388535031848,0.8296390658174098
2022-01-04 08:00:00,1631.0,1058.0,1759.0,93.0,820.0,571.0,4616.0,30023.0,9654.0,1822.0,62.0,1.0,215.0,819.0,8858.0,228.0,62002.0,0.1560756104641786,0.8429082932808619
2022-01-04 09:00:00,1623.0,1121.0,1855.0,123.0,821.0,571.0,4653.0,29522.0,9722.0,1828.0,73.0,19.0,230.0,918.0,8721.0,236.0,61800.0,0.15597087378640775,0.8425404530744337
2022-01-04 10:00:00,1617.0,1139.0,1830.0,75.0,823.0,709.0,4606.0,29763.0,9744.0,1828.0,38.0,101.0,233.0,1021.0,8297.0,239.0,61824.0,0.15071816770186336,0.8470335144927537
2022-01-04 11:00:00,1598.0,1130.0,1805.0,74.0,820.0,653.0,4679.0,29824.0,9749.0,1834.0,36.0,169.0,220.0,1227.0,8048.0,239.0,61866.0,0.14992079656030777,0.8467655901464456
2022-01-04 12:00:00,1597.0,1113.0,1812.0,78.0,821.0,651.0,4671.0,30114.0,9761.0,1819.0,43.0,247.0,234.0,1436.0,7637.0,239.0,62034.0,0.14625850340136054,0.8490666408743592
2022-01-04 13:00:00,1572.0,1102.0,1809.0,69.0,821.0,609.0,4714.0,29889.0,9771.0,1815.0,61.0,245.0,218.0,1205.0,7442.0,239.0,61342.0,0.14096377685761793,0.8540477975938182
2022-01-04 14:00:00,1585.0,1118.0,1814.0,66.0,819.0,608.0,4745.0,30018.0,9772.0,1830.0,51.0,146.0,232.0,1308.0,7568.0,237.0,61680.0,0.14390402075226977,0.8529020752269779
2022-01-04 15:00:00,1574.0,1119.0,1887.0,66.0,821.0,661.0,4786.0,30510.0,9773.0,1828.0,72.0,44.0,250.0,1437.0,7465.0,236.0,62293.0,0.14290530236142102,0.8552325301398231
2022-01-04 16:00:00,1586.0,1190.0,1842.0,68.0,819.0,684.0,4805.0,31135.0,9772.0,1847.0,66.0,4.0,251.0,1251.0,7620.0,236.0,62940.0,0.14094375595805528,0.8579440737210041
2022-01-04 17:00:00,1595.0,1167.0,1916.0,64.0,819.0,736.0,4769.0,31573.0,9772.0,1848.0,52.0,3.0,249.0,1324.0,7512.0,240.0,63399.0,0.13937128345872962,0.8597611949715295
2022-01-04 18:00:00,1620.0,1166.0,1898.0,64.0,819.0,710.0,4681.0,30982.0,9772.0,1844.0,47.0,3.0,247.0,1608.0,7234.0,242.0,62695.0,0.14103198022170826,0.8581705080149932
2022-01-04 19:00:00,1603.0,1057.0,1883.0,66.0,818.0,532.0,4589.0,29887.0,9771.0,1847.0,53.0,3.0,249.0,1963.0,7123.0,242.0,61444.0,0.14787448733806394,0.851214113664475
2022-01-04 20:00:00,1607.0,818.0,1753.0,65.0,806.0,318.0,4495.0,28231.0,9772.0,1832.0,56.0,3.0,241.0,1957.0,7295.0,238.0,59249.0,0.15615453425374268,0.8428496683488329
2022-01-04 21:00:00,1565.0,727.0,1744.0,62.0,787.0,195.0,4277.0,26393.0,9774.0,1777.0,56.0,3.0,222.0,1998.0,7446.0,230.0,57026.0,0.16560866972959704,0.8333567144811139
2022-01-04 22:00:00,1554.0,683.0,1657.0,52.0,748.0,195.0,3950.0,24901.0,9774.0,1768.0,61.0,3.0,219.0,2049.0,7192.0,223.0,54806.0,0.16861292559208846,0.8302193190526584
2022-01-04 23:00:00,1506.0,680.0,1415.0,47.0,659.0,173.0,3579.0,22931.0,9774.0,1748.0,69.0,3.0,229.0,2096.0,6769.0,218.0,51678.0,0.17154301637060257,0.8270637408568443
2022-01-05 00:00:00,1481.0,605.0,1169.0,45.0,609.0,116.0,3478.0,22785.0,9776.0,1651.0,60.0,3.0,212.0,2026.0,6842.0,211.0,50858.0,0.17436784773290337,0.8243934090998466
2022-01-05 01:00:00,1503.0,591.0,1108.0,44.0,578.0,111.0,3315.0,21818.0,9777.0,1553.0,60.0,3.0,206.0,2098.0,6820.0,204.0,49585.0,0.1798527780578804,0.8188766764142382
2022-01-05 02:00:00,1446.0,591.0,1071.0,44.0,572.0,113.0,3249.0,21261.0,9774.0,1497.0,64.0,3.0,218.0,2053.0,6221.0,203.0,48177.0,0.171741702472134,0.8268675924196193
2022-01-05 03:00:00,1435.0,590.0,1073.0,45.0,567.0,114.0,3152.0,20748.0,9773.0,1494.0,64.0,3.0,223.0,2013.0,5909.0,200.0,47203.0,0.1678283159968646,0.8307522826938966
2022-01-05 04:00:00,1476.0,591.0,1108.0,44.0,578.0,113.0,3324.0,20942.0,9775.0,1534.0,67.0,3.0,226.0,2060.0,5626.0,198.0,47467.0,0.1619230202035098,0.8366022710514673
2022-01-05 05:00:00,1529.0,602.0,1306.0,45.0,631.0,136.0,3681.0,22092.0,9774.0,1646.0,63.0,3.0,231.0,2092.0,5675.0,197.0,49506.0,0.15689007393043267,0.8417767543328082
2022-01-05 06:00:00,1557.0,665.0,1364.0,55.0,745.0,219.0,4083.0,24969.0,9775.0,1730.0,62.0,3.0,239.0,2040.0,5801.0,201.0,53307.0,0.14709137636708125,0.8516892715778416
2022-01-05 07:00:00,1592.0,817.0,1654.0,69.0,804.0,288.0,4445.0,27161.0,9776.0,1807.0,43.0,3.0,245.0,1980.0,5595.0,208.0,56279.0,0.1345972742941417,0.8645853693207057
2022-01-05 08:00:00,1593.0,781.0,1709.0,78.0,807.0,307.0,4486.0,28525.0,9777.0,1829.0,40.0,5.0,246.0,1943.0,5506.0,217.0,57632.0,0.1292511104941699,0.8699680732926152
2022-01-05 09:00:00,1563.0,780.0,1752.0,78.0,806.0,306.0,4498.0,28264.0,9774.0,1815.0,38.0,33.0,253.0,1938.0,5340.0,225.0,57238.0,0.12715328977252874,0.8716062755512073
2022-01-05 10:00:00,1569.0,796.0,1693.0,64.0,808.0,305.0,4453.0,28288.0,9781.0,1824.0,39.0,115.0,256.0,1954.0,5258.0,228.0,57203.0,0.12607730363792108,0.8712305298673146
2022-01-05 11:00:00,1599.0,781.0,1789.0,59.0,805.0,304.0,4460.0,27610.0,9776.0,1827.0,43.0,187.0,251.0,1859.0,5393.0,228.0,56743.0,0.12780431066387044,0.8681423259256649
2022-01-05 12:00:00,1633.0,792.0,1664.0,59.0,803.0,308.0,4415.0,26789.0,9776.0,1809.0,47.0,177.0,247.0,1804.0,5748.0,228.0,56071.0,0.13468637976850778,0.8613186852383585
2022-01-05 13:00:00,1647.0,829.0,1699.0,51.0,805.0,300.0,4388.0,26579.0,9777.0,1807.0,63.0,118.0,243.0,1788.0,6190.0,224.0,56284.0,0.14174543387108238,0.8550387321441262
2022-01-05 14:00:00,1641.0,845.0,1650.0,52.0,803.0,300.0,4369.0,26289.0,9778.0,1824.0,63.0,59.0,244.0,1959.0,6687.0,223.0,56563.0,0.1528561073493273,0.8449870056397292
2022-01-05 15:00:00,1620.0,858.0,1791.0,55.0,805.0,298.0,4516.0,26664.0,9777.0,1778.0,63.0,23.0,257.0,1924.0,6914.0,222.0,57343.0,0.15412517656906685,0.8443750762952758
2022-01-05 16:00:00,1667.0,906.0,1837.0,60.0,804.0,302.0,4567.0,27558.0,9775.0,1847.0,61.0,3.0,250.0,1707.0,7327.0,221.0,58671.0,0.1539772630430707,0.8449319084385812
2022-01-05 17:00:00,1684.0,874.0,1955.0,64.0,804.0,322.0,4578.0,28278.0,9773.0,1831.0,63.0,3.0,241.0,1614.0,7796.0,224.0,59880.0,0.15714762859051437,0.841750167000668
2022-01-05 18:00:00,1618.0,902.0,1848.0,65.0,802.0,313.0,4488.0,27536.0,9772.0,1841.0,64.0,3.0,245.0,1521.0,8592.0,227.0,59610.0,0.1696527428283845,0.8292232846837779
2022-01-05 19:00:00,1610.0,907.0,1677.0,64.0,802.0,285.0,4329.0,26340.0,9771.0,1856.0,63.0,3.0,256.0,1638.0,9364.0,228.0,58965.0,0.18658526244382262,0.8122954294920716
2022-01-05 20:00:00,1558.0,856.0,1450.0,61.0,786.0,264.0,4027.0,25048.0,9770.0,1862.0,62.0,3.0,240.0,1783.0,9667.0,226.0,57437.0,0.1993488517854345,0.7995194735101068
2022-01-05 21:00:00,1564.0,808.0,1390.0,62.0,754.0,264.0,3768.0,24429.0,9771.0,1861.0,62.0,3.0,246.0,1820.0,9582.0,220.0,56384.0,0.20222048808172532,0.7966267026106697
2022-01-05 22:00:00,1554.0,782.0,1578.0,61.0,724.0,264.0,3722.0,22847.0,9771.0,1867.0,62.0,3.0,249.0,1631.0,9640.0,218.0,54755.0,0.20584421514016985,0.7929686786594832
2022-01-05 23:00:00,1621.0,718.0,1658.0,61.0,649.0,264.0,3419.0,22270.0,9771.0,1821.0,62.0,3.0,245.0,1645.0,9476.0,214.0,53683.0,0.20716055362032673,0.7916286347633329
2022-01-06 00:00:00,1580.0,619.0,1380.0,45.0,605.0,249.0,3148.0,22588.0,9770.0,1674.0,58.0,3.0,231.0,1933.0,9395.0,209.0,53278.0,0.2126205938661361,0.7862344682608206
2022-01-06 01:00:00,1582.0,650.0,1405.0,41.0,596.0,242.0,2987.0,22191.0,9768.0,1598.0,62.0,3.0,227.0,1874.0,9069.0,207.0,52295.0,0.20925518692035566,0.789501864422985
2022-01-06 02:00:00,1578.0,632.0,1483.0,41.0,582.0,242.0,3005.0,22111.0,9768.0,1569.0,60.0,3.0,231.0,1686.0,8845.0,207.0,51836.0,0.20315996604676287,0.7956246623967899
2022-01-06 03:00:00,1580.0,644.0,1606.0,41.0,600.0,244.0,3106.0,23139.0,9770.0,1583.0,64.0,3.0,232.0,1504.0,8524.0,204.0,52640.0,0.1905015197568389,0.8082256838905775
2022-01-06 04:00:00,1576.0,701.0,1764.0,41.0,620.0,252.0,3322.0,24041.0,9770.0,1603.0,63.0,3.0,228.0,1387.0,8396.0,204.0,53767.0,0.18195175479383266,0.8168207264679078
2022-01-06 05:00:00,1583.0,830.0,1879.0,41.0,643.0,289.0,3376.0,25683.0,9769.0,1725.0,65.0,3.0,229.0,1161.0,8218.0,208.0,55494.0,0.16900926226258695,0.8297653800410856
2022-01-06 06:00:00,1610.0,995.0,2108.0,46.0,688.0,591.0,3691.0,27610.0,9769.0,1865.0,59.0,3.0,236.0,898.0,8228.0,212.0,58397.0,0.15627515112077675,0.8426631505043067
2022-01-06 07:00:00,1620.0,1158.0,2298.0,49.0,733.0,593.0,4099.0,30018.0,9769.0,1939.0,61.0,3.0,238.0,810.0,7842.0,219.0,61230.0,0.14130328270455658,0.8576514780336436
