,Time,Biomass[MW],FossilGas[MW],FossilHardcoal[MW],FossilOil[MW],FossilPeat[MW],HydroRun-of-riverandpoundage[MW],HydroWaterReservoir[MW],Nuclear[MW],Other[MW],Otherrenewable[MW],Solar[MW],Waste[MW],WindOffshore[MW],WindOnshore[MW],Inertia[GW],Inertia,Total_production,Share_Wind,Share_Conv
0,2018-01-01 00:00:00,1463.0,1164.0,930.0,36.0,435.0,2348.0,17037.0,11333.0,1270.0,43.0,0.0,147.0,891.0,5432.0,200.0,200.0,42529.0,0.1486750217498648,0.8503139034541136
1,2018-01-01 01:00:00,1443.0,1156.0,918.0,35.0,445.0,2250.0,16602.0,11333.0,1272.0,43.0,0.0,148.0,917.0,5405.0,196.0,196.0,41967.0,0.15064217122977577,0.8483332141921033
2,2018-01-01 02:00:00,1360.0,1186.0,937.0,43.0,440.0,2169.0,15581.0,11331.0,1279.0,43.0,0.0,151.0,815.0,5337.0,195.0,195.0,40672.0,0.1512588512981904,0.847683910306845
3,2018-01-01 03:00:00,1362.0,1204.0,914.0,39.0,445.0,2146.0,14287.0,11333.0,1193.0,43.0,0.0,148.0,854.0,5323.0,192.0,192.0,39291.0,0.15721157516988624,0.8416940266218726
4,2018-01-01 04:00:00,1352.0,1204.0,919.0,40.0,453.0,2171.0,14278.0,11334.0,1190.0,43.0,0.0,150.0,937.0,5101.0,187.0,187.0,39172.0,0.15414071275400795,0.8447615643827223
5,2018-01-01 05:00:00,1251.0,1149.0,907.0,42.0,458.0,2207.0,14519.0,11332.0,1190.0,43.0,0.0,150.0,917.0,5110.0,185.0,185.0,39275.0,0.15345639719923615,0.845448758752387
6,2018-01-01 06:00:00,1235.0,1149.0,877.0,39.0,455.0,2299.0,15262.0,11333.0,1198.0,43.0,0.0,149.0,960.0,5197.0,185.0,185.0,40196.0,0.15317444521842968,0.8457557965966763
7,2018-01-01 07:00:00,1280.0,1164.0,926.0,43.0,444.0,2369.0,16339.0,11331.0,1202.0,43.0,0.0,150.0,966.0,5202.0,188.0,188.0,41459.0,0.14877348705950458,0.8501893436889457
8,2018-01-01 08:00:00,1317.0,1164.0,887.0,36.0,447.0,2361.0,16328.0,11334.0,1207.0,43.0,1.0,145.0,1020.0,5305.0,192.0,192.0,41595.0,0.15206154585887727,0.8468806346916696
9,2018-01-01 09:00:00,1353.0,1170.0,879.0,35.0,449.0,2291.0,17008.0,11331.0,1237.0,43.0,11.0,134.0,1088.0,5388.0,194.0,194.0,42417.0,0.15267463516986113,0.8460522903552821
10,2018-01-01 10:00:00,1456.0,1169.0,904.0,33.0,449.0,2353.0,18788.0,11332.0,1246.0,43.0,36.0,142.0,1140.0,5726.0,193.0,193.0,44817.0,0.15320079434143294,0.845036481692215
11,2018-01-01 11:00:00,1443.0,1201.0,952.0,41.0,449.0,2412.0,19679.0,11331.0,1256.0,43.0,54.0,135.0,1122.0,5611.0,197.0,197.0,45729.0,0.14723698309606595,0.8506418246626867
12,2018-01-01 12:00:00,1459.0,1202.0,931.0,40.0,455.0,2437.0,20197.0,11329.0,1264.0,43.0,59.0,137.0,1137.0,5665.0,199.0,199.0,46355.0,0.14673713730989105,0.8510624528098372
13,2018-01-01 13:00:00,1528.0,1194.0,882.0,34.0,461.0,2552.0,20305.0,11330.0,1254.0,43.0,60.0,135.0,1138.0,5811.0,205.0,205.0,46727.0,0.1487148757677574,0.8490808312110771
14,2018-01-01 14:00:00,1509.0,1213.0,892.0,35.0,469.0,2706.0,20809.0,11331.0,1264.0,43.0,48.0,136.0,1130.0,5652.0,204.0,204.0,47237.0,0.1435738933463175,0.8544996506975464
15,2018-01-01 15:00:00,1491.0,1228.0,940.0,40.0,469.0,2779.0,22206.0,11330.0,1261.0,43.0,19.0,143.0,1124.0,5552.0,206.0,206.0,48625.0,0.13729562982005142,0.8614293059125964
16,2018-01-01 16:00:00,1518.0,1282.0,1128.0,43.0,473.0,2899.0,23411.0,11330.0,1267.0,43.0,1.0,150.0,1096.0,5224.0,210.0,210.0,49865.0,0.1267422039506668,0.8723754136167653
17,2018-01-01 17:00:00,1518.0,1294.0,1363.0,44.0,461.0,2962.0,24346.0,11328.0,1273.0,43.0,0.0,158.0,1100.0,4963.0,216.0,216.0,50853.0,0.11922600436552416,0.8799284211354296
18,2018-01-01 18:00:00,1578.0,1304.0,1395.0,39.0,458.0,2981.0,24022.0,11327.0,1273.0,43.0,0.0,159.0,1062.0,4847.0,220.0,220.0,50488.0,0.11703771193154809,0.8821106005387419
19,2018-01-01 19:00:00,1585.0,1336.0,1264.0,47.0,455.0,2884.0,23148.0,11326.0,1269.0,43.0,0.0,160.0,1039.0,4793.0,220.0,220.0,49349.0,0.11817868649820665,0.8809499685910556
20,2018-01-01 20:00:00,1556.0,1312.0,1023.0,41.0,453.0,2687.0,22064.0,11327.0,1283.0,43.0,0.0,148.0,966.0,4720.0,219.0,219.0,47623.0,0.11939609012451967,0.8797009848182601
21,2018-01-01 21:00:00,1518.0,1299.0,954.0,39.0,451.0,2702.0,21516.0,11330.0,1246.0,43.0,0.0,148.0,1003.0,4605.0,213.0,213.0,46854.0,0.11969095488112008,0.8793913006360182
22,2018-01-01 22:00:00,1456.0,1325.0,951.0,44.0,438.0,2537.0,19870.0,11328.0,1239.0,43.0,0.0,147.0,904.0,4411.0,210.0,210.0,44693.0,0.1189224263307453,0.8801154543217059
23,2018-01-01 23:00:00,1402.0,1307.0,1009.0,40.0,423.0,2250.0,17563.0,11329.0,1233.0,43.0,0.0,152.0,830.0,4221.0,207.0,207.0,41802.0,0.1208315391608057,0.878139801923353
24,2018-01-02 00:00:00,1364.0,1217.0,1102.0,31.0,403.0,2066.0,15174.0,11329.0,1212.0,43.0,0.0,155.0,790.0,3994.0,199.0,199.0,38880.0,0.12304526748971194,0.8758487654320988
25,2018-01-02 01:00:00,1349.0,1199.0,1137.0,30.0,404.0,2044.0,14306.0,11329.0,1216.0,43.0,0.0,155.0,770.0,3740.0,191.0,191.0,37722.0,0.11955887810826574,0.8793012035416998
26,2018-01-02 02:00:00,1346.0,1190.0,1119.0,29.0,408.0,2088.0,14533.0,11327.0,1218.0,43.0,0.0,156.0,688.0,3556.0,183.0,183.0,37701.0,0.11256995835654227,0.8862894883424843
27,2018-01-02 03:00:00,1343.0,1198.0,1128.0,29.0,410.0,2128.0,14551.0,11053.0,1218.0,43.0,0.0,157.0,589.0,3409.0,182.0,182.0,37256.0,0.1073115739746618,0.8915342495168563
28,2018-01-02 04:00:00,1367.0,1201.0,1119.0,28.0,412.0,2252.0,16211.0,10129.0,1221.0,43.0,0.0,152.0,578.0,3282.0,182.0,182.0,37995.0,0.10159231477826029,0.8972759573628108
29,2018-01-02 05:00:00,1394.0,1219.0,1177.0,29.0,436.0,2289.0,19000.0,10129.0,1234.0,43.0,0.0,157.0,488.0,3201.0,178.0,178.0,40796.0,0.09042553191489362,0.908520443180704
30,2018-01-02 06:00:00,1506.0,1231.0,1248.0,31.0,463.0,2576.0,24010.0,10129.0,1251.0,43.0,0.0,168.0,459.0,3146.0,185.0,185.0,46261.0,0.07792741185880114,0.9211430794837985
31,2018-01-02 07:00:00,1571.0,1338.0,1520.0,37.0,474.0,2897.0,31010.0,10124.0,1336.0,43.0,0.0,166.0,540.0,3035.0,200.0,200.0,54091.0,0.06609232589525059,0.9331127174576177
32,2018-01-02 08:00:00,1625.0,1608.0,1874.0,46.0,476.0,3111.0,33591.0,10124.0,1359.0,43.0,1.0,171.0,513.0,2889.0,218.0,218.0,57431.0,0.059236300952447286,0.9399975622921418
33,2018-01-02 09:00:00,1630.0,1642.0,1789.0,100.0,487.0,3102.0,34461.0,10122.0,1340.0,43.0,29.0,174.0,503.0,2665.0,234.0,234.0,58087.0,0.054538881333172654,0.944221598636528
34,2018-01-02 10:00:00,1632.0,1658.0,1783.0,36.0,489.0,3146.0,35268.0,10119.0,1368.0,43.0,96.0,171.0,471.0,2517.0,239.0,239.0,58797.0,0.05081891933261901,0.9468170144735275
35,2018-01-02 11:00:00,1635.0,1658.0,1670.0,35.0,487.0,3175.0,35532.0,10111.0,1372.0,43.0,150.0,175.0,477.0,2322.0,241.0,241.0,58842.0,0.0475680636280208,0.9491519662825872
36,2018-01-02 12:00:00,1644.0,1656.0,1582.0,33.0,492.0,3137.0,35727.0,10110.0,1356.0,43.0,173.0,174.0,511.0,2078.0,243.0,243.0,58716.0,0.04409360310647864,0.9522276721847537
37,2018-01-02 13:00:00,1631.0,1674.0,1601.0,35.0,487.0,3133.0,35719.0,10108.0,1351.0,43.0,143.0,175.0,533.0,2108.0,244.0,244.0,58741.0,0.044960078990824125,0.9518734784903219
38,2018-01-02 14:00:00,1640.0,1661.0,1775.0,36.0,481.0,3164.0,35755.0,10110.0,1340.0,43.0,83.0,175.0,431.0,2246.0,244.0,244.0,58940.0,0.045419070240922975,0.9524431625381744
39,2018-01-02 15:00:00,1670.0,1761.0,1822.0,36.0,486.0,3261.0,35999.0,10109.0,1281.0,43.0,22.0,176.0,488.0,2301.0,244.0,244.0,59455.0,0.04690942729795644,0.9519973088890757
40,2018-01-02 16:00:00,1680.0,1836.0,1962.0,32.0,517.0,3396.0,36089.0,10108.0,1261.0,43.0,1.0,177.0,445.0,2358.0,246.0,246.0,59905.0,0.04679075202403806,0.9524747516901761
41,2018-01-02 17:00:00,1643.0,1840.0,2018.0,36.0,533.0,3401.0,35980.0,10108.0,1288.0,43.0,0.0,176.0,436.0,2590.0,247.0,247.0,60092.0,0.05035612061505691,0.948928309924782
42,2018-01-02 18:00:00,1584.0,1741.0,2070.0,35.0,510.0,3183.0,35597.0,10104.0,1301.0,43.0,0.0,175.0,559.0,2663.0,248.0,248.0,59565.0,0.05409216821959204,0.9451859313355159
43,2018-01-02 19:00:00,1511.0,1659.0,1748.0,31.0,467.0,3011.0,34800.0,10110.0,1289.0,43.0,0.0,176.0,680.0,2744.0,246.0,246.0,58269.0,0.05876194889220683,0.9405000943898127
44,2018-01-02 20:00:00,1487.0,1597.0,1386.0,30.0,432.0,2789.0,31947.0,10112.0,1261.0,43.0,0.0,170.0,679.0,2839.0,245.0,245.0,54772.0,0.06422989848827869,0.9349850288468561
45,2018-01-02 21:00:00,1433.0,1442.0,1214.0,27.0,423.0,2442.0,28595.0,10118.0,1247.0,43.0,0.0,170.0,707.0,2942.0,239.0,239.0,50803.0,0.07182646694092869,0.927327126350806
46,2018-01-02 22:00:00,1421.0,1423.0,1165.0,28.0,413.0,2347.0,25406.0,10120.0,1239.0,43.0,0.0,173.0,890.0,3079.0,228.0,228.0,47747.0,0.08312564140155403,0.9159737784572852
47,2018-01-02 23:00:00,1355.0,1338.0,1131.0,27.0,404.0,2301.0,23190.0,10120.0,1231.0,41.0,0.0,168.0,958.0,3402.0,216.0,216.0,45666.0,0.09547584636272062,0.9036263303113914
48,2018-01-03 00:00:00,1350.0,1245.0,1120.0,32.0,390.0,2314.0,20031.0,10121.0,1260.0,43.0,0.0,144.0,964.0,3520.0,204.0,204.0,42534.0,0.1054215451168477,0.8935674989420228
49,2018-01-03 01:00:00,1351.0,1185.0,1041.0,26.0,392.0,2241.0,18364.0,10127.0,1247.0,43.0,0.0,141.0,1093.0,3930.0,196.0,196.0,41181.0,0.12197372574731065,0.8769821033971977
50,2018-01-03 02:00:00,1389.0,1115.0,986.0,19.0,391.0,2165.0,17206.0,10128.0,1240.0,43.0,0.0,138.0,1141.0,4380.0,188.0,188.0,40341.0,0.13685828313626336,0.8620758037728365
51,2018-01-03 03:00:00,1354.0,1159.0,1001.0,24.0,388.0,2136.0,17004.0,10129.0,1253.0,43.0,0.0,126.0,795.0,4782.0,184.0,184.0,40194.0,0.138752052545156,0.860178136040205
52,2018-01-03 04:00:00,1366.0,1171.0,979.0,21.0,395.0,2122.0,17377.0,10128.0,1259.0,43.0,0.0,122.0,785.0,5177.0,181.0,181.0,40945.0,0.1456099645866406,0.8533398461350592
53,2018-01-03 05:00:00,1364.0,1257.0,991.0,25.0,413.0,2294.0,19469.0,10127.0,1281.0,43.0,0.0,138.0,786.0,5555.0,183.0,183.0,43743.0,0.1449603365109846,0.8540566490638503
54,2018-01-03 06:00:00,1397.0,1378.0,1019.0,25.0,439.0,2443.0,24258.0,10128.0,1304.0,43.0,0.0,165.0,1167.0,5690.0,187.0,187.0,49456.0,0.1386484956324814,0.8604820446457457
55,2018-01-03 07:00:00,1547.0,1543.0,1216.0,30.0,443.0,2672.0,28012.0,10125.0,1328.0,43.0,0.0,168.0,1093.0,5754.0,200.0,200.0,53974.0,0.12685737577352058,0.8723459443435728
56,2018-01-03 08:00:00,1600.0,1590.0,1357.0,30.0,435.0,2837.0,29135.0,10127.0,1287.0,43.0,1.0,169.0,1049.0,5820.0,214.0,214.0,55480.0,0.12381038211968277,0.8753965392934391
57,2018-01-03 09:00:00,1553.0,1598.0,1358.0,32.0,436.0,2912.0,29142.0,10130.0,1290.0,43.0,3.0,170.0,1031.0,5601.0,224.0,224.0,55299.0,0.1199298359825675,0.8792383225736451
58,2018-01-03 10:00:00,1594.0,1603.0,1331.0,33.0,438.0,2960.0,30135.0,10127.0,1285.0,43.0,13.0,172.0,980.0,5274.0,225.0,225.0,55988.0,0.1117025076802172,0.8872972779881403
59,2018-01-03 11:00:00,1550.0,1552.0,1227.0,27.0,446.0,3124.0,30360.0,10127.0,1280.0,43.0,29.0,168.0,996.0,4767.0,226.0,226.0,55696.0,0.10347242171789715,0.895234846308532
60,2018-01-03 12:00:00,1547.0,1561.0,1221.0,27.0,454.0,3184.0,30569.0,10126.0,1274.0,43.0,39.0,165.0,811.0,4537.0,229.0,229.0,55558.0,0.09625976457035891,0.9022643003707836
61,2018-01-03 13:00:00,1517.0,1585.0,1378.0,36.0,459.0,3233.0,30936.0,10125.0,1285.0,43.0,52.0,166.0,692.0,4095.0,231.0,231.0,55602.0,0.08609402539476997,0.9121974029711162
62,2018-01-03 14:00:00,1531.0,1590.0,1410.0,35.0,456.0,3266.0,31688.0,10125.0,1298.0,43.0,45.0,167.0,580.0,3747.0,230.0,230.0,55981.0,0.07729408192065165,0.9211339561636984
63,2018-01-03 15:00:00,1590.0,1609.0,1630.0,36.0,459.0,3342.0,32357.0,10125.0,1368.0,43.0,17.0,167.0,377.0,3607.0,233.0,233.0,56727.0,0.07023110688032154,0.9287111957269025
64,2018-01-03 16:00:00,1599.0,1572.0,1697.0,38.0,464.0,3443.0,33241.0,10125.0,1381.0,43.0,1.0,168.0,361.0,3525.0,235.0,235.0,57658.0,0.06739741232786431,0.9318394672031635
65,2018-01-03 17:00:00,1625.0,1535.0,1695.0,34.0,449.0,3453.0,33348.0,10125.0,1369.0,43.0,0.0,165.0,294.0,3434.0,240.0,240.0,57569.0,0.06475707411975196,0.934495996109017
66,2018-01-03 18:00:00,1641.0,1560.0,1688.0,32.0,452.0,3390.0,32558.0,10126.0,1384.0,43.0,0.0,163.0,128.0,3290.0,241.0,241.0,56455.0,0.06054379594367195,0.9386945354707289
67,2018-01-03 19:00:00,1665.0,1553.0,1438.0,32.0,459.0,3305.0,31367.0,10126.0,1376.0,43.0,0.0,166.0,148.0,3147.0,241.0,241.0,54825.0,0.06010031919744642,0.9391153670770633
68,2018-01-03 20:00:00,1679.0,1545.0,1255.0,32.0,460.0,3107.0,29813.0,10129.0,1381.0,43.0,0.0,166.0,362.0,2886.0,238.0,238.0,52858.0,0.06144765220023459,0.937738847478149
69,2018-01-03 21:00:00,1619.0,1418.0,1177.0,25.0,457.0,2903.0,28345.0,10120.0,1395.0,43.0,0.0,163.0,467.0,2689.0,233.0,233.0,50821.0,0.06210031286279294,0.9370535802129041
70,2018-01-03 22:00:00,1558.0,1310.0,1179.0,25.0,451.0,2716.0,25984.0,10116.0,1388.0,43.0,0.0,165.0,507.0,2705.0,227.0,227.0,48147.0,0.06671236006397076,0.9323945417159948
71,2018-01-03 23:00:00,1560.0,1282.0,1168.0,23.0,432.0,2601.0,23150.0,10118.0,1366.0,43.0,0.0,165.0,458.0,2751.0,219.0,219.0,45117.0,0.07112618303521955,0.9279207394108651
72,2018-01-04 00:00:00,1509.0,1275.0,1232.0,29.0,419.0,2554.0,20608.0,10207.0,1371.0,43.0,0.0,162.0,470.0,2732.0,209.0,209.0,42611.0,0.07514491563211377,0.923845955269766
73,2018-01-04 01:00:00,1486.0,1252.0,1209.0,23.0,423.0,2576.0,19415.0,10227.0,1368.0,43.0,0.0,158.0,483.0,2829.0,199.0,199.0,41492.0,0.07982261640798226,0.9191410392364793
74,2018-01-04 02:00:00,1468.0,1259.0,1223.0,23.0,428.0,2542.0,18546.0,10243.0,1359.0,43.0,0.0,158.0,642.0,2937.0,194.0,194.0,40871.0,0.08756820239289471,0.9113797068826307
75,2018-01-04 03:00:00,1465.0,1258.0,1176.0,24.0,429.0,2531.0,18294.0,10585.0,1376.0,43.0,0.0,154.0,725.0,3097.0,189.0,189.0,41157.0,0.09286391136380202,0.9060913088903467
76,2018-01-04 04:00:00,1433.0,1285.0,1161.0,25.0,438.0,2505.0,18886.0,10820.0,1384.0,43.0,0.0,156.0,713.0,3227.0,200.0,200.0,42076.0,0.09364007985549958,0.9053379598821181
77,2018-01-04 05:00:00,1463.0,1381.0,1195.0,28.0,463.0,2658.0,20379.0,10927.0,1415.0,43.0,0.0,155.0,649.0,3215.0,202.0,202.0,43971.0,0.08787610015692161,0.9111459825794274
78,2018-01-04 06:00:00,1485.0,1473.0,1253.0,30.0,483.0,2964.0,25225.0,10760.0,1454.0,43.0,0.0,157.0,591.0,3180.0,203.0,203.0,49098.0,0.07680557252841257,0.9223186280500224
79,2018-01-04 07:00:00,1539.0,1560.0,1500.0,30.0,486.0,3152.0,31364.0,10608.0,1490.0,43.0,0.0,161.0,539.0,3156.0,213.0,213.0,55628.0,0.06642338390738477,0.9328036240742072
80,2018-01-04 08:00:00,1559.0,1774.0,1841.0,48.0,506.0,3263.0,34624.0,10653.0,1553.0,44.0,1.0,165.0,499.0,3056.0,235.0,235.0,59586.0,0.05966166549189407,0.9395831235525124
81,2018-01-04 09:00:00,1582.0,1815.0,1945.0,48.0,541.0,3342.0,34916.0,10845.0,1542.0,44.0,20.0,172.0,455.0,3018.0,253.0,253.0,60285.0,0.05760968731857013,0.9413286887285395
82,2018-01-04 10:00:00,1600.0,1842.0,1877.0,37.0,553.0,3371.0,35417.0,10926.0,1544.0,44.0,64.0,158.0,368.0,3024.0,257.0,257.0,60825.0,0.0557665433621044,0.9424578709412248
83,2018-01-04 11:00:00,1609.0,1905.0,1960.0,35.0,546.0,3399.0,35024.0,11012.0,1542.0,44.0,103.0,153.0,312.0,3092.0,256.0,256.0,60736.0,0.05604583772391992,0.9415338514225501
84,2018-01-04 12:00:00,1633.0,1876.0,1927.0,34.0,547.0,3373.0,35061.0,11017.0,1569.0,44.0,125.0,151.0,243.0,3141.0,258.0,258.0,60741.0,0.05571195732701141,0.9415057374755108
85,2018-01-04 13:00:00,1669.0,1876.0,1927.0,39.0,551.0,3423.0,35129.0,11047.0,1559.0,44.0,98.0,157.0,203.0,3134.0,257.0,257.0,60856.0,0.054834363086630734,0.9428322597607467
86,2018-01-04 14:00:00,1726.0,1922.0,2010.0,37.0,573.0,3454.0,35205.0,11212.0,1549.0,44.0,54.0,156.0,127.0,3131.0,258.0,258.0,61200.0,0.05323529411764706,0.9451633986928104
87,2018-01-04 15:00:00,1717.0,1938.0,1996.0,38.0,579.0,3448.0,35481.0,11148.0,1553.0,44.0,14.0,176.0,91.0,3112.0,259.0,259.0,61335.0,0.05222140702698296,0.9468329664954757
88,2018-01-04 16:00:00,1714.0,1908.0,2013.0,34.0,573.0,3505.0,35532.0,11001.0,1556.0,44.0,1.0,194.0,77.0,3125.0,258.0,258.0,61277.0,0.05225451637645446,0.9470111134683487
89,2018-01-04 17:00:00,1703.0,1911.0,2082.0,36.0,527.0,3392.0,35242.0,11001.0,1564.0,44.0,0.0,191.0,38.0,3172.0,260.0,260.0,60903.0,0.052706763213634794,0.9465707764806331
90,2018-01-04 18:00:00,1695.0,1886.0,2092.0,33.0,493.0,3227.0,34733.0,11020.0,1581.0,44.0,0.0,192.0,35.0,3289.0,259.0,259.0,60320.0,0.055106100795755966,0.9441644562334217
91,2018-01-04 19:00:00,1665.0,1885.0,2034.0,33.0,476.0,3174.0,33767.0,11128.0,1590.0,44.0,0.0,193.0,34.0,3302.0,258.0,258.0,59325.0,0.05623261694058154,0.9430257058575643
92,2018-01-04 20:00:00,1578.0,1780.0,1742.0,30.0,463.0,3116.0,31946.0,11217.0,1563.0,44.0,0.0,192.0,47.0,3315.0,256.0,256.0,57033.0,0.05894832816088931,0.940280188662704
93,2018-01-04 21:00:00,1513.0,1561.0,1437.0,30.0,458.0,2988.0,30035.0,11243.0,1552.0,44.0,0.0,171.0,74.0,3365.0,251.0,251.0,54471.0,0.06313451194213435,0.9360577187861431
94,2018-01-04 22:00:00,1520.0,1397.0,1204.0,29.0,452.0,2777.0,27926.0,11246.0,1529.0,44.0,0.0,168.0,109.0,3388.0,244.0,244.0,51789.0,0.06752399158122381,0.931626407152098
95,2018-01-04 23:00:00,1520.0,1329.0,1106.0,25.0,430.0,2563.0,23468.0,11248.0,1513.0,44.0,0.0,163.0,133.0,3454.0,236.0,236.0,46996.0,0.07632564473572219,0.9227381053706698
96,2018-01-05 00:00:00,1523.0,1295.0,1069.0,26.0,422.0,2544.0,19566.0,11249.0,1514.0,44.0,0.0,160.0,105.0,3478.0,225.0,225.0,42995.0,0.0833352715432027,0.9156413536457728
97,2018-01-05 01:00:00,1490.0,1250.0,1098.0,29.0,426.0,2600.0,17689.0,11249.0,1509.0,44.0,0.0,146.0,73.0,3543.0,209.0,209.0,41146.0,0.08788217566713653,0.9110484615758518
98,2018-01-05 02:00:00,1511.0,1270.0,1106.0,25.0,429.0,2629.0,16620.0,11249.0,1512.0,44.0,0.0,183.0,150.0,3632.0,199.0,199.0,40360.0,0.09370664023785927,0.905203171456888
99,2018-01-05 03:00:00,1522.0,1266.0,1115.0,26.0,426.0,2632.0,16491.0,11248.0,1518.0,44.0,0.0,194.0,404.0,3681.0,194.0,194.0,40567.0,0.10069761135898637,0.8982177632065472
100,2018-01-05 04:00:00,1551.0,1233.0,1120.0,28.0,431.0,2566.0,17716.0,11250.0,1553.0,44.0,0.0,194.0,418.0,3721.0,193.0,193.0,41825.0,0.0989599521817095,0.899988045427376
101,2018-01-05 05:00:00,1518.0,1297.0,1131.0,29.0,441.0,2640.0,19210.0,11249.0,1552.0,44.0,0.0,194.0,415.0,3653.0,196.0,196.0,43373.0,0.09379106817605423,0.9051944758259747
102,2018-01-05 06:00:00,1541.0,1448.0,1276.0,31.0,456.0,2908.0,23812.0,11246.0,1542.0,44.0,0.0,196.0,373.0,3633.0,200.0,200.0,48506.0,0.08258772110666722,0.9165051746175731
103,2018-01-05 07:00:00,1555.0,1632.0,1253.0,29.0,459.0,3088.0,30384.0,11246.0,1581.0,44.0,0.0,186.0,366.0,3510.0,208.0,208.0,55333.0,0.07004861475069127,0.9291561997361429
104,2018-01-05 08:00:00,1583.0,1823.0,1523.0,35.0,461.0,3063.0,33498.0,11246.0,1561.0,44.0,1.0,186.0,380.0,3430.0,230.0,230.0,58834.0,0.06475847299180745,0.9344766631539586
105,2018-01-05 09:00:00,1590.0,1825.0,1553.0,36.0,466.0,3161.0,34407.0,11250.0,1559.0,44.0,12.0,188.0,348.0,3335.0,247.0,247.0,59774.0,0.06161541807474822,0.9374477197443705
106,2018-01-05 10:00:00,1589.0,1819.0,1776.0,38.0,465.0,3223.0,34965.0,11247.0,1553.0,44.0,46.0,183.0,307.0,3258.0,250.0,250.0,60513.0,0.05891296085138731,0.9395997554244543
107,2018-01-05 11:00:00,1604.0,1825.0,1849.0,39.0,481.0,3205.0,34814.0,11248.0,1591.0,44.0,66.0,192.0,148.0,3134.0,253.0,253.0,60240.0,0.05448207171314741,0.9436918990703851
108,2018-01-05 12:00:00,1704.0,1831.0,1926.0,44.0,484.0,3217.0,34649.0,11249.0,1634.0,44.0,82.0,198.0,116.0,3108.0,255.0,255.0,60286.0,0.05347841953355671,0.9444315429784693
109,2018-01-05 13:00:00,1789.0,1912.0,1960.0,43.0,478.0,3192.0,34587.0,11250.0,1614.0,44.0,71.0,203.0,183.0,3121.0,254.0,254.0,60447.0,0.054659453736331,0.9434380531705461
110,2018-01-05 14:00:00,1841.0,1905.0,1905.0,37.0,480.0,3147.0,34737.0,11252.0,1653.0,44.0,47.0,197.0,140.0,3101.0,254.0,254.0,60486.0,0.05358264722415104,0.9449128724002248
111,2018-01-05 15:00:00,1829.0,1937.0,1918.0,37.0,466.0,3201.0,35306.0,11250.0,1638.0,44.0,17.0,204.0,111.0,2999.0,254.0,254.0,60957.0,0.05101957117312204,0.9479797234115852
112,2018-01-05 16:00:00,1833.0,1894.0,1976.0,43.0,461.0,3205.0,35787.0,11250.0,1625.0,44.0,1.0,226.0,91.0,2899.0,256.0,256.0,61335.0,0.0487486753077362,0.95051764897693
113,2018-01-05 17:00:00,1891.0,1923.0,1972.0,43.0,461.0,3284.0,35704.0,11252.0,1627.0,44.0,0.0,225.0,118.0,2783.0,259.0,259.0,61327.0,0.047303797674759895,0.9519787369347922
114,2018-01-05 18:00:00,1900.0,1923.0,1950.0,37.0,460.0,3232.0,35121.0,11252.0,1626.0,44.0,0.0,225.0,78.0,2808.0,259.0,259.0,60656.0,0.04757979424953838,0.9516948034819309
115,2018-01-05 19:00:00,1816.0,1899.0,1871.0,32.0,455.0,3272.0,34049.0,11252.0,1642.0,44.0,0.0,219.0,80.0,2737.0,258.0,258.0,59368.0,0.047449804608543325,0.9518090553833715
116,2018-01-05 20:00:00,1684.0,1853.0,1681.0,29.0,450.0,3281.0,32164.0,11253.0,1634.0,44.0,0.0,202.0,60.0,2647.0,255.0,255.0,56982.0,0.04750623003755572,0.9517215962935663
117,2018-01-05 21:00:00,1651.0,1745.0,1597.0,28.0,433.0,3027.0,31057.0,11251.0,1624.0,44.0,0.0,200.0,65.0,2562.0,250.0,250.0,55284.0,0.04751826930034006,0.9516858403878157
118,2018-01-05 22:00:00,1641.0,1646.0,1461.0,25.0,426.0,2994.0,29106.0,11255.0,1604.0,44.0,0.0,197.0,79.0,2555.0,244.0,244.0,53033.0,0.049667188354420834,0.949503139554617
119,2018-01-05 23:00:00,1621.0,1597.0,1247.0,25.0,412.0,2796.0,26932.0,11256.0,1627.0,44.0,0.0,187.0,45.0,2575.0,241.0,241.0,50364.0,0.05202128504487332,0.9471050750536097
120,2018-01-06 00:00:00,1605.0,1467.0,1171.0,24.0,404.0,2686.0,24287.0,11257.0,1638.0,44.0,0.0,181.0,13.0,2505.0,233.0,233.0,47282.0,0.053254938454380105,0.9458144748530096
121,2018-01-06 01:00:00,1594.0,1435.0,1085.0,28.0,407.0,2599.0,21992.0,11259.0,1626.0,44.0,0.0,198.0,18.0,2448.0,224.0,224.0,44733.0,0.0551270873851519,0.9438892987280084
122,2018-01-06 02:00:00,1574.0,1410.0,1076.0,28.0,404.0,2573.0,20092.0,11261.0,1617.0,44.0,0.0,202.0,34.0,2517.0,215.0,215.0,42832.0,0.059558274187523345,0.9394144564811356
123,2018-01-06 03:00:00,1505.0,1409.0,1134.0,29.0,405.0,2567.0,19262.0,11261.0,1607.0,44.0,0.0,200.0,28.0,2566.0,207.0,207.0,42017.0,0.061736916010186355,0.9372158888069115
124,2018-01-06 04:00:00,1491.0,1448.0,1113.0,27.0,409.0,2576.0,20093.0,11257.0,1611.0,44.0,0.0,196.0,13.0,2672.0,202.0,202.0,42950.0,0.06251455180442375,0.9364610011641443
