Time,Inertia[GW],Total_production,Share_Wind,Share_Conv,month,day,hour
2016-01-01 00:00:00,224.0,44682.0,0.108880534,0.890045208,1.0,1.0,0.0
2016-01-01 01:00:00,220.0,43593.0,0.107723717,0.891198128,1.0,1.0,1.0
2016-01-01 02:00:00,213.0,42903.0,0.106239657,0.892664849,1.0,1.0,2.0
2016-01-01 03:00:00,211.0,42277.0,0.106582776,0.892305509,1.0,1.0,3.0
2016-01-01 04:00:00,208.0,42085.0,0.102768207,0.896115005,1.0,1.0,4.0
2016-01-01 05:00:00,208.0,42712.0,0.099854842,0.899044765,1.0,1.0,5.0
2016-01-01 06:00:00,208.0,42827.0,0.095033507,0.903869055,1.0,1.0,6.0
2016-01-01 07:00:00,209.0,44078.0,0.087980398,0.91095331,1.0,1.0,7.0
2016-01-01 08:00:00,212.0,45202.0,0.08249635,0.916463873,1.0,1.0,8.0
2016-01-01 09:00:00,215.0,46052.0,0.080973682,0.917853731,1.0,1.0,9.0
2016-01-01 10:00:00,220.0,47405.0,0.075667124,0.922645291,1.0,1.0,10.0
2016-01-01 11:00:00,224.0,48511.0,0.068891592,0.92877904,1.0,1.0,11.0
2016-01-01 12:00:00,229.0,49225.0,0.062813611,0.934606399,1.0,1.0,12.0
2016-01-01 13:00:00,233.0,49690.0,0.060374321,0.937391829,1.0,1.0,13.0
2016-01-01 14:00:00,236.0,50890.0,0.059834938,0.938593044,1.0,1.0,14.0
2016-01-01 15:00:00,239.0,52982.0,0.056358763,0.942640897,1.0,1.0,15.0
2016-01-01 16:00:00,244.0,54172.0,0.053237835,0.945913018,1.0,1.0,16.0
2016-01-01 17:00:00,247.0,54773.0,0.053676081,0.945484089,1.0,1.0,17.0
2016-01-01 18:00:00,250.0,54372.0,0.054807622,0.944346355,1.0,1.0,18.0
2016-01-01 19:00:00,250.0,52890.0,0.058177349,0.940971828,1.0,1.0,19.0
2016-01-01 20:00:00,247.0,51455.0,0.061296278,0.937848606,1.0,1.0,20.0
2016-01-01 21:00:00,243.0,50610.0,0.063643549,0.935427781,1.0,1.0,21.0
2016-01-01 22:00:00,240.0,48913.0,0.072823176,0.926215934,1.0,1.0,22.0
2016-01-01 23:00:00,235.0,47128.0,0.079910032,0.919113903,1.0,1.0,23.0
2016-01-02 00:00:00,229.0,45052.0,0.087587676,0.911391281,1.0,2.0,0.0
2016-01-02 01:00:00,222.0,43858.0,0.096402025,0.902571937,1.0,2.0,1.0
2016-01-02 02:00:00,215.0,41551.0,0.115207817,0.883709177,1.0,2.0,2.0
2016-01-02 03:00:00,207.0,39865.0,0.134077512,0.864793679,1.0,2.0,3.0
2016-01-02 04:00:00,197.0,39599.0,0.144927902,0.853935705,1.0,2.0,4.0
2016-01-02 05:00:00,192.0,40378.0,0.150477983,0.848407549,1.0,2.0,5.0
2016-01-02 06:00:00,192.0,41712.0,0.158467587,0.840453586,1.0,2.0,6.0
2016-01-02 07:00:00,194.0,44821.0,0.154034939,0.844961067,1.0,2.0,7.0
2016-01-02 08:00:00,197.0,48516.0,0.14945585,0.849616621,1.0,2.0,8.0
2016-01-02 09:00:00,211.0,50502.0,0.142370599,0.856698745,1.0,2.0,9.0
2016-01-02 10:00:00,220.0,52485.0,0.137639326,0.861350862,1.0,2.0,10.0
2016-01-02 11:00:00,227.0,53408.0,0.134755093,0.864289994,1.0,2.0,11.0
2016-01-02 12:00:00,231.0,53470.0,0.133495418,0.865550776,1.0,2.0,12.0
2016-01-02 13:00:00,233.0,53595.0,0.13180334,0.867207762,1.0,2.0,13.0
2016-01-02 14:00:00,233.0,54226.0,0.129200015,0.86989636,1.0,2.0,14.0
2016-01-02 15:00:00,234.0,55231.0,0.125056581,0.874164871,1.0,2.0,15.0
2016-01-02 16:00:00,236.0,56497.0,0.122165779,0.877002319,1.0,2.0,16.0
2016-01-02 17:00:00,238.0,57071.0,0.121340085,0.877818857,1.0,2.0,17.0
2016-01-02 18:00:00,242.0,56724.0,0.121430083,0.877723715,1.0,2.0,18.0
2016-01-02 19:00:00,242.0,55693.0,0.12209793,0.877040203,1.0,2.0,19.0
2016-01-02 20:00:00,241.0,54263.0,0.123601718,0.875532131,1.0,2.0,20.0
2016-01-02 21:00:00,237.0,53103.0,0.125774438,0.873340489,1.0,2.0,21.0
2016-01-02 22:00:00,234.0,51476.0,0.126000466,0.873086487,1.0,2.0,22.0
2016-01-02 23:00:00,232.0,49199.0,0.130896969,0.868147727,1.0,2.0,23.0
2016-01-03 00:00:00,226.0,47083.0,0.136333709,0.862646815,1.0,3.0,0.0
2016-01-03 01:00:00,218.0,45495.0,0.129025168,0.869941752,1.0,3.0,1.0
2016-01-03 02:00:00,210.0,45383.0,0.134808188,0.864156182,1.0,3.0,2.0
2016-01-03 03:00:00,209.0,45139.0,0.135359667,0.863599105,1.0,3.0,3.0
2016-01-03 04:00:00,208.0,44587.0,0.135891628,0.863076682,1.0,3.0,4.0
2016-01-03 05:00:00,207.0,45220.0,0.131910659,0.867027864,1.0,3.0,5.0
2016-01-03 06:00:00,207.0,45822.0,0.128911876,0.870040592,1.0,3.0,6.0
2016-01-03 07:00:00,210.0,47133.0,0.124350243,0.874652579,1.0,3.0,7.0
2016-01-03 08:00:00,216.0,48799.0,0.118096682,0.880960675,1.0,3.0,8.0
2016-01-03 09:00:00,220.0,51001.0,0.112664458,0.88611988,1.0,3.0,9.0
2016-01-03 10:00:00,225.0,53821.0,0.106036677,0.891919511,1.0,3.0,10.0
2016-01-03 11:00:00,232.0,54918.0,0.104592301,0.892603518,1.0,3.0,11.0
2016-01-03 12:00:00,240.0,55115.0,0.107048898,0.889848499,1.0,3.0,12.0
2016-01-03 13:00:00,241.0,55055.0,0.106148397,0.8910544,1.0,3.0,13.0
2016-01-03 14:00:00,239.0,55505.0,0.103486172,0.894676155,1.0,3.0,14.0
2016-01-03 15:00:00,240.0,56876.0,0.099690555,0.899360011,1.0,3.0,15.0
2016-01-03 16:00:00,241.0,58502.0,0.09799665,0.901251239,1.0,3.0,16.0
2016-01-03 17:00:00,247.0,59061.0,0.099287178,0.899950898,1.0,3.0,17.0
2016-01-03 18:00:00,251.0,58282.0,0.101249099,0.897978793,1.0,3.0,18.0
2016-01-03 19:00:00,251.0,57143.0,0.10401974,0.895227762,1.0,3.0,19.0
2016-01-03 20:00:00,248.0,55947.0,0.103329937,0.895883604,1.0,3.0,20.0
2016-01-03 21:00:00,246.0,54943.0,0.105582149,0.893617021,1.0,3.0,21.0
2016-01-03 22:00:00,243.0,53084.0,0.110598297,0.888572828,1.0,3.0,22.0
2016-01-03 23:00:00,240.0,50430.0,0.117985326,0.881142177,1.0,3.0,23.0
2016-01-04 00:00:00,234.0,48291.0,0.123149241,0.875939616,1.0,4.0,0.0
2016-01-04 01:00:00,223.0,47612.0,0.125346551,0.873729312,1.0,4.0,1.0
2016-01-04 02:00:00,215.0,47393.0,0.128415589,0.870634904,1.0,4.0,2.0
2016-01-04 03:00:00,214.0,47493.0,0.130313941,0.868780662,1.0,4.0,3.0
2016-01-04 04:00:00,214.0,48131.0,0.128046373,0.871081008,1.0,4.0,4.0
2016-01-04 05:00:00,216.0,50735.0,0.12240071,0.876909431,1.0,4.0,5.0
2016-01-04 06:00:00,221.0,56150.0,0.111184328,0.888174533,1.0,4.0,6.0
2016-01-04 07:00:00,236.0,61025.0,0.100680049,0.898648095,1.0,4.0,7.0
2016-01-04 08:00:00,252.0,62872.0,0.098263138,0.901021122,1.0,4.0,8.0
2016-01-04 09:00:00,262.0,63053.0,0.097457694,0.901416269,1.0,4.0,9.0
2016-01-04 10:00:00,264.0,63337.0,0.098267995,0.899553184,1.0,4.0,10.0
2016-01-04 11:00:00,265.0,63337.0,0.100557336,0.896221798,1.0,4.0,11.0
2016-01-04 12:00:00,266.0,63093.0,0.10270553,0.893649058,1.0,4.0,12.0
2016-01-04 13:00:00,265.0,62971.0,0.101808769,0.894967525,1.0,4.0,13.0
2016-01-04 14:00:00,264.0,62905.0,0.10121612,0.89662189,1.0,4.0,14.0
2016-01-04 15:00:00,264.0,63628.0,0.099358773,0.899651097,1.0,4.0,15.0
2016-01-04 16:00:00,265.0,64521.0,0.09775112,0.901566932,1.0,4.0,16.0
2016-01-04 17:00:00,267.0,64806.0,0.0981082,0.90119742,1.0,4.0,17.0
2016-01-04 18:00:00,269.0,63237.0,0.099372203,0.899916188,1.0,4.0,18.0
2016-01-04 19:00:00,270.0,62012.0,0.098932465,0.900357995,1.0,4.0,19.0
2016-01-04 20:00:00,266.0,60290.0,0.098905291,0.900348316,1.0,4.0,20.0
2016-01-04 21:00:00,263.0,58508.0,0.097439666,0.901791208,1.0,4.0,21.0
2016-01-04 22:00:00,259.0,55930.0,0.098301448,0.900893975,1.0,4.0,22.0
2016-01-04 23:00:00,254.0,53311.0,0.101123596,0.898032301,1.0,4.0,23.0
2016-01-05 00:00:00,247.0,51692.0,0.102278883,0.896850576,1.0,5.0,0.0
2016-01-05 01:00:00,240.0,50722.0,0.102283033,0.896829778,1.0,5.0,1.0
2016-01-05 02:00:00,232.0,50427.0,0.102504611,0.89660301,1.0,5.0,2.0
2016-01-05 03:00:00,230.0,50342.0,0.101962576,0.897163402,1.0,5.0,3.0
2016-01-05 04:00:00,231.0,51327.0,0.09990843,0.899214838,1.0,5.0,4.0
2016-01-05 05:00:00,232.0,53705.0,0.093752909,0.90540918,1.0,5.0,5.0
2016-01-05 06:00:00,241.0,57802.0,0.089252967,0.909968513,1.0,5.0,6.0
2016-01-05 07:00:00,251.0,62406.0,0.083501586,0.915777329,1.0,5.0,7.0
2016-01-05 08:00:00,265.0,64137.0,0.078379095,0.920981649,1.0,5.0,8.0
2016-01-05 09:00:00,274.0,64221.0,0.075691752,0.923405117,1.0,5.0,9.0
2016-01-05 10:00:00,276.0,64163.0,0.074279569,0.924021632,1.0,5.0,10.0
2016-01-05 11:00:00,276.0,64003.0,0.073605925,0.923925441,1.0,5.0,11.0
2016-01-05 12:00:00,275.0,63490.0,0.074043156,0.92309025,1.0,5.0,12.0
2016-01-05 13:00:00,274.0,63189.0,0.074522464,0.922644764,1.0,5.0,13.0
2016-01-05 14:00:00,274.0,63169.0,0.072013171,0.92600801,1.0,5.0,14.0
2016-01-05 15:00:00,274.0,63534.0,0.069742185,0.92925048,1.0,5.0,15.0
2016-01-05 16:00:00,276.0,64874.0,0.066081943,0.933239819,1.0,5.0,16.0
2016-01-05 17:00:00,278.0,65311.0,0.06603788,0.933303731,1.0,5.0,17.0
2016-01-05 18:00:00,282.0,64694.0,0.067796086,0.931554704,1.0,5.0,18.0
2016-01-05 19:00:00,280.0,63388.0,0.067662649,0.931658989,1.0,5.0,19.0
2016-01-05 20:00:00,277.0,61339.0,0.067379644,0.931919334,1.0,5.0,20.0
2016-01-05 21:00:00,275.0,60389.0,0.065624534,0.933679975,1.0,5.0,21.0
2016-01-05 22:00:00,271.0,58663.0,0.064146055,0.935137992,1.0,5.0,22.0
2016-01-05 23:00:00,268.0,55868.0,0.064491301,0.934739028,1.0,5.0,23.0
2016-01-06 00:00:00,262.0,54400.0,0.065661765,0.933566176,1.0,6.0,0.0
2016-01-06 01:00:00,255.0,53594.0,0.064130313,0.935048699,1.0,6.0,1.0
2016-01-06 02:00:00,250.0,52978.0,0.059628525,0.939540942,1.0,6.0,2.0
2016-01-06 03:00:00,248.0,53193.0,0.060835072,0.938337751,1.0,6.0,3.0
2016-01-06 04:00:00,247.0,53988.0,0.060087427,0.939227236,1.0,6.0,4.0
2016-01-06 05:00:00,249.0,55194.0,0.058267203,0.941116788,1.0,6.0,5.0
2016-01-06 06:00:00,253.0,58123.0,0.055778263,0.94363677,1.0,6.0,6.0
2016-01-06 07:00:00,260.0,61604.0,0.050435037,0.948996818,1.0,6.0,7.0
2016-01-06 08:00:00,274.0,62869.0,0.04638216,0.953045221,1.0,6.0,8.0
2016-01-06 09:00:00,276.0,63125.0,0.044530693,0.954693069,1.0,6.0,9.0
2016-01-06 10:00:00,277.0,63430.0,0.043528299,0.955084345,1.0,6.0,10.0
2016-01-06 11:00:00,279.0,64206.0,0.051397066,0.946671651,1.0,6.0,11.0
2016-01-06 12:00:00,278.0,63473.0,0.040741733,0.957084115,1.0,6.0,12.0
2016-01-06 13:00:00,278.0,63355.0,0.042380238,0.955630968,1.0,6.0,13.0
2016-01-06 14:00:00,278.0,64126.0,0.041418457,0.957146867,1.0,6.0,14.0
2016-01-06 15:00:00,281.0,64642.0,0.043377371,0.955818199,1.0,6.0,15.0
2016-01-06 16:00:00,285.0,65351.0,0.046671053,0.952732169,1.0,6.0,16.0
2016-01-06 17:00:00,285.0,65913.0,0.048943304,0.950465007,1.0,6.0,17.0
2016-01-06 18:00:00,286.0,65026.0,0.051317934,0.948082306,1.0,6.0,18.0
2016-01-06 19:00:00,282.0,65037.0,0.052539324,0.946845642,1.0,6.0,19.0
2016-01-06 20:00:00,281.0,64216.0,0.054721565,0.944655538,1.0,6.0,20.0
2016-01-06 21:00:00,281.0,62861.0,0.055710218,0.943685274,1.0,6.0,21.0
2016-01-06 22:00:00,278.0,60736.0,0.05808746,0.941253952,1.0,6.0,22.0
2016-01-06 23:00:00,274.0,58216.0,0.058420366,0.940892538,1.0,6.0,23.0
2016-01-07 00:00:00,267.0,56730.0,0.058804865,0.940472413,1.0,7.0,0.0
2016-01-07 01:00:00,260.0,55813.0,0.057549316,0.941751922,1.0,7.0,1.0
2016-01-07 02:00:00,256.0,55133.0,0.061288158,0.938058876,1.0,7.0,2.0
2016-01-07 03:00:00,254.0,55268.0,0.062296446,0.937052182,1.0,7.0,3.0
2016-01-07 04:00:00,252.0,56101.0,0.059891981,0.93946632,1.0,7.0,4.0
2016-01-07 05:00:00,254.0,57682.0,0.059724004,0.939651884,1.0,7.0,5.0
2016-01-07 06:00:00,257.0,61561.0,0.057536427,0.941846299,1.0,7.0,6.0
2016-01-07 07:00:00,271.0,65012.0,0.053497816,0.945886913,1.0,7.0,7.0
2016-01-07 08:00:00,282.0,65928.0,0.053421915,0.945971363,1.0,7.0,8.0
2016-01-07 09:00:00,288.0,65792.0,0.056891415,0.942318215,1.0,7.0,9.0
2016-01-07 10:00:00,286.0,65770.0,0.062596929,0.936095484,1.0,7.0,10.0
2016-01-07 11:00:00,280.0,65783.0,0.067722664,0.930711582,1.0,7.0,11.0
2016-01-07 12:00:00,280.0,65767.0,0.069122812,0.929052564,1.0,7.0,12.0
2016-01-07 13:00:00,279.0,65952.0,0.06864083,0.929827754,1.0,7.0,13.0
2016-01-07 14:00:00,281.0,65637.0,0.071468836,0.927540869,1.0,7.0,14.0
2016-01-07 15:00:00,280.0,65884.0,0.07513205,0.924200109,1.0,7.0,15.0
2016-01-07 16:00:00,278.0,66343.0,0.079088977,0.920293023,1.0,7.0,16.0
2016-01-07 17:00:00,279.0,66798.0,0.083550406,0.915850774,1.0,7.0,17.0
2016-01-07 18:00:00,280.0,65955.0,0.087802289,0.911576075,1.0,7.0,18.0
2016-01-07 19:00:00,279.0,65029.0,0.088729644,0.910655246,1.0,7.0,19.0
2016-01-07 20:00:00,275.0,63888.0,0.091347358,0.908010894,1.0,7.0,20.0
2016-01-07 21:00:00,273.0,62135.0,0.094182023,0.905206405,1.0,7.0,21.0
2016-01-07 22:00:00,268.0,59908.0,0.098067036,0.901265273,1.0,7.0,22.0
2016-01-07 23:00:00,263.0,57537.0,0.104610946,0.89474599,1.0,7.0,23.0
2016-01-08 00:00:00,257.0,54734.0,0.115979099,0.883344904,1.0,8.0,0.0
2016-01-08 01:00:00,246.0,52554.0,0.122255204,0.877040758,1.0,8.0,1.0
2016-01-08 02:00:00,238.0,52020.0,0.124106113,0.875201845,1.0,8.0,2.0
2016-01-08 03:00:00,234.0,51898.0,0.123839069,0.875486531,1.0,8.0,3.0
2016-01-08 04:00:00,232.0,52195.0,0.121754957,0.877536162,1.0,8.0,4.0
2016-01-08 05:00:00,233.0,54907.0,0.114229515,0.885114831,1.0,8.0,5.0
2016-01-08 06:00:00,237.0,60501.0,0.095948827,0.903439613,1.0,8.0,6.0
2016-01-08 07:00:00,250.0,64674.0,0.089804249,0.909592727,1.0,8.0,7.0
2016-01-08 08:00:00,269.0,66141.0,0.087404182,0.912006169,1.0,8.0,8.0
2016-01-08 09:00:00,274.0,66515.0,0.085048485,0.914335112,1.0,8.0,9.0
2016-01-08 10:00:00,275.0,66249.0,0.082461622,0.916798744,1.0,8.0,10.0
2016-01-08 11:00:00,278.0,65748.0,0.077127821,0.922035651,1.0,8.0,11.0
2016-01-08 12:00:00,277.0,64808.0,0.072984817,0.926120232,1.0,8.0,12.0
2016-01-08 13:00:00,277.0,64194.0,0.069399009,0.929744213,1.0,8.0,13.0
2016-01-08 14:00:00,275.0,64365.0,0.064211916,0.934995727,1.0,8.0,14.0
2016-01-08 15:00:00,276.0,64917.0,0.058366838,0.940939969,1.0,8.0,15.0
2016-01-08 16:00:00,277.0,65334.0,0.054504546,0.94486791,1.0,8.0,16.0
2016-01-08 17:00:00,277.0,65589.0,0.049078352,0.950296544,1.0,8.0,17.0
2016-01-08 18:00:00,278.0,65311.0,0.045520663,0.953820949,1.0,8.0,18.0
2016-01-08 19:00:00,279.0,64109.0,0.041460637,0.95786863,1.0,8.0,19.0
2016-01-08 20:00:00,279.0,62226.0,0.037685212,0.961639829,1.0,8.0,20.0
2016-01-08 21:00:00,277.0,60288.0,0.035131369,0.964205149,1.0,8.0,21.0
2016-01-08 22:00:00,273.0,58254.0,0.0333196,0.966010918,1.0,8.0,22.0
2016-01-08 23:00:00,271.0,56155.0,0.033282878,0.966022616,1.0,8.0,23.0
2016-01-09 00:00:00,266.0,54436.0,0.035730032,0.963553531,1.0,9.0,0.0
2016-01-09 01:00:00,257.0,53272.0,0.03677354,0.962494369,1.0,9.0,1.0
2016-01-09 02:00:00,255.0,52459.0,0.037324387,0.961913113,1.0,9.0,2.0
2016-01-09 03:00:00,249.0,51790.0,0.037806526,0.961421124,1.0,9.0,3.0
2016-01-09 04:00:00,248.0,51197.0,0.037267809,0.961950896,1.0,9.0,4.0
2016-01-09 05:00:00,246.0,52220.0,0.03996553,0.95924933,1.0,9.0,5.0
2016-01-09 06:00:00,246.0,53667.0,0.040229564,0.959006466,1.0,9.0,6.0
2016-01-09 07:00:00,250.0,56728.0,0.04065012,0.958627133,1.0,9.0,7.0
2016-01-09 08:00:00,256.0,58823.0,0.038624348,0.960678646,1.0,9.0,8.0
2016-01-09 09:00:00,266.0,60566.0,0.038800647,0.960390318,1.0,9.0,9.0
2016-01-09 10:00:00,271.0,61418.0,0.039760331,0.959230193,1.0,9.0,10.0
2016-01-09 11:00:00,275.0,61721.0,0.040294227,0.958393416,1.0,9.0,11.0
2016-01-09 12:00:00,275.0,61456.0,0.038515361,0.960117808,1.0,9.0,12.0
2016-01-09 13:00:00,275.0,61443.0,0.035984571,0.962762235,1.0,9.0,13.0
2016-01-09 14:00:00,276.0,61583.0,0.036617248,0.962343504,1.0,9.0,14.0
2016-01-09 15:00:00,276.0,61988.0,0.037910563,0.96136349,1.0,9.0,15.0
2016-01-09 16:00:00,275.0,63050.0,0.039571768,0.959793814,1.0,9.0,16.0
2016-01-09 17:00:00,276.0,63840.0,0.043013784,0.956359649,1.0,9.0,17.0
2016-01-09 18:00:00,277.0,63184.0,0.047923525,0.95145923,1.0,9.0,18.0
2016-01-09 19:00:00,278.0,61769.0,0.05085075,0.948501676,1.0,9.0,19.0
2016-01-09 20:00:00,275.0,59910.0,0.052562177,0.946803539,1.0,9.0,20.0
2016-01-09 21:00:00,271.0,58598.0,0.055274924,0.944042459,1.0,9.0,21.0
2016-01-09 22:00:00,265.0,56956.0,0.058027249,0.941288012,1.0,9.0,22.0
2016-01-09 23:00:00,262.0,54824.0,0.06637604,0.932912593,1.0,9.0,23.0
2016-01-10 00:00:00,255.0,50707.0,0.078253496,0.920957659,1.0,10.0,0.0
2016-01-10 01:00:00,247.0,48207.0,0.088493372,0.910697617,1.0,10.0,1.0
2016-01-10 02:00:00,234.0,47324.0,0.095279351,0.903896543,1.0,10.0,2.0
2016-01-10 03:00:00,228.0,47037.0,0.0996237,0.899547165,1.0,10.0,3.0
2016-01-10 04:00:00,226.0,47019.0,0.103128523,0.896020758,1.0,10.0,4.0
2016-01-10 05:00:00,225.0,47514.0,0.107526203,0.89163194,1.0,10.0,5.0
2016-01-10 06:00:00,226.0,48416.0,0.11254544,0.886628387,1.0,10.0,6.0
2016-01-10 07:00:00,226.0,49658.0,0.11603367,0.88316082,1.0,10.0,7.0
2016-01-10 08:00:00,229.0,51432.0,0.117319956,0.881902318,1.0,10.0,8.0
2016-01-10 09:00:00,234.0,53513.0,0.114701101,0.884457982,1.0,10.0,9.0
2016-01-10 10:00:00,238.0,56379.0,0.111353518,0.887777364,1.0,10.0,10.0
2016-01-10 11:00:00,246.0,58282.0,0.108335335,0.890806767,1.0,10.0,11.0
2016-01-10 12:00:00,251.0,58386.0,0.103055527,0.896070976,1.0,10.0,12.0
2016-01-10 13:00:00,255.0,57369.0,0.095800868,0.903362443,1.0,10.0,13.0
2016-01-10 14:00:00,254.0,57139.0,0.091321164,0.907891283,1.0,10.0,14.0
2016-01-10 15:00:00,253.0,58538.0,0.089104513,0.910195087,1.0,10.0,15.0
2016-01-10 16:00:00,255.0,60748.0,0.085566603,0.913774939,1.0,10.0,16.0
2016-01-10 17:00:00,260.0,62337.0,0.080177102,0.919181225,1.0,10.0,17.0
2016-01-10 18:00:00,268.0,61598.0,0.073005617,0.926345011,1.0,10.0,18.0
2016-01-10 19:00:00,269.0,60501.0,0.067321201,0.932017653,1.0,10.0,19.0
2016-01-10 20:00:00,268.0,58848.0,0.065779636,0.933523654,1.0,10.0,20.0
2016-01-10 21:00:00,264.0,57388.0,0.064787063,0.934498501,1.0,10.0,21.0
2016-01-10 22:00:00,258.0,55556.0,0.064061488,0.935182519,1.0,10.0,22.0
2016-01-10 23:00:00,255.0,52819.0,0.066661618,0.932543214,1.0,10.0,23.0
2016-01-11 00:00:00,248.0,50296.0,0.06795769,0.931207253,1.0,11.0,0.0
2016-01-11 01:00:00,242.0,47733.0,0.068673664,0.930467392,1.0,11.0,1.0
2016-01-11 02:00:00,236.0,46798.0,0.069148254,0.92997564,1.0,11.0,2.0
2016-01-11 03:00:00,231.0,46227.0,0.064031843,0.935102862,1.0,11.0,3.0
2016-01-11 04:00:00,230.0,47455.0,0.062438099,0.936782215,1.0,11.0,4.0
2016-01-11 05:00:00,230.0,51887.0,0.057047045,0.942316958,1.0,11.0,5.0
2016-01-11 06:00:00,236.0,58673.0,0.048710651,0.950624648,1.0,11.0,6.0
2016-01-11 07:00:00,248.0,62894.0,0.046538621,0.952809489,1.0,11.0,7.0
2016-01-11 08:00:00,270.0,63380.0,0.04567687,0.953676239,1.0,11.0,8.0
2016-01-11 09:00:00,276.0,62912.0,0.042742243,0.956478891,1.0,11.0,9.0
2016-01-11 10:00:00,273.0,62800.0,0.041226115,0.95772293,1.0,11.0,10.0
2016-01-11 11:00:00,273.0,62617.0,0.040164811,0.958637431,1.0,11.0,11.0
2016-01-11 12:00:00,273.0,62409.0,0.037799035,0.961111378,1.0,11.0,12.0
2016-01-11 13:00:00,273.0,62770.0,0.035096384,0.963884021,1.0,11.0,13.0
2016-01-11 14:00:00,273.0,62660.0,0.034184488,0.964953718,1.0,11.0,14.0
2016-01-11 15:00:00,273.0,62708.0,0.034987561,0.964294827,1.0,11.0,15.0
2016-01-11 16:00:00,274.0,62472.0,0.036880522,0.962463184,1.0,11.0,16.0
2016-01-11 17:00:00,273.0,62045.0,0.039294061,0.960045129,1.0,11.0,17.0
2016-01-11 18:00:00,271.0,61608.0,0.039816258,0.959518244,1.0,11.0,18.0
2016-01-11 19:00:00,269.0,60897.0,0.044140105,0.955186627,1.0,11.0,19.0
2016-01-11 20:00:00,270.0,59595.0,0.046597869,0.952697374,1.0,11.0,20.0
2016-01-11 21:00:00,271.0,58206.0,0.047881662,0.951396763,1.0,11.0,21.0
2016-01-11 22:00:00,269.0,55295.0,0.052843838,0.9463966,1.0,11.0,22.0
2016-01-11 23:00:00,263.0,51878.0,0.056902733,0.942287675,1.0,11.0,23.0
2016-01-12 00:00:00,253.0,49043.0,0.060661053,0.938482556,1.0,12.0,0.0
2016-01-12 01:00:00,244.0,46905.0,0.065110329,0.933994244,1.0,12.0,1.0
2016-01-12 02:00:00,234.0,45356.0,0.067620601,0.931453391,1.0,12.0,2.0
2016-01-12 03:00:00,228.0,44284.0,0.069054286,0.92999729,1.0,12.0,3.0
2016-01-12 04:00:00,225.0,45803.0,0.065039408,0.934087287,1.0,12.0,4.0
2016-01-12 05:00:00,224.0,50106.0,0.056779627,0.942402108,1.0,12.0,5.0
2016-01-12 06:00:00,232.0,57084.0,0.049856352,0.949425408,1.0,12.0,6.0
2016-01-12 07:00:00,248.0,62293.0,0.046506028,0.952867898,1.0,12.0,7.0
2016-01-12 08:00:00,269.0,62680.0,0.046617741,0.952823867,1.0,12.0,8.0
2016-01-12 09:00:00,276.0,62081.0,0.047647428,0.95172436,1.0,12.0,9.0
2016-01-12 10:00:00,275.0,61820.0,0.046910385,0.952232287,1.0,12.0,10.0
2016-01-12 11:00:00,276.0,61771.0,0.046138155,0.952874326,1.0,12.0,11.0
2016-01-12 12:00:00,265.0,62000.0,0.047,0.951983871,1.0,12.0,12.0
2016-01-12 13:00:00,264.0,62170.0,0.048190446,0.950812289,1.0,12.0,13.0
2016-01-12 14:00:00,265.0,62113.0,0.048508364,0.950606153,1.0,12.0,14.0
2016-01-12 15:00:00,265.0,62032.0,0.049538948,0.94973562,1.0,12.0,15.0
2016-01-12 16:00:00,264.0,62162.0,0.050851002,0.948473344,1.0,12.0,16.0
2016-01-12 17:00:00,264.0,62019.0,0.052629033,0.946726003,1.0,12.0,17.0
2016-01-12 18:00:00,264.0,62220.0,0.053326905,0.946030215,1.0,12.0,18.0
2016-01-12 19:00:00,264.0,61542.0,0.055214325,0.944135712,1.0,12.0,19.0
2016-01-12 20:00:00,263.0,60161.0,0.058409933,0.940925184,1.0,12.0,20.0
2016-01-12 21:00:00,262.0,58802.0,0.062055712,0.937281045,1.0,12.0,21.0
2016-01-12 22:00:00,260.0,56555.0,0.068375917,0.930934489,1.0,12.0,22.0
2016-01-12 23:00:00,256.0,53330.0,0.074029627,0.925220326,1.0,12.0,23.0
2016-01-13 00:00:00,248.0,50240.0,0.08107086,0.918113057,1.0,13.0,0.0
2016-01-13 01:00:00,236.0,47566.0,0.088802926,0.910335113,1.0,13.0,1.0
2016-01-13 02:00:00,226.0,46165.0,0.094768764,0.904364779,1.0,13.0,2.0
2016-01-13 03:00:00,219.0,46132.0,0.093622648,0.905510275,1.0,13.0,3.0
2016-01-13 04:00:00,216.0,47785.0,0.08753793,0.91160406,1.0,13.0,4.0
2016-01-13 05:00:00,218.0,52043.0,0.078953942,0.920277463,1.0,13.0,5.0
2016-01-13 06:00:00,225.0,58802.0,0.068994252,0.930342505,1.0,13.0,6.0
2016-01-13 07:00:00,242.0,62816.0,0.062595517,0.936783622,1.0,13.0,7.0
2016-01-13 08:00:00,260.0,63457.0,0.060781316,0.938604094,1.0,13.0,8.0
2016-01-13 09:00:00,264.0,63123.0,0.058393929,0.940829808,1.0,13.0,9.0
2016-01-13 10:00:00,264.0,63538.0,0.053086342,0.945764739,1.0,13.0,10.0
2016-01-13 11:00:00,264.0,62799.0,0.049331996,0.949139318,1.0,13.0,11.0
2016-01-13 12:00:00,267.0,62224.0,0.046429031,0.95175495,1.0,13.0,12.0
2016-01-13 13:00:00,265.0,62106.0,0.046291824,0.951969214,1.0,13.0,13.0
2016-01-13 14:00:00,264.0,62265.0,0.046751787,0.951979443,1.0,13.0,14.0
