Time,Biomass[MW],FossilGas[MW],FossilHardcoal[MW],FossilOil[MW],FossilPeat[MW],HydroRun-of-riverandpoundage[MW],HydroWaterReservoir[MW],Nuclear[MW],Other[MW],Otherrenewable[MW],Solar[MW],Waste[MW],WindOffshore[MW],WindOnshore[MW],Inertia[GW],Total_production,Share_Wind,Share_Conv
2017-02-02 17:00:00,1859.0,1837.0,2485.0,135.0,879.0,3331.0,34360.0,11876.0,1862.0,39.0,0.0,228.0,849.0,2435.0,272.0,62175.0,0.05281865701648573,0.9465540812223563
2017-02-02 18:00:00,1894.0,1807.0,2385.0,140.0,883.0,3292.0,33456.0,11889.0,1838.0,30.0,0.0,229.0,868.0,2466.0,274.0,61177.0,0.05449760530918482,0.9450120143191069
2017-02-02 19:00:00,1853.0,1722.0,2254.0,135.0,825.0,3008.0,32630.0,11896.0,1811.0,30.0,0.0,219.0,890.0,2574.0,274.0,59847.0,0.05788092970407874,0.9416177920363594
2017-02-02 20:00:00,1771.0,1595.0,1917.0,134.0,684.0,2632.0,31208.0,11897.0,1799.0,30.0,0.0,208.0,903.0,2674.0,269.0,57452.0,0.062260669776509084,0.9372171551904198
2017-02-02 21:00:00,1685.0,1601.0,1904.0,139.0,612.0,2589.0,29390.0,11900.0,1778.0,30.0,0.0,204.0,879.0,2608.0,264.0,55319.0,0.06303440047723205,0.9364232903703972
2017-02-02 22:00:00,1661.0,1583.0,1858.0,140.0,589.0,2350.0,27183.0,11907.0,1756.0,30.0,0.0,183.0,764.0,2406.0,260.0,52410.0,0.06048464033581378,0.9389429498187368
2017-02-02 23:00:00,1757.0,1531.0,1797.0,132.0,569.0,2202.0,24582.0,11913.0,1763.0,30.0,0.0,200.0,829.0,2396.0,252.0,49701.0,0.0648880304219231,0.9345083599927567
2017-02-03 00:00:00,1682.0,1514.0,1697.0,135.0,559.0,2172.0,21767.0,11915.0,1753.0,35.0,0.0,205.0,762.0,2332.0,242.0,46528.0,0.06649759284731774,0.9327501719394773
2017-02-03 01:00:00,1846.0,1554.0,1749.0,136.0,557.0,2129.0,20970.0,11914.0,1746.0,38.0,0.0,206.0,723.0,2280.0,233.0,45848.0,0.06549904030710173,0.9336721340080265
2017-02-03 02:00:00,1821.0,1553.0,1746.0,134.0,556.0,2123.0,20636.0,11920.0,1746.0,42.0,0.0,205.0,785.0,2139.0,226.0,45406.0,0.06439677575650796,0.9346782363564287
2017-02-03 03:00:00,1726.0,1554.0,1739.0,134.0,557.0,2131.0,20822.0,11927.0,1750.0,40.0,0.0,203.0,825.0,2091.0,224.0,45499.0,0.06408932064440977,0.9350315391547067
2017-02-03 04:00:00,1719.0,1542.0,1692.0,133.0,589.0,2204.0,22231.0,11924.0,1754.0,37.0,0.0,203.0,892.0,2189.0,223.0,47109.0,0.0654015156339553,0.9338130718121803
2017-02-03 05:00:00,1755.0,1560.0,1907.0,133.0,706.0,2459.0,24972.0,11920.0,1768.0,37.0,0.0,196.0,884.0,2285.0,225.0,50582.0,0.0626507453244237,0.9366177691668973
2017-02-03 06:00:00,1813.0,1605.0,2196.0,138.0,854.0,2896.0,29389.0,11919.0,1822.0,34.0,0.0,198.0,866.0,2284.0,235.0,56014.0,0.05623594101474631,0.9431570678758882
2017-02-03 07:00:00,1980.0,1718.0,2355.0,139.0,902.0,3092.0,33007.0,11918.0,1858.0,37.0,0.0,200.0,820.0,2182.0,247.0,60208.0,0.04986048365665692,0.9495249800690938
2017-02-03 08:00:00,1954.0,1775.0,2424.0,141.0,897.0,3220.0,33753.0,11919.0,1866.0,36.0,1.0,200.0,792.0,2116.0,264.0,61094.0,0.0475987822044718,0.95179559367532
2017-02-03 09:00:00,1987.0,1734.0,2483.0,144.0,879.0,3311.0,33962.0,11916.0,1877.0,35.0,11.0,203.0,717.0,1987.0,270.0,61246.0,0.04414982202919374,0.955099108513209
2017-02-03 10:00:00,1964.0,1721.0,2460.0,259.0,857.0,3354.0,34122.0,11915.0,1883.0,33.0,24.0,208.0,724.0,1935.0,271.0,61459.0,0.04326461543468003,0.9558079369986495
2017-02-03 11:00:00,1896.0,1742.0,2448.0,342.0,817.0,3098.0,34018.0,11916.0,1881.0,33.0,31.0,210.0,750.0,1782.0,272.0,60964.0,0.04153270782757037,0.9574174922905321
2017-02-03 12:00:00,1903.0,1710.0,2391.0,168.0,788.0,2894.0,33794.0,11915.0,1870.0,33.0,37.0,208.0,678.0,1606.0,271.0,59995.0,0.03806983915326277,0.9607633969497458
2017-02-03 13:00:00,1856.0,1737.0,2397.0,137.0,790.0,3082.0,33193.0,11916.0,1867.0,31.0,31.0,209.0,650.0,1541.0,271.0,59437.0,0.036862560358026146,0.9620943183538873
2017-02-03 14:00:00,1952.0,1829.0,2394.0,141.0,863.0,3122.0,32879.0,11915.0,1863.0,34.0,22.0,210.0,610.0,1497.0,270.0,59331.0,0.035512632519256376,0.9635435101380392
2017-02-03 15:00:00,1958.0,1851.0,2406.0,139.0,869.0,3038.0,33083.0,11916.0,1858.0,34.0,8.0,211.0,587.0,1554.0,270.0,59512.0,0.035975937626025,0.9633183223551552
2017-02-03 16:00:00,1988.0,1866.0,2551.0,139.0,900.0,3184.0,33375.0,11916.0,1730.0,34.0,1.0,210.0,517.0,1527.0,270.0,59938.0,0.03410190530214555,0.9653141579632287
2017-02-03 17:00:00,2069.0,1876.0,2691.0,140.0,891.0,3172.0,34049.0,11916.0,1707.0,34.0,0.0,209.0,481.0,1519.0,272.0,60754.0,0.03291964315106824,0.9665207229153636
2017-02-03 18:00:00,1910.0,1842.0,2570.0,139.0,859.0,3044.0,33385.0,11915.0,1699.0,35.0,0.0,211.0,533.0,1522.0,273.0,59664.0,0.034442880128720835,0.9649705014749262
2017-02-03 19:00:00,1816.0,1801.0,2387.0,139.0,770.0,2679.0,32333.0,11916.0,1671.0,39.0,0.0,209.0,606.0,1530.0,272.0,57896.0,0.036893740500207266,0.9624326378333563
2017-02-03 20:00:00,1807.0,1728.0,1992.0,137.0,636.0,2424.0,30093.0,11917.0,1698.0,39.0,0.0,206.0,648.0,1632.0,269.0,54957.0,0.041486980730389214,0.957803373546591
2017-02-03 21:00:00,1794.0,1574.0,1865.0,135.0,576.0,2360.0,28372.0,11921.0,1703.0,41.0,0.0,205.0,663.0,1702.0,263.0,52911.0,0.04469769991117159,0.9545274139592901
2017-02-03 22:00:00,1793.0,1539.0,1721.0,135.0,565.0,2116.0,26571.0,11920.0,1721.0,41.0,0.0,205.0,656.0,1688.0,255.0,50671.0,0.04625920151565985,0.9529316571609007
2017-02-03 23:00:00,1773.0,1514.0,1699.0,136.0,556.0,2046.0,24277.0,11919.0,1728.0,42.0,0.0,202.0,660.0,1724.0,248.0,48276.0,0.04938271604938271,0.9497472864363244
2017-02-04 00:00:00,1678.0,1521.0,1653.0,136.0,550.0,2101.0,21911.0,11923.0,1781.0,42.0,0.0,202.0,668.0,1763.0,242.0,45929.0,0.05292952165298613,0.9461560234274641
2017-02-04 01:00:00,1643.0,1505.0,1634.0,136.0,553.0,2124.0,20660.0,11923.0,1786.0,45.0,0.0,202.0,696.0,1794.0,232.0,44701.0,0.055703451824343976,0.9432898592872643
2017-02-04 02:00:00,1628.0,1500.0,1632.0,135.0,551.0,2056.0,20082.0,11921.0,1793.0,43.0,0.0,201.0,745.0,1857.0,226.0,44144.0,0.058943457774556,0.9400824574121058
2017-02-04 03:00:00,1623.0,1496.0,1658.0,136.0,550.0,2016.0,19867.0,11921.0,1783.0,45.0,0.0,204.0,712.0,1943.0,223.0,43954.0,0.06040405878873368,0.9385721436046777
2017-02-04 04:00:00,1651.0,1501.0,1619.0,135.0,551.0,1925.0,20006.0,11922.0,1797.0,46.0,0.0,205.0,723.0,1982.0,222.0,44063.0,0.061389374304972426,0.9375666659101741
2017-02-04 05:00:00,1651.0,1515.0,1710.0,129.0,561.0,2003.0,20729.0,11922.0,1806.0,43.0,0.0,200.0,749.0,2029.0,222.0,45047.0,0.061668923568717116,0.9373765178591249
2017-02-04 06:00:00,1713.0,1539.0,1635.0,126.0,578.0,2082.0,22611.0,11923.0,1828.0,45.0,0.0,198.0,715.0,1982.0,224.0,46975.0,0.05741351782863225,0.941628525811602
2017-02-04 07:00:00,1797.0,1583.0,1645.0,124.0,591.0,2140.0,24612.0,11924.0,1819.0,46.0,0.0,193.0,653.0,1932.0,228.0,49059.0,0.0526916569844473,0.946370696508286
2017-02-04 08:00:00,1770.0,1619.0,1701.0,136.0,596.0,2274.0,26940.0,11919.0,1824.0,46.0,2.0,196.0,637.0,1903.0,235.0,51563.0,0.04926012838663383,0.9498089715493668
2017-02-04 09:00:00,1783.0,1622.0,1940.0,142.0,600.0,2457.0,28653.0,11921.0,1823.0,44.0,15.0,197.0,599.0,1852.0,244.0,53648.0,0.04568669847897405,0.9532135401133314
2017-02-04 10:00:00,1772.0,1632.0,2057.0,138.0,606.0,2693.0,29351.0,11918.0,1828.0,44.0,30.0,206.0,579.0,1849.0,251.0,54703.0,0.044385134270515325,0.9542621062830192
2017-02-04 11:00:00,1722.0,1678.0,2270.0,137.0,605.0,2689.0,29425.0,11921.0,1873.0,44.0,37.0,206.0,453.0,1804.0,255.0,54864.0,0.04113808690580344,0.9573855351414406
2017-02-04 12:00:00,1750.0,1674.0,2176.0,142.0,609.0,2696.0,29294.0,11921.0,1879.0,45.0,35.0,207.0,396.0,1690.0,256.0,54514.0,0.038265399713834976,0.9602670873537072
2017-02-04 13:00:00,1761.0,1654.0,2112.0,136.0,611.0,2629.0,29259.0,11922.0,1871.0,45.0,32.0,204.0,313.0,1517.0,256.0,54066.0,0.03384751969814671,0.9647282950467947
2017-02-04 14:00:00,1735.0,1626.0,2021.0,138.0,629.0,2637.0,29394.0,11925.0,1857.0,44.0,24.0,205.0,240.0,1387.0,256.0,53862.0,0.030206824848687388,0.9685306895399354
2017-02-04 15:00:00,1719.0,1608.0,2072.0,136.0,664.0,2682.0,29687.0,11924.0,1852.0,44.0,10.0,204.0,228.0,1455.0,256.0,54285.0,0.03100303951367781,0.968002210555402
2017-02-04 16:00:00,1713.0,1602.0,2118.0,139.0,693.0,2793.0,31159.0,11910.0,1850.0,44.0,1.0,206.0,207.0,1434.0,256.0,55869.0,0.02937228158728454,0.9698222627933201
2017-02-04 17:00:00,1770.0,1574.0,2160.0,139.0,706.0,2754.0,32261.0,11882.0,1846.0,43.0,0.0,206.0,165.0,1434.0,260.0,56940.0,0.028082191780821917,0.9711626273270109
2017-02-04 18:00:00,1730.0,1585.0,2150.0,136.0,701.0,2730.0,32051.0,11895.0,1841.0,43.0,0.0,210.0,236.0,1511.0,265.0,56819.0,0.030746757246695646,0.9684964536510674
2017-02-04 19:00:00,1728.0,1575.0,2189.0,136.0,678.0,2485.0,30604.0,11914.0,1840.0,43.0,0.0,218.0,237.0,1532.0,266.0,55179.0,0.032059297921310646,0.9671614201054749
2017-02-04 20:00:00,1700.0,1581.0,2021.0,139.0,623.0,2346.0,29062.0,11924.0,1828.0,44.0,0.0,217.0,197.0,1414.0,263.0,53096.0,0.03034126864547235,0.9688300436944403
2017-02-04 21:00:00,1710.0,1580.0,1904.0,139.0,586.0,2353.0,27896.0,11922.0,1828.0,44.0,0.0,216.0,163.0,1315.0,256.0,51656.0,0.02861235868050178,0.9705358525631098
2017-02-04 22:00:00,1686.0,1548.0,1758.0,135.0,569.0,2172.0,26198.0,11923.0,1823.0,44.0,0.0,215.0,205.0,1251.0,253.0,49527.0,0.029398106083550386,0.969713489611727
2017-02-04 23:00:00,1720.0,1508.0,1741.0,136.0,563.0,2133.0,23819.0,11924.0,1818.0,44.0,0.0,213.0,166.0,1238.0,249.0,47023.0,0.029857729196350723,0.9692065584926526
2017-02-05 00:00:00,1699.0,1451.0,1699.0,136.0,561.0,2155.0,21859.0,11927.0,1843.0,43.0,0.0,207.0,155.0,1185.0,241.0,44920.0,0.02983081032947462,0.9692119323241318
2017-02-05 01:00:00,1659.0,1461.0,1677.0,137.0,570.0,2124.0,21122.0,11926.0,1833.0,44.0,0.0,211.0,171.0,1307.0,233.0,44242.0,0.03340716965779124,0.9655983002576737
2017-02-05 02:00:00,1671.0,1476.0,1678.0,137.0,570.0,2113.0,20625.0,11928.0,1835.0,44.0,0.0,213.0,177.0,1362.0,228.0,43829.0,0.03511373747975085,0.9638823609938625
2017-02-05 03:00:00,1654.0,1476.0,1611.0,137.0,575.0,2115.0,20301.0,11928.0,1839.0,44.0,0.0,217.0,247.0,1360.0,226.0,43504.0,0.03693913203383597,0.9620494667157043
2017-02-05 04:00:00,1677.0,1486.0,1719.0,138.0,579.0,2115.0,20388.0,11926.0,1848.0,44.0,0.0,220.0,260.0,1451.0,225.0,43851.0,0.03901849444710497,0.9599781076828351
2017-02-05 05:00:00,1698.0,1495.0,1777.0,125.0,589.0,2135.0,20834.0,11929.0,1864.0,45.0,0.0,212.0,296.0,1568.0,224.0,44567.0,0.04182466847667557,0.9571656158143919
2017-02-05 06:00:00,1759.0,1494.0,1801.0,122.0,597.0,2280.0,21359.0,11925.0,1878.0,45.0,0.0,212.0,330.0,1687.0,225.0,45489.0,0.04434038998439183,0.9546703598672206
2017-02-05 07:00:00,1862.0,1535.0,1796.0,122.0,602.0,2318.0,22072.0,11921.0,1870.0,45.0,0.0,208.0,423.0,1887.0,227.0,46661.0,0.0495060114442468,0.9495295857354107
2017-02-05 08:00:00,1864.0,1549.0,1944.0,125.0,612.0,2359.0,23943.0,11922.0,1878.0,45.0,1.0,206.0,456.0,2066.0,230.0,48970.0,0.05150091892995712,0.9475597304472125
2017-02-05 09:00:00,1871.0,1588.0,2053.0,137.0,620.0,2536.0,25800.0,11921.0,1912.0,46.0,7.0,207.0,467.0,2191.0,232.0,51356.0,0.05175636731832697,0.9472116208427448
2017-02-05 10:00:00,1853.0,1594.0,2186.0,139.0,626.0,2550.0,27002.0,11918.0,1932.0,45.0,15.0,209.0,476.0,2381.0,241.0,52926.0,0.05398103011752258,0.9448853115670937
2017-02-05 11:00:00,1845.0,1599.0,2119.0,140.0,618.0,2449.0,27455.0,11922.0,1922.0,45.0,22.0,214.0,507.0,2458.0,246.0,53315.0,0.05561286692300478,0.9431304510925631
2017-02-05 12:00:00,1822.0,1596.0,2099.0,140.0,610.0,2608.0,27157.0,11923.0,1937.0,46.0,23.0,224.0,565.0,2469.0,250.0,53219.0,0.05700971457562149,0.9416937559894023
2017-02-05 13:00:00,1826.0,1595.0,2105.0,136.0,610.0,2682.0,26975.0,11922.0,1964.0,45.0,20.0,222.0,613.0,2575.0,250.0,53290.0,0.05982360668042785,0.9389566522799775
2017-02-05 14:00:00,1867.0,1619.0,2094.0,137.0,622.0,2653.0,26879.0,11924.0,1974.0,45.0,14.0,222.0,500.0,2623.0,250.0,53173.0,0.05873281552667707,0.9401575987813364
2017-02-05 15:00:00,1937.0,1616.0,2242.0,136.0,637.0,2578.0,26907.0,11924.0,2001.0,46.0,7.0,222.0,408.0,2642.0,248.0,53303.0,0.057220043899968105,0.9417856405830817
2017-02-05 16:00:00,1980.0,1634.0,2252.0,137.0,674.0,2694.0,28547.0,11914.0,2030.0,45.0,1.0,221.0,414.0,2641.0,248.0,55184.0,0.055360249347636996,0.9438061757031023
2017-02-05 17:00:00,1973.0,1636.0,2227.0,136.0,693.0,2813.0,29774.0,11914.0,2034.0,45.0,0.0,219.0,527.0,2725.0,250.0,56716.0,0.0573383172297059,0.941868255871359
2017-02-05 18:00:00,1959.0,1629.0,2204.0,134.0,657.0,2831.0,29416.0,11916.0,2004.0,45.0,0.0,220.0,623.0,2744.0,256.0,56382.0,0.0597176403816821,0.9394842325564896
2017-02-05 19:00:00,1922.0,1640.0,2180.0,139.0,637.0,2647.0,28234.0,11917.0,1993.0,45.0,0.0,223.0,828.0,2912.0,259.0,55317.0,0.06761031870853444,0.9315761881519243
2017-02-05 20:00:00,1932.0,1630.0,2087.0,135.0,616.0,2523.0,27055.0,11920.0,1989.0,45.0,0.0,219.0,827.0,2977.0,256.0,53955.0,0.07050319710870169,0.9286627745343342
2017-02-05 21:00:00,1864.0,1641.0,2060.0,140.0,637.0,2352.0,26065.0,11918.0,1993.0,45.0,0.0,219.0,760.0,2883.0,251.0,52577.0,0.06928885254008407,0.929855259904521
2017-02-05 22:00:00,1788.0,1596.0,1944.0,135.0,652.0,2254.0,24281.0,11917.0,1965.0,47.0,0.0,217.0,849.0,2801.0,246.0,50446.0,0.07235459699480633,0.9267137136740277
2017-02-05 23:00:00,1722.0,1561.0,1779.0,136.0,646.0,2198.0,22473.0,11919.0,1957.0,48.0,0.0,220.0,843.0,2822.0,242.0,48324.0,0.07584223160334409,0.9231644731396408
2017-02-06 00:00:00,1642.0,1562.0,1823.0,134.0,644.0,2112.0,20810.0,11918.0,1910.0,47.0,0.0,218.0,870.0,2890.0,236.0,46580.0,0.08072133963074281,0.9182696436238729
2017-02-06 01:00:00,1649.0,1572.0,1853.0,135.0,640.0,2015.0,19816.0,11920.0,1886.0,47.0,0.0,218.0,801.0,2938.0,229.0,45490.0,0.08219388876676192,0.9167729171246428
2017-02-06 02:00:00,1638.0,1575.0,1843.0,133.0,642.0,1987.0,19369.0,11920.0,1884.0,47.0,0.0,216.0,827.0,2981.0,224.0,45062.0,0.08450579201988372,0.9144512005681061
2017-02-06 03:00:00,1672.0,1587.0,1832.0,134.0,662.0,2034.0,19717.0,11921.0,1888.0,47.0,0.0,219.0,748.0,3053.0,222.0,45514.0,0.0835127653029837,0.9154545854022939
2017-02-06 04:00:00,1697.0,1625.0,1847.0,136.0,701.0,2169.0,21244.0,11916.0,1888.0,47.0,0.0,208.0,878.0,3114.0,222.0,47470.0,0.08409521803244155,0.9149146829576574
2017-02-06 05:00:00,1641.0,1655.0,1914.0,142.0,787.0,2349.0,24595.0,11917.0,1899.0,46.0,0.0,201.0,862.0,3025.0,223.0,51033.0,0.07616640213195383,0.922932220328023
2017-02-06 06:00:00,1722.0,1713.0,1941.0,143.0,909.0,2765.0,28954.0,11917.0,1933.0,47.0,0.0,203.0,895.0,2909.0,231.0,56051.0,0.06786676419689211,0.9312947137428413
2017-02-06 07:00:00,1797.0,1755.0,2114.0,136.0,951.0,3072.0,33180.0,11913.0,1969.0,47.0,0.0,200.0,846.0,2867.0,246.0,60847.0,0.06102190740710306,0.938205663385212
2017-02-06 08:00:00,1786.0,1758.0,2263.0,137.0,959.0,3071.0,33872.0,11918.0,1960.0,47.0,3.0,187.0,780.0,2842.0,264.0,61583.0,0.05881493269246383,0.9403731549291201
2017-02-06 09:00:00,1825.0,1778.0,2286.0,144.0,968.0,3182.0,34123.0,11915.0,1971.0,47.0,22.0,188.0,643.0,2727.0,272.0,61819.0,0.05451398437373623,0.9443698539284039
2017-02-06 10:00:00,1804.0,1768.0,2252.0,145.0,972.0,3236.0,33867.0,11915.0,1963.0,48.0,54.0,194.0,766.0,2717.0,274.0,61701.0,0.05644965235571547,0.941897213983566
2017-02-06 11:00:00,1815.0,1787.0,2209.0,138.0,967.0,2974.0,33097.0,11913.0,1928.0,47.0,78.0,191.0,767.0,2792.0,274.0,60703.0,0.05862972176004481,0.9393110719404313
2017-02-06 12:00:00,1844.0,1742.0,2161.0,136.0,967.0,2844.0,32658.0,11915.0,1988.0,47.0,90.0,182.0,767.0,2861.0,273.0,60202.0,0.06026377861200625,0.9374605494834058
2017-02-06 13:00:00,1839.0,1763.0,2195.0,136.0,964.0,3002.0,32565.0,11915.0,2009.0,47.0,88.0,183.0,744.0,3085.0,272.0,60535.0,0.06325266374824481,0.9345172214421409
2017-02-06 14:00:00,1911.0,1798.0,2088.0,137.0,963.0,3114.0,32671.0,11913.0,2017.0,47.0,63.0,183.0,735.0,3101.0,270.0,60741.0,0.06315338897943729,0.9350356431405475
2017-02-06 15:00:00,1949.0,1844.0,2265.0,141.0,963.0,3042.0,32701.0,11915.0,2030.0,47.0,32.0,188.0,768.0,3155.0,269.0,61040.0,0.06426933158584534,0.9344364351245085
2017-02-06 16:00:00,1924.0,1842.0,2485.0,139.0,965.0,3240.0,33376.0,11915.0,2074.0,47.0,7.0,190.0,802.0,3186.0,270.0,62192.0,0.06412400308721379,0.9350077180344739
2017-02-06 17:00:00,1912.0,1854.0,2503.0,138.0,963.0,3265.0,34103.0,11911.0,2121.0,41.0,0.0,203.0,894.0,3396.0,271.0,63304.0,0.06776822949576645,0.9315841021104512
2017-02-06 18:00:00,2034.0,1826.0,2559.0,136.0,971.0,3154.0,33476.0,11913.0,2143.0,38.0,0.0,203.0,836.0,3422.0,272.0,62711.0,0.06789877373985426,0.9314952719618568
2017-02-06 19:00:00,1945.0,1788.0,2490.0,138.0,960.0,2964.0,32452.0,11914.0,2147.0,47.0,0.0,208.0,933.0,3554.0,273.0,61540.0,0.07291192720181995,0.9263243418914527
2017-02-06 20:00:00,2025.0,1751.0,2226.0,135.0,931.0,2691.0,30587.0,11915.0,2127.0,47.0,0.0,207.0,1008.0,3687.0,271.0,59337.0,0.07912432377774407,0.9200835903399228
2017-02-06 21:00:00,2052.0,1639.0,2022.0,135.0,842.0,2632.0,29338.0,11918.0,2158.0,48.0,0.0,199.0,1043.0,3776.0,266.0,57802.0,0.08337081761876752,0.9157987612885368
2017-02-06 22:00:00,1971.0,1586.0,1866.0,134.0,752.0,2572.0,27123.0,11919.0,2156.0,48.0,0.0,199.0,965.0,3848.0,259.0,55139.0,0.08728848909120586,0.9118409836957507
2017-02-06 23:00:00,1799.0,1441.0,1773.0,134.0,744.0,2506.0,25088.0,11918.0,2141.0,49.0,0.0,198.0,912.0,3926.0,255.0,52629.0,0.09192650439871554,0.907142449980049
2017-02-07 00:00:00,1690.0,1422.0,1802.0,135.0,747.0,2210.0,22727.0,11913.0,2101.0,49.0,0.0,185.0,922.0,3812.0,246.0,49715.0,0.0952227697877904,0.90379161218948
2017-02-07 01:00:00,1751.0,1430.0,1855.0,140.0,759.0,2029.0,21898.0,11910.0,2078.0,48.0,0.0,199.0,1060.0,3807.0,237.0,48964.0,0.0993995588595703,0.899620129074422
2017-02-07 02:00:00,1821.0,1445.0,1840.0,137.0,767.0,1999.0,21683.0,11908.0,2062.0,47.0,0.0,188.0,1075.0,3831.0,233.0,48803.0,0.10052660697088293,0.8985103374792534
2017-02-07 03:00:00,1845.0,1462.0,1979.0,136.0,799.0,2023.0,21682.0,11911.0,2072.0,46.0,0.0,187.0,1100.0,3859.0,231.0,49101.0,0.10099590639701839,0.8980672491395287
2017-02-07 04:00:00,1896.0,1428.0,2193.0,137.0,897.0,2085.0,23108.0,11911.0,2039.0,43.0,0.0,198.0,1090.0,3965.0,235.0,50990.0,0.09913708570307904,0.9000196116885664
2017-02-07 05:00:00,1942.0,1537.0,2379.0,135.0,983.0,2524.0,25656.0,11911.0,2059.0,46.0,0.0,190.0,979.0,4166.0,236.0,54507.0,0.09439154603995817,0.9047645256572551
2017-02-07 06:00:00,1949.0,1646.0,2586.0,134.0,1004.0,2942.0,29650.0,11907.0,2117.0,45.0,0.0,194.0,981.0,4340.0,244.0,59495.0,0.08943608706614001,0.9098075468526767
2017-02-07 07:00:00,2035.0,1704.0,2856.0,140.0,1007.0,3301.0,33057.0,11904.0,2172.0,39.0,0.0,209.0,1088.0,4481.0,256.0,63993.0,0.08702514337505665,0.9123654149672621
2017-02-07 08:00:00,1939.0,1803.0,2855.0,137.0,1007.0,3207.0,33722.0,11904.0,2127.0,41.0,1.0,203.0,1130.0,4592.0,270.0,64668.0,0.08848271169666605,0.9108678171584091
2017-02-07 09:00:00,1956.0,1791.0,2839.0,141.0,1014.0,3291.0,33775.0,11905.0,2166.0,45.0,14.0,179.0,944.0,4534.0,276.0,64594.0,0.08480663838746633,0.9142799640833514
2017-02-07 10:00:00,2053.0,1741.0,2643.0,135.0,1016.0,3327.0,33170.0,11910.0,2194.0,45.0,33.0,178.0,970.0,4753.0,277.0,64168.0,0.08918775713751402,0.9095966837052737
2017-02-07 11:00:00,2150.0,1763.0,2700.0,138.0,1003.0,3071.0,32703.0,11896.0,2248.0,46.0,43.0,177.0,1022.0,4827.0,276.0,63787.0,0.09169580008465675,0.9069089312869394
2017-02-07 12:00:00,2060.0,1701.0,2719.0,140.0,988.0,3023.0,32357.0,11820.0,2247.0,47.0,45.0,179.0,1006.0,4810.0,272.0,63142.0,0.09210984764499065,0.9064331190016154
2017-02-07 13:00:00,2073.0,1705.0,2478.0,139.0,1004.0,3100.0,32238.0,11846.0,2270.0,44.0,39.0,191.0,1094.0,4946.0,271.0,63167.0,0.09561954818180379,0.9030664745832476
2017-02-07 14:00:00,1941.0,1720.0,2565.0,138.0,1006.0,3117.0,32245.0,11857.0,2257.0,48.0,29.0,191.0,1156.0,5023.0,270.0,63293.0,0.09762532981530343,0.901158105951685
2017-02-07 15:00:00,1931.0,1768.0,2592.0,138.0,1003.0,2984.0,32222.0,11899.0,2276.0,48.0,14.0,177.0,1172.0,5216.0,271.0,63440.0,0.10069356872635561,0.8983291298865069
2017-02-07 16:00:00,2098.0,1807.0,2615.0,140.0,1012.0,3135.0,32528.0,11912.0,2328.0,48.0,2.0,180.0,1155.0,5370.0,271.0,64330.0,0.10143012591325976,0.8977926317425773
2017-02-07 17:00:00,2211.0,1871.0,2721.0,139.0,1016.0,3269.0,33066.0,11913.0,2311.0,48.0,0.0,197.0,1157.0,5451.0,271.0,65370.0,0.10108612513385345,0.8981795930855132
2017-02-07 18:00:00,2193.0,1857.0,2713.0,139.0,1006.0,3128.0,33011.0,11910.0,2219.0,47.0,0.0,194.0,1162.0,5585.0,273.0,65164.0,0.10353876373457738,0.8957399791295807
2017-02-07 19:00:00,2072.0,1798.0,2692.0,137.0,999.0,2897.0,32562.0,11913.0,2193.0,47.0,0.0,192.0,1164.0,5546.0,273.0,64212.0,0.10449760169438735,0.8947704478913598
2017-02-07 20:00:00,1982.0,1722.0,2578.0,132.0,936.0,2645.0,31420.0,11915.0,2215.0,47.0,0.0,192.0,1161.0,5493.0,272.0,62438.0,0.10656971715942215,0.8926775361158269
2017-02-07 21:00:00,1925.0,1595.0,2523.0,135.0,852.0,2536.0,30205.0,11916.0,2220.0,48.0,0.0,195.0,1182.0,5408.0,269.0,60740.0,0.10849522555153111,0.8907145209087916
2017-02-07 22:00:00,1928.0,1546.0,2416.0,135.0,793.0,2415.0,27652.0,11916.0,2216.0,48.0,0.0,192.0,1176.0,5439.0,266.0,57872.0,0.11430398119988941,0.8848666021564833
2017-02-07 23:00:00,1900.0,1598.0,2304.0,135.0,763.0,2213.0,25226.0,11918.0,2213.0,47.0,0.0,193.0,1149.0,5303.0,266.0,54962.0,0.11739019686328736,0.8817546668607401
2017-02-08 00:00:00,1918.0,1583.0,2275.0,138.0,733.0,1944.0,22871.0,11919.0,2226.0,47.0,0.0,192.0,1138.0,5289.0,261.0,52273.0,0.12295066286610679,0.8761502113902014
2017-02-08 01:00:00,1952.0,1590.0,2230.0,135.0,738.0,1920.0,21896.0,11918.0,2167.0,47.0,0.0,191.0,1130.0,5347.0,244.0,51261.0,0.12635336805758765,0.8727297555646593
2017-02-08 02:00:00,1932.0,1605.0,2275.0,132.0,731.0,1847.0,21834.0,11920.0,2128.0,47.0,0.0,190.0,1088.0,5341.0,237.0,51070.0,0.12588603877031526,0.8731936557665949
2017-02-08 03:00:00,1948.0,1621.0,2342.0,137.0,752.0,1852.0,22117.0,11920.0,2123.0,48.0,0.0,192.0,1044.0,5247.0,235.0,51343.0,0.12252887443273669,0.8765362366827026
2017-02-08 04:00:00,1948.0,1608.0,2376.0,136.0,808.0,2065.0,23291.0,11919.0,2159.0,48.0,0.0,192.0,975.0,5174.0,235.0,52699.0,0.11668153095884172,0.8824076358185164
