Time,Biomass[MW],FossilGas[MW],FossilHardcoal[MW],FossilOil[MW],FossilPeat[MW],HydroRun-of-riverandpoundage[MW],HydroWaterReservoir[MW],Nuclear[MW],Other[MW],Otherrenewable[MW],Solar[MW],Waste[MW],WindOffshore[MW],WindOnshore[MW],Inertia[GW],Total_production,Share_Wind,Share_Conv
2017-01-01 11:00:00,1609.0,1261.0,1533.0,25.0,506.0,2069.0,18634.0,11807.0,1301.0,48.0,24.0,214.0,762.0,3420.0,206.0,43213.0,0.09677643301784185,0.9015574017078194
2017-01-01 12:00:00,1617.0,1300.0,1560.0,25.0,508.0,2178.0,19318.0,11808.0,1274.0,48.0,32.0,212.0,771.0,3214.0,212.0,43865.0,0.09084691667616551,0.9073293058246894
2017-01-01 13:00:00,1655.0,1268.0,1581.0,22.0,503.0,2295.0,19971.0,11807.0,1284.0,47.0,34.0,212.0,744.0,3165.0,214.0,44588.0,0.08766932807033283,0.9105140396519242
2017-01-01 14:00:00,1674.0,1277.0,1734.0,20.0,511.0,2443.0,21286.0,11806.0,1283.0,48.0,20.0,219.0,660.0,3239.0,216.0,46220.0,0.0843574210298572,0.9141713543920381
2017-01-01 15:00:00,1690.0,1281.0,1859.0,19.0,518.0,2364.0,23410.0,11806.0,1316.0,49.0,4.0,215.0,468.0,3226.0,220.0,48225.0,0.0765992742353551,0.9223017107309487
2017-01-01 16:00:00,1648.0,1361.0,2014.0,19.0,515.0,2426.0,24790.0,11803.0,1372.0,48.0,0.0,210.0,457.0,3414.0,225.0,50077.0,0.0773009565269485,0.9217405195998163
2017-01-01 17:00:00,1703.0,1382.0,1937.0,20.0,513.0,2473.0,25430.0,11805.0,1371.0,48.0,0.0,209.0,386.0,3518.0,234.0,50795.0,0.0768579584604784,0.9221970666404173
2017-01-01 18:00:00,1764.0,1417.0,1936.0,19.0,521.0,2444.0,25094.0,11804.0,1420.0,48.0,0.0,214.0,346.0,3690.0,236.0,50717.0,0.07957883944239603,0.9194747323382693
2017-01-01 19:00:00,1739.0,1413.0,1879.0,22.0,510.0,2460.0,24513.0,11804.0,1424.0,47.0,0.0,214.0,405.0,3696.0,237.0,50126.0,0.08181382915054064,0.9172485336950884
2017-01-01 20:00:00,1723.0,1386.0,1815.0,18.0,497.0,2300.0,23185.0,11805.0,1431.0,47.0,0.0,214.0,526.0,3863.0,235.0,48810.0,0.08992009834050399,0.9091169842245441
2017-01-01 21:00:00,1658.0,1359.0,1664.0,17.0,491.0,2252.0,22300.0,11807.0,1418.0,48.0,0.0,213.0,605.0,3927.0,232.0,47759.0,0.09489310915220169,0.9041018446784899
2017-01-01 22:00:00,1626.0,1352.0,1625.0,14.0,492.0,2153.0,20614.0,11807.0,1406.0,48.0,0.0,214.0,689.0,3815.0,227.0,45855.0,0.09822265837967506,0.9007305637335078
2017-01-01 23:00:00,1637.0,1346.0,1594.0,9.0,495.0,2058.0,19314.0,11806.0,1397.0,49.0,0.0,204.0,704.0,3757.0,224.0,44370.0,0.10054090601757945,0.8983547441965292
2017-01-02 00:00:00,1583.0,1353.0,1579.0,10.0,493.0,1885.0,17893.0,11806.0,1444.0,48.0,0.0,194.0,692.0,3831.0,216.0,42811.0,0.105650416948915,0.8932283758847025
2017-01-02 01:00:00,1589.0,1355.0,1526.0,15.0,507.0,1861.0,17090.0,11809.0,1452.0,47.0,0.0,187.0,640.0,3713.0,212.0,41791.0,0.10416118302983896,0.8947141729080424
2017-01-02 02:00:00,1661.0,1367.0,1565.0,20.0,524.0,1868.0,16572.0,11808.0,1498.0,46.0,0.0,212.0,606.0,3705.0,208.0,41452.0,0.10399980700569333,0.8948904757309659
2017-01-02 03:00:00,1713.0,1356.0,1557.0,20.0,513.0,1867.0,16536.0,11810.0,1538.0,47.0,0.0,210.0,730.0,3575.0,206.0,41472.0,0.10380497685185185,0.8950617283950617
2017-01-02 04:00:00,1722.0,1376.0,1547.0,25.0,524.0,1851.0,17846.0,11807.0,1559.0,47.0,0.0,216.0,559.0,3569.0,204.0,42648.0,0.0967923466516601,0.902105608703808
2017-01-02 05:00:00,1795.0,1400.0,1594.0,27.0,546.0,1942.0,21319.0,11806.0,1602.0,47.0,0.0,217.0,594.0,3411.0,206.0,46300.0,0.08650107991360691,0.9124838012958963
2017-01-02 06:00:00,1767.0,1515.0,1675.0,19.0,604.0,2319.0,25990.0,11805.0,1663.0,47.0,0.0,215.0,435.0,3214.0,215.0,51268.0,0.07117500195053444,0.9279082468596396
2017-01-02 07:00:00,1717.0,1780.0,1688.0,20.0,669.0,2607.0,30214.0,11806.0,1685.0,45.0,0.0,215.0,442.0,3020.0,231.0,55908.0,0.06192315947628246,0.937271946769693
2017-01-02 08:00:00,1854.0,1834.0,1740.0,33.0,726.0,2718.0,31956.0,11808.0,1695.0,41.0,1.0,217.0,482.0,2877.0,249.0,57982.0,0.05793177192921941,0.9413438653375186
2017-01-02 09:00:00,1757.0,1831.0,1952.0,33.0,744.0,2934.0,32690.0,11806.0,1717.0,42.0,22.0,218.0,654.0,2722.0,259.0,59122.0,0.05710226311694462,0.9418152295253882
2017-01-02 10:00:00,1745.0,1826.0,1952.0,21.0,737.0,3017.0,32938.0,11792.0,1743.0,42.0,86.0,217.0,657.0,2611.0,261.0,59384.0,0.05503165835915398,0.9428128788899367
2017-01-02 11:00:00,1682.0,1843.0,1900.0,24.0,736.0,3041.0,32556.0,11806.0,1741.0,43.0,157.0,211.0,603.0,2573.0,262.0,58916.0,0.053907257790752935,0.9426980786204087
2017-01-02 12:00:00,1802.0,1842.0,1836.0,23.0,738.0,3067.0,32449.0,11805.0,1720.0,42.0,184.0,192.0,480.0,2569.0,262.0,58749.0,0.05189875572350168,0.9442543702871539
2017-01-02 13:00:00,1781.0,1839.0,1732.0,22.0,742.0,3111.0,32614.0,11804.0,1684.0,43.0,155.0,183.0,405.0,2493.0,262.0,58608.0,0.04944717444717445,0.9471744471744472
2017-01-02 14:00:00,1705.0,1857.0,1846.0,20.0,749.0,3249.0,33101.0,11806.0,1704.0,44.0,82.0,184.0,466.0,2376.0,263.0,59189.0,0.048015678588927,0.9498555474834851
2017-01-02 15:00:00,1704.0,1852.0,2118.0,26.0,760.0,3309.0,33912.0,11804.0,1729.0,46.0,14.0,185.0,484.0,2306.0,262.0,60249.0,0.046307822536473635,0.9526963103122044
2017-01-02 16:00:00,1767.0,1835.0,2176.0,24.0,763.0,3356.0,34538.0,11801.0,1761.0,47.0,0.0,185.0,560.0,2333.0,266.0,61146.0,0.047312988584698915,0.9519183593366696
2017-01-02 17:00:00,1875.0,1846.0,2306.0,23.0,764.0,3286.0,34447.0,11809.0,1770.0,47.0,0.0,185.0,531.0,2515.0,269.0,61404.0,0.04960588886717478,0.9496286886847762
2017-01-02 18:00:00,1872.0,1834.0,2202.0,22.0,764.0,3257.0,33794.0,11815.0,1768.0,46.0,0.0,185.0,484.0,2460.0,271.0,60503.0,0.04865874419450275,0.9505809629274582
2017-01-02 19:00:00,1760.0,1784.0,2000.0,19.0,740.0,3130.0,32978.0,11813.0,1736.0,46.0,0.0,183.0,484.0,2413.0,271.0,59086.0,0.049030227126561285,0.9501912466574146
2017-01-02 20:00:00,1699.0,1772.0,1904.0,17.0,712.0,2893.0,31829.0,11807.0,1736.0,46.0,0.0,184.0,583.0,2391.0,267.0,57573.0,0.05165615826863287,0.9475448560957394
2017-01-02 21:00:00,1690.0,1793.0,1883.0,26.0,692.0,2807.0,30786.0,11811.0,1727.0,46.0,0.0,186.0,607.0,2255.0,264.0,56309.0,0.05082668845122449,0.9483563906302722
2017-01-02 22:00:00,1706.0,1676.0,1893.0,20.0,671.0,2660.0,28404.0,11810.0,1700.0,47.0,0.0,180.0,517.0,1961.0,260.0,53245.0,0.04653958118133158,0.9525777068269321
2017-01-02 23:00:00,1558.0,1620.0,1780.0,19.0,657.0,2408.0,25990.0,11813.0,1684.0,47.0,0.0,168.0,530.0,1879.0,254.0,50153.0,0.04803301896197635,0.9510298486630909
2017-01-03 00:00:00,1664.0,1590.0,1654.0,22.0,657.0,2200.0,23772.0,11813.0,1684.0,47.0,0.0,173.0,564.0,1838.0,242.0,47678.0,0.05037963001803767,0.9486345903771132
2017-01-03 01:00:00,1684.0,1589.0,1602.0,23.0,651.0,2056.0,22602.0,11815.0,1682.0,47.0,0.0,181.0,733.0,1809.0,235.0,46474.0,0.05469725007531093,0.9442914317683005
2017-01-03 02:00:00,1635.0,1584.0,1576.0,18.0,656.0,2056.0,21924.0,11816.0,1668.0,46.0,0.0,177.0,748.0,1888.0,230.0,45792.0,0.05756464011180992,0.9414308176100629
2017-01-03 03:00:00,1639.0,1558.0,1581.0,19.0,671.0,2104.0,21996.0,11810.0,1653.0,46.0,0.0,177.0,748.0,2037.0,228.0,46039.0,0.06049219140294099,0.9385086557049458
2017-01-03 04:00:00,1580.0,1570.0,1573.0,18.0,679.0,2181.0,22779.0,11805.0,1651.0,47.0,0.0,161.0,790.0,2167.0,227.0,47001.0,0.06291355503074403,0.936086466245399
2017-01-03 05:00:00,1613.0,1614.0,1655.0,20.0,706.0,2297.0,24856.0,11810.0,1677.0,46.0,0.0,150.0,801.0,2416.0,228.0,49661.0,0.06477920299631501,0.9342945168240672
2017-01-03 06:00:00,1633.0,1675.0,1740.0,21.0,752.0,2671.0,28885.0,11813.0,1727.0,46.0,0.0,148.0,855.0,2719.0,234.0,54685.0,0.06535613056596873,0.9338026881228856
2017-01-03 07:00:00,1600.0,1690.0,1772.0,24.0,782.0,3147.0,32774.0,11813.0,1735.0,47.0,0.0,149.0,1009.0,3118.0,245.0,59660.0,0.06917532685216225,0.9300368756285619
2017-01-03 08:00:00,1588.0,1702.0,1825.0,28.0,773.0,3214.0,33653.0,11811.0,1746.0,47.0,0.0,153.0,1104.0,3498.0,258.0,61142.0,0.07526741029079848,0.9239638873442151
2017-01-03 09:00:00,1630.0,1681.0,1853.0,20.0,792.0,3196.0,32793.0,11812.0,1755.0,48.0,3.0,158.0,1125.0,4226.0,269.0,61092.0,0.08758920971649316,0.9115759837621947
2017-01-03 10:00:00,1657.0,1708.0,1833.0,24.0,781.0,3232.0,32117.0,11815.0,1733.0,48.0,13.0,157.0,1140.0,4771.0,268.0,61029.0,0.09685559324255681,0.9021448819413721
2017-01-03 11:00:00,1646.0,1691.0,1844.0,19.0,771.0,3141.0,31272.0,11818.0,1677.0,49.0,19.0,158.0,1142.0,5429.0,265.0,60676.0,0.10829652580921617,0.8905827674863208
2017-01-03 12:00:00,1747.0,1689.0,1901.0,24.0,761.0,2991.0,30492.0,11817.0,1617.0,48.0,22.0,160.0,1132.0,5883.0,262.0,60284.0,0.11636586822374095,0.8824729613164355
2017-01-03 13:00:00,1708.0,1702.0,1902.0,21.0,761.0,2989.0,29804.0,11818.0,1605.0,47.0,22.0,175.0,1171.0,6527.0,260.0,60252.0,0.1277633937462657,0.8710914160525791
2017-01-03 14:00:00,1764.0,1633.0,1795.0,20.0,763.0,2942.0,29788.0,11821.0,1608.0,49.0,11.0,161.0,1075.0,6724.0,257.0,60154.0,0.1296505635535459,0.8693519965422083
2017-01-03 15:00:00,1712.0,1635.0,1834.0,21.0,770.0,3017.0,29594.0,11818.0,1651.0,48.0,2.0,159.0,1161.0,7383.0,255.0,60805.0,0.1405147602993175,0.8586629389030508
2017-01-03 16:00:00,1712.0,1639.0,1884.0,24.0,762.0,3082.0,29738.0,11816.0,1639.0,49.0,0.0,163.0,1157.0,7764.0,256.0,61429.0,0.14522456820068697,0.8539777629458399
2017-01-03 17:00:00,1731.0,1666.0,1922.0,21.0,762.0,2903.0,29844.0,11823.0,1650.0,49.0,0.0,160.0,1175.0,8024.0,255.0,61730.0,0.14901992548193746,0.8501862951563259
2017-01-03 18:00:00,1675.0,1631.0,1896.0,21.0,759.0,2762.0,28528.0,11839.0,1644.0,50.0,0.0,160.0,1169.0,8269.0,255.0,60403.0,0.15625051735840936,0.8429217091866298
2017-01-03 19:00:00,1679.0,1608.0,1866.0,24.0,727.0,2646.0,26517.0,11836.0,1665.0,49.0,0.0,161.0,1166.0,8379.0,253.0,58323.0,0.163657562196732,0.8355022889769045
2017-01-03 20:00:00,1631.0,1528.0,1835.0,20.0,698.0,2502.0,24281.0,11837.0,1658.0,50.0,0.0,158.0,1167.0,8406.0,245.0,55771.0,0.17164834770758997,0.8274551290097004
2017-01-03 21:00:00,1552.0,1487.0,1717.0,22.0,688.0,2317.0,22089.0,11841.0,1611.0,50.0,0.0,158.0,1056.0,8368.0,239.0,52956.0,0.17795906035199033,0.821096759573986
2017-01-03 22:00:00,1553.0,1459.0,1667.0,23.0,684.0,2152.0,20182.0,11839.0,1642.0,49.0,0.0,150.0,961.0,8343.0,232.0,50704.0,0.18349637109498265,0.8155372357210476
2017-01-03 23:00:00,1558.0,1414.0,1553.0,22.0,684.0,2076.0,18276.0,11841.0,1670.0,48.0,0.0,148.0,946.0,8221.0,225.0,48457.0,0.18917803413335535,0.8098313969085994
2017-01-04 00:00:00,1606.0,1343.0,1512.0,21.0,702.0,2039.0,16568.0,11848.0,1651.0,49.0,0.0,137.0,958.0,8141.0,218.0,46575.0,0.19536231884057972,0.8035856146001074
2017-01-04 01:00:00,1543.0,1322.0,1549.0,30.0,681.0,1998.0,15823.0,11847.0,1635.0,48.0,0.0,154.0,565.0,8286.0,211.0,45481.0,0.19460873771465007,0.8043358765198655
2017-01-04 02:00:00,1517.0,1295.0,1469.0,22.0,673.0,1999.0,15165.0,11849.0,1615.0,48.0,0.0,150.0,598.0,8436.0,208.0,44836.0,0.20148987420822553,0.7974395574984388
2017-01-04 03:00:00,1544.0,1309.0,1443.0,21.0,677.0,2025.0,15039.0,11849.0,1629.0,46.0,0.0,151.0,609.0,8418.0,206.0,44760.0,0.2016756032171582,0.7972966934763182
2017-01-04 04:00:00,1561.0,1320.0,1496.0,8.0,694.0,2057.0,15352.0,11846.0,1667.0,48.0,0.0,149.0,872.0,8313.0,204.0,45383.0,0.20238855959279906,0.7965537756428619
2017-01-04 05:00:00,1631.0,1370.0,1739.0,17.0,722.0,2169.0,17554.0,11844.0,1702.0,48.0,0.0,152.0,838.0,8275.0,205.0,48061.0,0.18961319989180417,0.8093880693285617
2017-01-04 06:00:00,1701.0,1353.0,1964.0,11.0,748.0,2562.0,21818.0,11844.0,1729.0,48.0,0.0,159.0,817.0,8213.0,208.0,52967.0,0.17048350859969416,0.8286102667698756
2017-01-04 07:00:00,1806.0,1536.0,2119.0,16.0,762.0,2855.0,25985.0,11838.0,1755.0,47.0,0.0,161.0,943.0,7900.0,219.0,57723.0,0.15319716577447465,0.8459886007310777
2017-01-04 08:00:00,1681.0,1564.0,2051.0,11.0,767.0,2814.0,27786.0,11838.0,1777.0,48.0,0.0,146.0,1060.0,7722.0,234.0,59265.0,0.1481818948789336,0.8510081835822155
2017-01-04 09:00:00,1672.0,1550.0,2064.0,14.0,770.0,2940.0,29257.0,11837.0,1794.0,49.0,18.0,153.0,1157.0,7423.0,244.0,60698.0,0.14135556361000362,0.8575406108932749
2017-01-04 10:00:00,1714.0,1528.0,2154.0,15.0,766.0,3020.0,29670.0,11842.0,1811.0,48.0,61.0,166.0,1173.0,7074.0,248.0,61042.0,0.13510369909242817,0.8631106451295829
2017-01-04 11:00:00,1698.0,1535.0,2175.0,16.0,767.0,2966.0,30038.0,11842.0,1791.0,46.0,99.0,166.0,1166.0,6835.0,252.0,61140.0,0.13086359175662415,0.8667648020935558
2017-01-04 12:00:00,1731.0,1528.0,2139.0,19.0,771.0,2990.0,30097.0,11840.0,1813.0,43.0,102.0,171.0,1149.0,6684.0,252.0,61077.0,0.12824794930988753,0.8693779982644858
2017-01-04 13:00:00,1798.0,1596.0,2275.0,29.0,782.0,2982.0,30049.0,11841.0,1823.0,42.0,75.0,183.0,1058.0,6564.0,254.0,61097.0,0.1247524428368005,0.8733325695205983
2017-01-04 14:00:00,1709.0,1628.0,2379.0,31.0,791.0,3064.0,30600.0,11842.0,1765.0,42.0,53.0,185.0,1136.0,6210.0,255.0,61435.0,0.11957353300236022,0.8788801171970375
2017-01-04 15:00:00,1767.0,1617.0,2483.0,33.0,797.0,3148.0,31801.0,11841.0,1772.0,42.0,14.0,180.0,1131.0,6161.0,258.0,62787.0,0.11613869113032953,0.882969404494561
2017-01-04 16:00:00,1853.0,1585.0,2566.0,26.0,804.0,3171.0,32597.0,11839.0,1763.0,42.0,0.0,176.0,1057.0,6275.0,259.0,63754.0,0.11500454873419708,0.8843366690717445
2017-01-04 17:00:00,1717.0,1599.0,2538.0,23.0,793.0,3208.0,33348.0,11840.0,1786.0,41.0,0.0,175.0,1046.0,6245.0,265.0,64359.0,0.11328640904923942,0.8860765394117373
2017-01-04 18:00:00,1864.0,1578.0,2523.0,25.0,788.0,3132.0,32636.0,11838.0,1775.0,40.0,0.0,177.0,1043.0,6153.0,267.0,63572.0,0.11319448813943246,0.8861763040332222
2017-01-04 19:00:00,1827.0,1590.0,2437.0,27.0,783.0,2990.0,32202.0,11839.0,1775.0,41.0,0.0,170.0,1024.0,5846.0,268.0,62551.0,0.10983037841121644,0.8895141564483382
2017-01-04 20:00:00,1709.0,1606.0,2406.0,32.0,781.0,2991.0,30603.0,11839.0,1730.0,40.0,0.0,170.0,1058.0,5470.0,265.0,60435.0,0.1080168776371308,0.8913212542400927
2017-01-04 21:00:00,1840.0,1585.0,2405.0,29.0,735.0,2765.0,28819.0,11842.0,1738.0,40.0,0.0,169.0,1074.0,5092.0,262.0,58133.0,0.10606712194450656,0.8932448007156004
2017-01-04 22:00:00,1711.0,1543.0,2358.0,29.0,724.0,2679.0,27303.0,11845.0,1734.0,39.0,0.0,168.0,1077.0,4744.0,257.0,55954.0,0.1040318833327376,0.8952711155592094
2017-01-04 23:00:00,1687.0,1400.0,2255.0,24.0,719.0,2486.0,25352.0,11844.0,1744.0,39.0,0.0,151.0,1099.0,4670.0,251.0,53470.0,0.10789227604264073,0.8913783429960725
2017-01-05 00:00:00,1680.0,1339.0,2450.0,24.0,706.0,2241.0,24272.0,11844.0,1766.0,37.0,0.0,151.0,1064.0,4546.0,246.0,52120.0,0.10763622409823484,0.8916538756715272
2017-01-05 01:00:00,1683.0,1335.0,2464.0,24.0,712.0,2185.0,23829.0,11847.0,1772.0,34.0,0.0,152.0,1018.0,4478.0,240.0,51533.0,0.10665010769797993,0.8926901208934082
2017-01-05 02:00:00,1688.0,1365.0,2513.0,33.0,707.0,2173.0,23844.0,11847.0,1783.0,35.0,0.0,156.0,921.0,4451.0,236.0,51516.0,0.10427828247534747,0.8950423169500737
2017-01-05 03:00:00,1720.0,1399.0,2626.0,37.0,710.0,2181.0,24022.0,11847.0,1790.0,35.0,0.0,171.0,878.0,4389.0,234.0,51805.0,0.10166972299971046,0.897654666537979
2017-01-05 04:00:00,1834.0,1454.0,2683.0,43.0,715.0,2254.0,25077.0,11844.0,1791.0,35.0,0.0,174.0,875.0,4322.0,234.0,53101.0,0.09787009660835012,0.9014707820944992
2017-01-05 05:00:00,1795.0,1461.0,2519.0,43.0,718.0,2441.0,27549.0,11841.0,1815.0,36.0,0.0,175.0,933.0,4145.0,236.0,55471.0,0.09154332894665682,0.9078076832939734
2017-01-05 06:00:00,1810.0,1638.0,2640.0,36.0,775.0,2801.0,31431.0,11843.0,1923.0,35.0,0.0,171.0,922.0,4167.0,244.0,60192.0,0.08454611908559277,0.914872408293461
2017-01-05 07:00:00,1942.0,1839.0,2876.0,51.0,813.0,3070.0,35405.0,11843.0,1999.0,33.0,0.0,180.0,873.0,4111.0,255.0,65035.0,0.07663565772276466,0.9228569231952026
2017-01-05 08:00:00,1938.0,2086.0,3004.0,58.0,818.0,3320.0,36598.0,11844.0,2008.0,34.0,0.0,182.0,845.0,3908.0,271.0,66643.0,0.07132031871314316,0.9281695001725613
2017-01-05 09:00:00,1932.0,2162.0,3108.0,60.0,839.0,3241.0,36526.0,11847.0,1997.0,32.0,17.0,184.0,679.0,3574.0,277.0,66198.0,0.06424665397746156,0.9350131423910087
2017-01-05 10:00:00,1891.0,2205.0,3122.0,48.0,873.0,3339.0,37009.0,11847.0,1997.0,34.0,66.0,182.0,629.0,3134.0,278.0,66376.0,0.056692177895624925,0.9418012534651079
2017-01-05 11:00:00,1907.0,2270.0,3241.0,46.0,869.0,3341.0,36644.0,11843.0,1983.0,37.0,117.0,185.0,549.0,2883.0,278.0,65915.0,0.05206705605704316,0.945596601683987
2017-01-05 12:00:00,1910.0,2275.0,3244.0,47.0,871.0,3218.0,36448.0,11838.0,1967.0,42.0,130.0,186.0,446.0,2679.0,278.0,65301.0,0.04785531615136062,0.9495107272476685
2017-01-05 13:00:00,1929.0,2302.0,3232.0,55.0,884.0,3107.0,36472.0,11841.0,1967.0,41.0,110.0,193.0,402.0,2419.0,279.0,64954.0,0.04343073559749977,0.9542445422914678
2017-01-05 14:00:00,1961.0,2312.0,3217.0,52.0,891.0,3187.0,36890.0,11847.0,1962.0,41.0,75.0,199.0,382.0,2202.0,278.0,65218.0,0.03962096353767365,0.9586003863963937
2017-01-05 15:00:00,1960.0,2414.0,3301.0,55.0,898.0,3320.0,37088.0,11848.0,2000.0,40.0,20.0,210.0,417.0,2118.0,280.0,65689.0,0.03859093607757768,0.960495668985675
2017-01-05 16:00:00,1971.0,2460.0,3287.0,55.0,886.0,3263.0,37460.0,11845.0,2054.0,41.0,0.0,216.0,360.0,2097.0,279.0,65995.0,0.03723009318887795,0.9621486476248201
2017-01-05 17:00:00,1981.0,2430.0,3311.0,54.0,884.0,3409.0,37567.0,11845.0,2054.0,41.0,0.0,208.0,303.0,2046.0,281.0,66133.0,0.03551933225469887,0.9638607049430693
2017-01-05 18:00:00,1987.0,2392.0,3322.0,52.0,883.0,3475.0,37575.0,11847.0,2052.0,42.0,0.0,194.0,280.0,2066.0,283.0,66167.0,0.03545574077712455,0.9639095017153566
2017-01-05 19:00:00,1984.0,2345.0,3238.0,50.0,876.0,3364.0,37220.0,11847.0,1977.0,41.0,0.0,178.0,254.0,2106.0,282.0,65480.0,0.03604153940134392,0.9633323152107514
2017-01-05 20:00:00,1987.0,2159.0,3201.0,47.0,893.0,3071.0,36671.0,11849.0,1975.0,41.0,0.0,167.0,208.0,2231.0,281.0,64500.0,0.03781395348837209,0.9615503875968993
2017-01-05 21:00:00,1944.0,1974.0,3148.0,49.0,862.0,2933.0,35192.0,11848.0,1910.0,41.0,0.0,165.0,175.0,2436.0,281.0,62677.0,0.04165802447468769,0.9576878280709032
2017-01-05 22:00:00,1979.0,1851.0,2918.0,49.0,774.0,2878.0,33365.0,11846.0,1879.0,42.0,0.0,171.0,101.0,2745.0,278.0,60598.0,0.04696524637776824,0.9523416614409717
2017-01-05 23:00:00,1930.0,1846.0,2679.0,52.0,696.0,2765.0,30895.0,11849.0,1880.0,42.0,0.0,177.0,70.0,3050.0,273.0,57931.0,0.05385717491498507,0.945417824653467
2017-01-06 00:00:00,2034.0,1741.0,2586.0,45.0,624.0,2809.0,30845.0,11857.0,1805.0,42.0,0.0,173.0,68.0,3278.0,264.0,57907.0,0.05778230611152365,0.9414923929749426
2017-01-06 01:00:00,2030.0,1692.0,2551.0,38.0,629.0,2616.0,30063.0,11861.0,1782.0,37.0,0.0,171.0,70.0,3548.0,259.0,57088.0,0.06337584080717489,0.9359760369955157
2017-01-06 02:00:00,2003.0,1672.0,2494.0,31.0,630.0,2412.0,28487.0,11869.0,1786.0,39.0,0.0,167.0,87.0,3793.0,257.0,55470.0,0.06994771948801154,0.9293491977645574
2017-01-06 03:00:00,1997.0,1679.0,2491.0,31.0,642.0,2399.0,27955.0,11870.0,1790.0,41.0,0.0,166.0,104.0,4146.0,253.0,55311.0,0.07683824194102438,0.922420495019074
2017-01-06 04:00:00,1999.0,1677.0,2514.0,30.0,642.0,2409.0,27860.0,11869.0,1793.0,41.0,0.0,167.0,107.0,4521.0,251.0,55629.0,0.0831940175088533,0.9160689568390588
2017-01-06 05:00:00,1977.0,1718.0,2647.0,39.0,644.0,2233.0,28720.0,11869.0,1791.0,41.0,0.0,170.0,120.0,4790.0,248.0,56759.0,0.08650610475871667,0.9127715428390212
2017-01-06 06:00:00,1991.0,1802.0,2725.0,47.0,647.0,2541.0,31864.0,11868.0,1798.0,39.0,0.0,173.0,176.0,5070.0,249.0,60741.0,0.0863667045323587,0.9129912250374541
2017-01-06 07:00:00,2005.0,1822.0,2721.0,46.0,650.0,2860.0,33895.0,11867.0,1804.0,39.0,0.0,172.0,181.0,5476.0,255.0,63538.0,0.08903333438257421,0.9103528597060027
2017-01-06 08:00:00,2017.0,1898.0,2678.0,47.0,652.0,2901.0,34371.0,11865.0,1827.0,39.0,1.0,174.0,248.0,5892.0,266.0,64610.0,0.09503172883454573,0.9043491719548058
2017-01-06 09:00:00,2004.0,1945.0,2521.0,43.0,645.0,2955.0,34080.0,11865.0,1840.0,40.0,29.0,166.0,438.0,6091.0,270.0,64662.0,0.10097120410751291,0.8979617085769076
2017-01-06 10:00:00,1999.0,1953.0,2534.0,44.0,640.0,3032.0,34085.0,11866.0,1850.0,40.0,91.0,158.0,464.0,6125.0,270.0,64881.0,0.10155515482190472,0.8964257640911824
